"",validDate,stoxxId,freeFloat
30975,20240923,JP475O,0.818
33382,20240923,JP907O,0.7227
2808,20240624,090399,1.0
8998,20240624,US14G7,0.9457
5492,20240923,TW0863,0.8296
17864,20240624,JP47H0,0.4766
7236,20240624,US3PP3,0.9287
23201,20240923,CN758J,0.8132
14893,20240923,MY301O,0.4065
8678,20240923,KR63QA,0.7163
26660,20240923,JP488S,0.9304
6180,20240923,TW5060,0.3963
17553,20240624,IN311A,0.1517
11246,20240624,CN53IP,0.8132
19487,20240624,CNEBJ7,0.5644
31829,20240923,TR40C0,0.3334
33332,20240923,US41XO,0.9284
25371,20240923,CN73NW,0.58
14847,20240923,JP023D,0.5984
14598,20240923,672911,0.4706
4398,20240923,MY20M8,0.3821
149,20240923,738307,0.9
32668,20240923,CNF4K2,0.7701
6875,20240624,JP214F,1.0
16517,20240923,KR08Q9,0.3934
17771,20240923,KR09I2,0.452
6444,20240923,MY208U,0.6601
12327,20240923,NU,1.0
984,20240624,MSM,0.8603
4041,20240923,TW10G6,0.8385
17502,20240624,CN93MX,0.571
14028,20240624,CN0IVC,0.7201
16952,20240624,CN91LU,0.5554
8150,20240923,CN185D,0.5921
14997,20240923,CN62FM,0.6291
18055,20240923,CN0UOH,0.7425
3889,20240624,CN0VOI,0.902
2950,20240624,IN00TY,0.0554
12576,20240923,CN1ZWV,0.4719
11509,20240923,CN11ST,0.535
33553,20240923,CN7GF1,0.5591
9490,20240624,CN2RUM,0.6043
9261,20240624,CN2J5P,0.5627
12629,20240624,413234,0.25
24149,20240923,CN955I,0.3185
27603,20240923,IT209M,0.1217
17120,20240624,JP1G2R,0.5507
493,20240624,601935,0.6004
5228,20240624,CN1U2W,0.714
2470,20240624,KR13S7,0.4011
4181,20240624,CA30PE,0.9168
15399,20240624,SE31JT,0.5949
8167,20240624,GB40NI,1.0
16926,20240624,CN7THG,0.8062
20509,20240624,US9443,0.6411
13554,20240624,CN8KRI,0.5854
22116,20240923,PL11KW,0.3793
27459,20240923,RO302K,0.1994
10860,20240923,EG7,1.0
9438,20240624,CN408B,0.7358
230,20240624,CN0RI8,0.623
277,20240624,EW026,0.278
14249,20240624,CN8WDG,0.571
297,20240624,608039,0.9103
12433,20240923,CN725D,0.4738
25528,20240923,CN6YLO,0.4939
9853,20240624,AU261D,1.0
26371,20240923,CN7K7X,0.6553
10758,20240923,US80D7,1.0
21242,20240923,JP1DPB,0.6889
14637,20240624,CN8RNL,0.7795
23015,20240923,GB1EJP,1.0
29653,20240923,444747,0.895
29761,20240923,JP1UAD,0.6395
22017,20240923,CN2TPJ,1.0
3574,20240624,HK409E,0.1563
32609,20240923,CNE7O8,0.5144
20343,20240624,CN63T1,0.7076
12542,20240624,TW00K9,1.0
19128,20240923,IN08T6,0.7049
24417,20240923,CNEE0R,0.8057
19176,20240624,FR30EN,0.339
17585,20240624,FR36HW,0.3293
17819,20240624,US3V9T,0.6618
24471,20240923,CN2JUE,0.271
18531,20240624,IL00Y1,0.3057
1047,20240923,TW16B7,0.9453
6127,20240624,IL2139,0.7943
8140,20240923,SE504F,0.517
28969,20240923,DE310V,1.0
12939,20240923,KR016I,0.5524
11010,20240624,CN2V1X,0.6591
5504,20240923,680451,1.0
28036,20240923,SE203B,0.3935
23182,20240923,SA3016,0.3
28652,20240923,CN74IS,0.6342
634,20240624,US01NA,0.9436
10437,20240624,CN0LP9,0.7488
18536,20240624,IL404B,0.9472
13757,20240624,CN2V0W,0.5913
19596,20240624,CNF4O6,0.8761
5637,20240923,ID6023,0.3941
15626,20240923,CN0ZQO,0.4671
23438,20240923,JP1UZ2,0.9471
1972,20240624,ZA20W7,0.7316
6693,20240624,SE35AO,0.8999
23357,20240923,CN2W2Z,0.2669
30824,20240923,CN76AM,0.3925
33465,20240923,US41JA,0.7364
9926,20240624,US120P,0.7229
18271,20240923,CN2P4U,0.5642
2902,20240624,KR206J,0.9167
3387,20240624,009616,1.0
18568,20240923,SE373J,0.8879
27913,20240923,MY90IB,0.5719
1831,20240624,ZA402F,0.8603
19546,20240624,KR1JGB,0.694
17113,20240624,CNEMQP,0.4044
17278,20240624,CNEJMI,0.7367
19115,20240624,IT906Q,0.5984
7980,20240923,JP609N,0.6402
31010,20240923,CN2VRN,0.4253
15770,20240624,CN8TWW,0.4822
20451,20240624,CN1LZK,0.7344
25295,20240923,CN7X14,0.4661
11822,20240923,DE006X,0.5208
17876,20240624,TH00X7,0.5421
28242,20240923,US9E1A,0.9196
6402,20240624,CN02FG,0.4585
19947,20240624,CNF6XH,0.5302
7334,20240624,604260,0.6746
3821,20240624,PH404E,0.4498
14667,20240624,CNE5J1,0.5515
6634,20240923,US99NR,1.0
19794,20240923,CA912Y,1.0
17449,20240923,NO321H,1.0
18565,20240923,FI31JK,0.3991
30816,20240923,JP1VJN,0.6029
2532,20240624,664212,1.0
15836,20240624,CNE98U,0.7068
21430,20240923,649517,1.0
7713,20240923,491134,0.7206
20176,20240624,PL90EX,0.3736
12600,20240923,655135,0.9274
16657,20240624,PT105O,0.3896
8692,20240923,DAR,1.0
9575,20240624,CN2GP6,0.3172
3277,20240923,XON,1.0
11660,20240624,CN653D,0.556
23605,20240923,CN7M3V,0.8582
14182,20240624,MY143S,0.4748
8509,20240624,CN53QX,0.3344
19232,20240624,CNEE8Z,0.25
17595,20240624,CN8108,0.7363
13790,20240923,KR818S,0.6033
26192,20240923,JP19GY,0.4887
9390,20240624,CN0RND,0.6313
3700,20240624,PK20EP,0.221
7866,20240624,KW20UC,0.6404
6120,20240624,619027,0.7187
6987,20240624,EG2,1.0
7598,20240923,IN0AET,0.3669
7995,20240624,US3Q6L,0.9122
13024,20240624,CN1YEC,0.7492
11244,20240923,CN52OU,0.7468
8952,20240923,US9814,0.7854
13836,20240923,KR82J4,1.0
18512,20240923,KR07SA,0.5
31180,20240923,JP47TC,0.5916
9526,20240624,JP11Q0,0.7867
2934,20240923,613773,0.7295
14463,20240624,CN1CYA,0.6436
451,20240624,CN1ISA,0.5759
31075,20240923,CN8UWX,0.7915
12954,20240624,CA32I9,1.0
3984,20240624,FI1053,1.0
8911,20240624,IL2016,1.0
22812,20240923,KR907R,0.825
34062,20240923,US95XX,0.8477
8026,20240624,CN65BL,0.9246
18952,20240923,FR38ZG,0.4347
12258,20240923,CN0MQB,0.6823
3682,20240923,TW60B6,0.7625
23705,20240923,CN6Y14,0.6683
28295,20240923,CN5059,0.7152
15542,20240624,IT142I,0.4363
20350,20240624,CN2XFD,0.427
7008,20240624,U0032,0.1913
20765,20240923,GB37VW,0.6795
691,20240624,CN19DM,0.3156
14065,20240624,JP1ZV3,0.8595
10606,20240624,CN084B,0.6209
10123,20240624,CN2LJ5,0.1285
13871,20240624,CN7J7W,0.828
17701,20240624,HK90Q0,0.4298
91,20240624,698589,0.7162
18197,20240624,CN916F,0.2251
19758,20240923,ID8047,0.5655
14844,20240624,PL30CP,0.1895
7065,20240923,KR627Q,0.7861
5404,20240624,TW025W,0.9457
16001,20240923,TW19ZY,0.7944
10832,20240624,CN8TMM,0.5834
32988,20240923,CNF6UE,0.4752
5463,20240923,OTRKB,1.0
19746,20240923,US80F9,1.0
6515,20240923,MOGA,1.0
3369,20240624,SE40AK,0.534
16965,20240624,IN316F,0.5904
8067,20240624,CREE,1.0
17235,20240624,SE3AP8,0.546
34257,20240923,NO30KY,0.5172
354,20240624,664102,0.7751
23431,20240923,CN299J,0.8982
27042,20240923,JP413G,0.7307
7228,20240624,CN0RWM,0.7982
4192,20240624,697972,1.0
15341,20240624,CN70CI,0.8317
570,20240923,US008U,0.677
17738,20240624,PL11W8,0.671
15408,20240923,244664,1.0
31138,20240923,IT142I,0.4363
10346,20240624,US9HW8,0.5979
8757,20240624,639092,0.8133
3414,20240923,677636,0.5868
34263,20240923,AU43DO,1.0
5016,20240624,CN1ABL,0.9432
3492,20240624,CN1DDQ,0.7156
5282,20240624,IN07MY,0.2874
16596,20240923,US135V,0.3931
26761,20240923,SE144F,0.8623
14606,20240923,CN0XB7,0.5529
886,20240923,BR10IL,0.8393
3086,20240624,IL00OR,0.7543
9089,20240624,US9ARW,1.0
10425,20240624,CN51QV,0.8245
609,20240624,AMP,1.0
7364,20240624,CN0V93,0.4584
7047,20240624,TW142W,0.7264
1389,20240923,CN1HEV,0.894
14308,20240624,CN0G2H,0.7067
5732,20240624,CN8HOC,0.6383
19243,20240624,JP41AN,0.8127
11378,20240923,CN664F,0.7751
30561,20240923,SE336I,0.2523
1069,20240624,CN0O4R,0.2927
2318,20240923,CN02DE,0.32
5918,20240624,KR20MZ,0.5801
10290,20240624,KR21XB,0.7766
12900,20240923,412532,0.1274
10751,20240624,IN30LT,0.3005
11168,20240624,US70E7,1.0
30462,20240923,CNFAF3,0.6293
8364,20240624,CN51EJ,0.6522
7141,20240624,US1Q5I,0.9486
19404,20240624,US9397,1.0
13350,20240624,CN2RC4,0.7903
13288,20240624,CN28U3,0.6391
20197,20240624,CNEMED,0.457
9715,20240923,EG20JF,0.4479
14973,20240624,CN791G,0.2693
20038,20240923,TH00V5,0.2348
12482,20240624,GB311W,0.94
13508,20240624,WMT,0.5465
1811,20240923,IN305D,0.8148
6130,20240923,005610,0.4341
5185,20240624,CN26X4,0.6964
7757,20240624,JP02MW,0.7157
9937,20240923,CN50JN,0.8152
20710,20240923,AU24CM,0.8286
31331,20240923,US9656,1.0
13241,20240624,567991,0.25
10560,20240923,VN20DX,0.0568
11592,20240923,PK404H,0.4373
19786,20240923,US12VK,1.0
116,20240624,625054,1.0
18617,20240923,CN8G0N,0.8137
26601,20240923,IN31QZ,0.6846
9890,20240624,BE203U,0.3384
19601,20240624,CNEDSI,0.5641
20454,20240923,HK02DG,0.5625
5067,20240624,MY50ZO,0.6391
14424,20240923,US10F2,0.6247
30008,20240923,CN2HUC,0.6305
11433,20240624,CN38Z9,0.3122
19148,20240624,CN1JYH,0.1711
13068,20240923,TW40C5,0.8348
14086,20240923,IE4022,1.0
3138,20240624,B10SSL,0.6642
16827,20240923,NG904G,0.2661
12586,20240624,JP17IY,0.6495
212,20240923,NG20AF,0.7924
11717,20240624,CN8HI6,0.6134
19835,20240923,CN8VLN,0.4578
16743,20240923,BXP,0.9161
25928,20240923,CN8ZU0,0.3613
12107,20240923,CN807E,0.5241
19015,20240624,FI11A9,0.7134
10465,20240624,OM23GV,0.282
22928,20240923,CN2H3L,0.2967
11342,20240923,PK21S4,0.3048
24545,20240923,KR82WH,0.7964
13232,20240923,CN56LV,0.6849
25808,20240923,CN7DJ2,0.7468
5743,20240624,SE15Q2,0.2135
33355,20240923,US91VR,1.0
13876,20240923,US022Q,0.8827
33673,20240923,659948,1.0
13687,20240923,CN50W0,0.2931
7771,20240624,TH50IX,0.6725
33601,20240923,JP1X5B,0.6736
18954,20240624,CNECUJ,0.4578
778,20240624,621255,0.2433
697,20240624,PL108J,0.4409
18396,20240624,CNENZZ,0.4875
913,20240923,690670,0.9446
16612,20240923,US41C3,1.0
27853,20240923,VSH,1.0
18361,20240624,JP1Y18,0.577
9502,20240624,CN61SY,0.8661
32536,20240923,CN372B,0.5997
12084,20240923,CN733C,0.5346
15952,20240923,698550,0.7275
18180,20240624,CN8L3V,0.2822
3608,20240624,PH1029,0.5016
19702,20240923,VN905W,0.5702
11846,20240923,CN83Y8,0.814
737,20240624,ASH,1.0
14987,20240923,CTAS,0.8569
17240,20240624,CN7R74,0.7593
10971,20240624,CN389J,0.3927
19136,20240624,JP448O,0.3418
20499,20240923,US9I3G,0.9249
16654,20240624,CN7EFZ,0.3777
3373,20240923,CN0EBO,0.6356
17747,20240923,US3SN4,1.0
23017,20240923,IN18O2,0.3742
11612,20240624,ID20JG,0.2895
12895,20240624,GB30KE,1.0
5312,20240923,ID20YV,0.4543
27453,20240923,HK3BIX,0.45
14105,20240624,CN82W5,0.6973
6544,20240923,US9DT1,1.0
14663,20240923,AR6029,0.6258
19965,20240624,CNELRP,0.324
5821,20240624,CN51UZ,0.6735
33584,20240923,DE31C7,0.4769
13366,20240624,CN3ADP,0.4894
16681,20240624,US811W,1.0
131,20240624,IN070C,0.9375
12855,20240624,CN8V13,0.6994
10909,20240923,KR70EW,0.2572
2750,20240624,B1L2RC,0.3947
9847,20240624,CN646F,0.4164
16168,20240923,DK6014,0.522
19190,20240923,DK30UU,0.8
17331,20240923,CN60LQ,0.3673
3424,20240624,TW008X,0.7995
26202,20240923,CNECI7,0.8015
31412,20240923,CN7C3L,0.4611
9558,20240624,CN7NMF,0.7729
6174,20240624,B182BB,0.7146
7186,20240624,591913,0.1928
4357,20240624,CN066B,0.6988
22248,20240923,PL11T5,0.4713
30299,20240923,KR32IY,0.7921
8759,20240624,CN0NBX,0.7275
1771,20240624,US50WN,1.0
24800,20240923,CN27V3,0.4148
30455,20240923,US91PL,1.0
1385,20240624,APD,1.0
12591,20240624,CN2E9O,0.4162
18694,20240624,SE90P4,0.8118
20355,20240624,TH308L,0.4507
12719,20240624,NO30HV,0.466
32124,20240923,CN947J,0.2195
17127,20240923,MY22UI,0.1213
10477,20240624,CN2RQI,0.718
19241,20240624,CNEWX6,0.5879
12072,20240923,KR089S,0.7344
32092,20240923,CN7YVZ,0.5373
32147,20240923,CA40XN,1.0
29443,20240923,CNESAF,0.6846
31739,20240923,CN7GUG,0.792
4419,20240624,CN72Y6,0.4536
17863,20240923,CN0KL4,0.8034
26048,20240923,FR14R2,0.7882
14224,20240923,PT301M,0.1116
16374,20240624,CNF3L2,0.7926
28885,20240923,PA068,0.5579
12974,20240923,615176,0.6675
5882,20240624,IN70YA,0.4954
33457,20240923,JP45FW,0.939
25015,20240923,TR11XJ,0.3235
33303,20240923,CN8T22,0.5926
2761,20240624,DE305Z,0.5348
12914,20240624,CN8VWY,0.3549
32242,20240923,JP40Q2,0.6456
13400,20240624,US9JYC,1.0
29716,20240923,CNENUU,0.3951
3207,20240624,633547,0.9417
11091,20240624,CN79ZE,0.8013
2985,20240624,CN09DL,0.4539
2439,20240923,EG20IE,0.47
6531,20240624,CN7NE7,0.8805
24815,20240923,CA32SJ,0.6893
2160,20240624,MX303P,1.0
17149,20240624,GB3Q9T,0.67
19419,20240923,CN0WD8,0.8008
24495,20240923,CN90QY,0.9023
19810,20240624,JP45L2,0.7033
17468,20240923,TW01SI,1.0
17626,20240923,CN0M5Q,0.7377
16331,20240624,FR14CN,0.5871
1196,20240624,ID00SN,0.3413
20003,20240624,ES902H,0.5928
173,20240624,SWK,1.0
21328,20240923,CN191A,0.689
4347,20240624,617558,0.8193
2372,20240624,TW02SJ,0.7984
24318,20240923,CN92T3,0.7276
15707,20240923,KR023G,0.1655
15480,20240624,CN8M3W,0.6041
11039,20240624,NO32IY,0.6613
14291,20240923,US9EKT,1.0
29292,20240923,CA32OF,1.0
1368,20240624,RCI.B,0.9073
10271,20240624,US146X,1.0
18179,20240624,US8251,1.0
846,20240923,CN0032,1.0
13674,20240923,DE8010,0.3152
3975,20240923,KR145L,0.3628
4844,20240624,FR502D,0.7565
17193,20240624,JP45XE,0.6627
17914,20240923,US9JIW,1.0
1068,20240624,602150,0.8449
16912,20240624,JP1XEK,0.9289
10700,20240624,CN2TJD,0.4941
14029,20240923,US15RJ,1.0
17991,20240624,US3VK4,0.1683
3259,20240624,ID2063,0.3903
2279,20240624,TW007W,0.7386
4052,20240624,US96LM,0.9476
10406,20240624,CN1TE7,1.0
17716,20240624,US81ZU,1.0
15302,20240923,CN84Y9,0.4246
21785,20240923,FR30GP,0.3739
4838,20240624,477670,0.7249
18327,20240624,VN80F5,0.4179
12279,20240923,591913,0.1928
17566,20240923,CN5138,0.6776
22573,20240923,KR19RC,0.6142
4277,20240624,CN00DC,0.6404
9153,20240923,IN20BI,0.4939
18822,20240923,CN1Y53,0.4659
4612,20240624,CA10RE,0.7377
19475,20240624,CNF3UB,0.7413
7553,20240624,JP30GR,0.8795
118,20240624,TN20N5,0.1733
8253,20240624,KR50M2,0.6208
13542,20240923,PK606L,0.2896
15106,20240923,CN916F,0.2251
15,20240624,COF,1.0
3805,20240624,EF024,0.5667
10292,20240624,CN50PT,0.3981
5935,20240624,CN0FAO,0.4784
12386,20240624,US9JLZ,1.0
15436,20240624,CN79YD,0.453
4118,20240923,CN0M9U,0.4989
4931,20240923,B02Q32,1.0
17019,20240624,AU42KU,0.5991
24421,20240923,CNEFWO,0.7518
11999,20240624,CN2R0S,0.341
4446,20240923,US113R,0.6872
6189,20240923,ID5011,0.3567
13784,20240923,619376,0.4045
13778,20240624,BR1159,0.5969
6613,20240923,639870,1.0
32467,20240923,CN76V7,0.4394
17254,20240624,CN83Y8,0.5983
1999,20240624,MY21YL,0.7458
10416,20240624,KR222H,0.7081
1770,20240624,ZA214G,0.7638
17429,20240923,US81E9,1.0
5446,20240923,JP809P,0.644
5589,20240923,TH00OY,0.3977
6747,20240624,TW601W,0.6478
30783,20240923,CN7PWR,0.6334
19629,20240624,SE304D,0.6867
28453,20240923,SE35DR,0.8101
5623,20240624,CN633B,0.5781
19484,20240624,KR90N7,0.7103
16246,20240624,JP1VY2,0.7984
10851,20240923,IN60W7,0.6225
33905,20240923,US94CB,0.5706
22046,20240923,SE38EV,1.0
1820,20240624,KR50UA,0.7203
31051,20240923,CNEFQI,0.3177
18279,20240923,CN2UOJ,0.4301
1306,20240624,CN0DMY,0.69
20249,20240624,CNEH60,0.8315
4237,20240923,CN0I0H,0.7941
14007,20240624,CN2P2S,0.3724
20033,20240624,CN7TRQ,0.7119
4241,20240624,CA60B3,0.8227
13678,20240624,HK20JM,0.4012
5653,20240923,302323,0.949
11695,20240624,IT33EV,0.2254
4831,20240624,IN12IQ,0.484
1223,20240624,T.SU,1.0
8080,20240624,MX302O,0.63
15718,20240624,CN8NF9,0.4343
5633,20240923,TW603Y,0.4009
13728,20240923,MY708Z,0.6346
18931,20240923,JP14BO,0.9318
29277,20240923,NO306K,0.8812
1269,20240624,DK1042,0.83
1259,20240923,CN08MT,0.639
16527,20240624,CNEFD5,0.5969
3054,20240923,SG102B,0.73
4802,20240923,206061,0.7326
2006,20240624,657590,0.9422
4863,20240923,TW10ND,0.8636
21851,20240923,CN2JM6,0.6025
22196,20240923,HK3BN2,0.4233
10672,20240923,CA706Z,0.8271
24244,20240923,CN8WSV,0.4593
32755,20240923,CNEM87,0.566
12763,20240624,CN6YSV,0.7089
4329,20240923,KR155M,0.3326
7639,20240923,JP00HP,0.4944
8685,20240624,NO706O,0.7919
15736,20240624,HK3BJY,0.3459
31508,20240923,TH12AN,0.3702
2282,20240923,CA11PD,0.8046
1008,20240624,AU01JO,1.0
4182,20240624,CN0ITA,0.515
8343,20240923,VN605T,0.7449
22634,20240923,CN2YPO,0.6634
8342,20240624,JP10Y7,0.7012
27569,20240923,CNELWU,0.25
18597,20240923,CN7TRQ,0.7119
6027,20240923,IS303G,0.8297
18728,20240923,CN92Q0,0.3573
2272,20240624,484652,0.8055
2813,20240624,NG20W1,0.1619
18203,20240923,CN8CCV,0.7914
16161,20240923,648004,1.0
2646,20240624,021623,1.0
16246,20240923,CN570B,0.6242
14111,20240624,JP3E4T,0.8528
25046,20240923,CN75IT,0.7735
9966,20240923,CN642B,0.6634
2836,20240624,KR51TA,0.6248
1925,20240923,636961,0.7098
27122,20240923,AU31NV,1.0
16457,20240923,JP20W6,0.6579
33870,20240923,SA260A,0.312
11632,20240624,KW20AS,0.328
9227,20240624,CN257D,1.0
3248,20240624,IN05BL,0.4883
14684,20240624,US16C5,1.0
2256,20240624,JWA,1.0
8653,20240624,JP02HR,0.8691
9172,20240624,FR157J,0.1494
11110,20240624,ES30KT,0.2858
16585,20240624,AU25HS,0.8646
9246,20240624,IL807I,0.3154
1041,20240624,IN08O1,0.7312
7936,20240624,CN537E,0.4064
16315,20240624,CN7SIG,0.7546
8434,20240923,MY234T,0.2717
24566,20240923,CN2MVI,0.1925
8849,20240624,CN0DYA,0.5966
18679,20240624,JP43U9,0.6446
12237,20240923,CN1CCO,0.764
8751,20240923,B288FC,0.4646
17697,20240923,GB007Y,0.9251
18839,20240923,US1591,0.9389
14950,20240923,KR91AV,0.7299
17261,20240923,KR913O,0.8666
29119,20240923,CNEBTH,0.4853
30715,20240923,CNF2WC,0.704
3561,20240624,CN0TNF,0.5436
11998,20240923,CN83W6,0.928
336,20240923,506472,0.7
12944,20240624,BR904F,0.1977
15551,20240624,KR1JOJ,0.3187
15164,20240624,CN81HP,0.4268
18767,20240923,CN8PC8,0.7682
32503,20240923,CN1JM5,0.3974
13107,20240624,FI31OP,0.235
10914,20240624,CN33NS,0.6195
1011,20240624,489108,0.7907
547,20240923,HK50W2,0.4062
10225,20240923,ZA20V6,0.831
6542,20240624,IN20QX,0.4072
1774,20240923,IL00BE,0.6606
28054,20240923,CN8T55,0.5016
17787,20240624,CNEA7U,0.7522
25771,20240923,CN4BQ4,0.5318
16674,20240923,HK02IL,0.2629
17773,20240624,CN7UKK,0.25
11214,20240923,KR01BN,0.4775
28217,20240923,ET016,0.2547
9550,20240624,CN7B0H,1.0
2842,20240923,TW1684,0.7376
14355,20240624,IN817L,0.5968
16384,20240624,TR80D5,0.3327
1013,20240624,CN0X95,0.7366
6093,20240624,US61JC,1.0
17332,20240624,MY90G9,0.6308
22300,20240923,CA90E9,0.4638
27765,20240923,KR1A4Q,0.319
19045,20240624,CNF5O7,0.2522
19334,20240624,US931Z,0.7599
11571,20240624,CN6Y36,0.7358
3782,20240624,549913,0.5
19909,20240624,CNF6RB,0.3017
27877,20240923,CN1FU9,0.689
307,20240624,KR1A4Q,0.3835
2969,20240624,CN1AV5,0.5245
3877,20240624,IN00SX,0.492
7967,20240624,TH804M,0.4897
21646,20240923,JP1ED0,0.8957
26417,20240923,CN6YRU,0.4877
1903,20240624,TW06UP,0.881
4742,20240624,IPG,1.0
13152,20240624,493116,0.4268
15522,20240923,CN1IVD,0.8059
10878,20240624,JP11EO,1.0
20283,20240624,CNF6SC,0.5792
22076,20240923,CN8Z9F,0.5869
12602,20240923,TW03A2,0.8141
20514,20240624,CNENUU,0.3969
26518,20240923,ES338K,0.2287
19989,20240923,SA24GO,0.7547
20393,20240624,US3WCX,1.0
29449,20240923,AU42BL,0.9351
7050,20240624,AR801A,0.4735
1625,20240624,486809,0.9486
1346,20240923,072769,0.9452
19591,20240624,CNEH2W,0.5441
11401,20240923,VN709Y,0.1041
3930,20240624,JP40BN,0.5311
21402,20240923,CH7055,0.396
28285,20240923,CN07RX,0.6043
5084,20240624,CA014R,0.7563
11270,20240624,CN2HZH,0.431
15328,20240923,US13D3,0.2734
12097,20240624,CN31KN,0.7148
5453,20240923,KR632M,0.2852
12444,20240923,ID00ID,0.4993
4907,20240624,RJF,0.9067
7078,20240923,RKT,0.9489
18598,20240923,CN86ZC,0.8945
20367,20240923,CN367F,0.4781
34042,20240923,SE312C,0.855
18244,20240923,CN2IK3,0.6938
15424,20240624,US9HYA,0.5647
4475,20240624,TH517N,0.282
4421,20240624,BR0125,1.0
2528,20240624,336292,1.0
20109,20240624,CNF36N,0.4879
7679,20240923,IN604F,0.6873
5607,20240624,DK1299,0.4557
32524,20240923,KR90EY,0.6968
4328,20240624,TW12E6,0.5756
687,20240624,EG2051,0.4385
17024,20240923,NO706O,0.792
16829,20240624,JP1TWY,0.6731
20604,20240923,CN1YPN,0.3359
30945,20240923,CNEHTN,0.5583
13592,20240624,AU31DL,0.9075
12353,20240624,BR307C,0.6526
12694,20240923,PK805M,0.2851
1159,20240624,CN148C,0.8041
20339,20240923,CN2QG7,0.7499
8401,20240624,US50OF,1.0
234,20240624,BR209D,0.8348
16424,20240624,CN7RLI,0.7391
7967,20240923,610575,0.2475
477,20240923,JP00EM,0.1361
29310,20240923,NO116J,0.33
7138,20240624,CN7OJD,0.6124
24334,20240923,MY10YJ,0.725
7154,20240624,FI2032,0.4804
3874,20240624,KO,0.9071
7584,20240624,ZA001A,0.7342
9052,20240923,PH04GQ,0.8625
14224,20240624,SA24V3,0.475
26782,20240923,CNEOOP,0.5842
7536,20240923,626377,0.8413
9977,20240624,US9IIV,1.0
3873,20240923,IN05OY,0.5916
16050,20240923,TW00YN,0.716
831,20240624,CN1GFV,0.6359
2369,20240624,JP104D,0.8849
19160,20240624,JP90N4,0.7608
22387,20240923,CN2AX8,0.3284
9831,20240624,JP1ERE,0.445
11551,20240624,US15XP,1.0
20224,20240624,NO40L0,1.0
527,20240923,B0BZMB,0.6904
15795,20240624,FR39AS,0.5286
13610,20240624,565431,0.6707
27200,20240923,CNE9AW,0.145
8132,20240624,633286,0.7382
22778,20240923,CN2FJZ,0.8152
6345,20240923,IN039H,0.4381
27052,20240923,US9083,1.0
16580,20240624,HR202C,0.2699
8771,20240923,TH518O,0.4572
3540,20240624,CN1CX9,0.4288
974,20240923,557657,0.5761
1942,20240624,691653,0.1259
19400,20240923,MY13WK,0.315
33808,20240923,CNFDZQ,0.6433
17544,20240624,JP1X8E,0.8698
5671,20240923,698554,0.9321
30348,20240923,CN42NS,0.4924
19068,20240923,CN7WTV,0.6361
7178,20240624,CN2M7U,0.4293
4583,20240624,626897,0.678
17907,20240624,CNE4M3,0.5116
13780,20240923,KR803M,0.5756
10382,20240923,CN23RV,0.6342
33169,20240923,SG14U7,0.5385
1657,20240923,630930,0.4803
4497,20240624,CN19W5,0.7146
6261,20240923,CN50BF,0.8325
1548,20240624,579994,1.0
16080,20240624,451944,0.3965
21737,20240923,SA24RZ,0.6276
1602,20240624,IN05Y8,0.7196
836,20240923,CN17U1,0.4278
13823,20240624,AU00Y2,0.7407
12184,20240923,CN8YBG,0.7787
23163,20240923,ZA10EO,0.8273
24465,20240923,CN2G6N,0.7516
5255,20240624,MY240Q,0.6987
6074,20240923,CN0O3Q,0.4527
17580,20240923,US80XR,1.0
19953,20240923,CN8NC6,0.7576
23811,20240923,MA3076,0.4855
30630,20240923,CNEG70,0.3415
3978,20240923,THO,1.0
3474,20240624,CA11ZN,0.8781
24011,20240923,AE301S,0.249
30544,20240923,CN7CL3,0.623
13469,20240624,CN2VTP,0.19
2551,20240923,IL4018,0.5201
3694,20240923,CN079F,0.4879
10969,20240624,CN33LQ,0.7835
3356,20240923,KR12ZD,0.5699
24372,20240923,VN22I4,1.0
5213,20240923,680446,0.6626
20380,20240923,CN1U4Y,0.6517
13564,20240923,NL402E,1.0
5522,20240624,CN2ND1,0.173
15915,20240923,US05YP,0.9461
16854,20240923,BE10C2,0.5193
19988,20240624,BE9031,1.0
27,20240624,681630,0.9347
6945,20240923,KR20LY,0.616
178,20240923,724037,0.8798
25425,20240923,IT31M1,0.5638
7471,20240624,US52XQ,0.9018
13594,20240624,TH30AN,0.416
16789,20240923,SE10KR,0.857
8183,20240624,ZA20U5,0.6619
17484,20240923,CN55QZ,0.5492
21321,20240923,CN0QLA,0.5097
28759,20240923,CNF5L4,0.3409
2901,20240624,US51ZR,1.0
15015,20240624,GB80GF,1.0
23369,20240923,CN32HL,0.5296
28363,20240923,TH909S,0.5675
1233,20240923,VN20YI,0.3762
7641,20240923,CN40QT,1.0
21731,20240923,CN8GM9,0.5749
33780,20240923,CN3305,0.7599
20111,20240923,MX201M,1.0
9875,20240923,GB303X,1.0
11767,20240624,MX11M7,0.4995
9825,20240624,CN2RJB,0.8148
7117,20240923,CN1202,0.4701
20391,20240923,BR16Y7,0.636
17034,20240624,CN8CYH,0.3706
9359,20240923,675260,0.738
17056,20240923,CN63W4,0.7903
2904,20240923,UC023,0.7
15453,20240923,CH8012,0.5999
23450,20240923,KR1JSN,0.3397
8206,20240624,BR008A,0.4876
529,20240624,IN055F,0.25
7634,20240923,BR10NQ,0.0908
27234,20240923,BR16CL,0.2817
46,20240923,HK11OR,0.6804
10620,20240923,477638,0.7701
866,20240923,US02D1,0.6665
12565,20240923,CN1AKU,0.2967
