"",validDate,stoxxId,freeFloat
3514,20240624,B0704T,0.4124
25304,20240923,US3UQ9,0.9218
24859,20240923,CNEYCN,0.9421
17292,20240624,CN78DR,0.6441
29583,20240923,JP1UJM,0.7477
28772,20240923,CNFEWO,0.6759
4573,20240923,BWA,1.0
818,20240624,CN1DZC,0.6545
9375,20240923,659743,0.6297
16466,20240923,SE3A3M,0.8925
4205,20240624,CN0Z75,0.7478
6940,20240624,JP1G5U,0.3618
12744,20240624,CN2PD3,0.4287
11880,20240624,CN38CM,0.7019
26288,20240923,AU12IP,0.4714
6761,20240624,KR511I,0.7503
17971,20240624,CNEJZV,0.2928
1112,20240923,AMG,1.0
19,20240923,646160,0.8978
5972,20240624,EE009,0.4957
18473,20240624,US90FA,1.0
30827,20240923,CN7OKE,0.8478
26112,20240923,KR237N,0.8885
17346,20240624,US3WDY,1.0
21929,20240923,GB1192,1.0
7456,20240624,EW051,0.3705
8101,20240624,ZA802J,0.4354
9983,20240624,CN6YUX,0.5038
19703,20240624,FI11NM,0.9424
12351,20240624,CN0ZUS,0.6181
3472,20240923,CN14AE,0.4293
7345,20240624,JP70IX,0.8576
7443,20240923,ID001W,0.35
11781,20240624,CN751C,0.7852
9913,20240923,PK20FQ,0.5867
33604,20240923,TW40JC,0.7996
23355,20240923,CN2U61,0.6833
2176,20240624,MX01QA,0.9446
13998,20240624,CN8N0U,0.6387
15941,20240923,MY21H4,0.5065
10283,20240624,US15YQ,1.0
2001,20240923,KR10GS,0.6692
28466,20240923,KR22JY,0.6147
20913,20240923,CN0GXC,0.7007
32804,20240923,KR41BR,0.576
11690,20240923,KR00S3,0.8657
23430,20240923,CH12HD,0.255
12926,20240923,CN0IJ0,0.7741
26600,20240923,CNE4N4,0.5568
2812,20240624,664074,0.942
25453,20240923,CNE8L6,0.7429
10932,20240624,AU248I,0.936
11602,20240624,CN2LDZ,0.4202
5817,20240624,SE208G,0.5233
15515,20240923,642830,0.4989
17620,20240923,US3K6F,1.0
18868,20240624,US42C4,1.0
11944,20240923,651200,0.9499
16083,20240624,HAE,1.0
10686,20240624,CN2JBV,0.7921
22577,20240923,625062,0.9286
11296,20240923,CN658I,0.6447
16316,20240624,NO33J0,1.0
17881,20240624,US91RN,0.8251
10282,20240923,VN20N7,0.1313
19474,20240624,KR40R6,0.7541
3010,20240624,KR308M,0.6899
14185,20240624,680536,1.0
8386,20240923,TR804W,0.7828
16103,20240624,CN0UG9,0.582
27952,20240923,CN282B,0.4222
11389,20240624,KR1BI5,0.7327
11927,20240923,TW08LI,0.774
3092,20240923,477472,0.8551
29847,20240923,CNE8CX,0.591
6638,20240624,US9C07,0.8248
10693,20240624,KR11CP,0.6239
13981,20240624,KR056M,0.7041
3346,20240923,649452,1.0
10585,20240624,US11QE,1.0
4381,20240923,US502T,1.0
32234,20240923,CNESV0,0.7347
20331,20240624,CA00L7,0.9346
184,20240624,014084,0.6357
5324,20240624,CN3103,0.324
8439,20240923,CN1D3G,0.3945
10535,20240923,AU01AF,0.7532
12251,20240923,US11NB,0.8546
22820,20240923,CN2VB7,0.3744
24690,20240923,CN7XAD,0.7335
23573,20240923,IL10UY,0.9249
15243,20240624,FR149K,0.8435
8601,20240624,US517Z,1.0
18937,20240624,CN815D,0.2048
19679,20240624,US9634,1.0
13598,20240624,CN6ZGK,0.603
18146,20240923,AU904H,0.8932
12043,20240923,DNB,0.8645
21379,20240923,BR0439,0.4164
12791,20240624,CN32AE,0.625
29720,20240923,CNEQBE,0.6416
11617,20240624,CN7SWU,0.3367
5112,20240624,636175,0.3616
10191,20240624,FR34AN,0.467
29626,20240923,CN0AAJ,0.6554
18274,20240624,CN8CXG,0.3592
15374,20240624,CN8Z5B,0.4864
15233,20240923,PK901J,0.5501
3927,20240624,B06CF7,0.529
15873,20240624,CN36NV,0.3565
15075,20240923,US9JO2,1.0
4621,20240624,LG,1.0
22983,20240923,TW30KC,1.0
6976,20240624,BR708H,0.2533
13738,20240624,US1793,0.7787
16983,20240624,US9LR7,0.8025
12751,20240923,IN06MX,0.346
19190,20240624,CNEY1C,0.6963
14163,20240624,TR8091,0.0513
31200,20240923,AU44IU,0.9359
31495,20240923,JP1VSW,0.7651
15858,20240624,TW20C3,0.774
14094,20240923,468520,0.8258
6985,20240624,FULT,1.0
32020,20240923,JP1TAC,0.853
33738,20240923,CN7SNL,0.5396
43,20240624,CN04AD,0.5273
28690,20240923,OM301E,0.3311
30867,20240923,CN2T3X,0.5352
5534,20240923,TR002M,0.1499
8343,20240624,US9D2A,1.0
159,20240923,CN0GZE,0.5153
3983,20240624,ZA20IT,0.799
6067,20240624,MY705W,0.7435
11751,20240624,CN1PNC,0.3707
13755,20240624,CN2S81,0.5721
1006,20240624,613773,0.7295
7550,20240624,BR00TV,0.9202
13071,20240624,CN28W5,0.8136
1979,20240624,663997,1.0
15913,20240624,CN7OIC,0.7056
19011,20240624,CN73AJ,0.5889
18506,20240923,TH10T4,0.25
18623,20240923,NO20ER,0.6449
17659,20240923,CN1WTP,0.2328
10301,20240624,SA24JR,0.508
9907,20240923,IN60Q1,0.5716
27411,20240923,CN2B8K,0.5277
31152,20240923,CNENYY,0.7997
31322,20240923,CN8KYP,0.2807
10147,20240923,CN0K2L,0.7126
9400,20240923,408948,0.6412
12188,20240923,CN7SUS,0.4874
2917,20240624,663376,0.5476
20231,20240923,CN7KPF,0.9162
16021,20240624,CN7G6S,0.8564
9626,20240624,FR317H,0.5277
13355,20240923,KR1ABX,0.7014
1271,20240624,635661,1.0
7597,20240624,688507,1.0
17134,20240624,VN40BX,0.3916
8197,20240624,625024,1.0
5358,20240624,KR18AU,0.7232
21112,20240923,CN1L8T,0.3524
10174,20240923,CN1BJU,0.6537
1743,20240624,211850,1.0
1207,20240624,642648,0.49
4207,20240624,HAL,1.0
6076,20240624,IN04KT,0.25
7739,20240624,KR08EX,0.6231
16988,20240624,CNEAXK,0.5467
2973,20240923,B00ZQQ,0.9368
19213,20240624,CN7AM2,0.7053
6054,20240923,KR639T,0.4548
22088,20240923,US3V3N,1.0
25078,20240923,CN7RKH,0.5749
17241,20240624,CN8W25,0.3032
19868,20240624,JP42KY,1.0
7805,20240923,TH007H,0.3625
1929,20240624,733945,0.4388
13958,20240923,IN0BM2,0.25
23663,20240923,CN96BP,0.5502
4317,20240624,CN0V1V,0.4838
25072,20240923,CN8GAX,0.5209
17104,20240923,US11QE,1.0
28889,20240923,DE5084,0.6736
11564,20240923,CN73BK,0.1001
9946,20240624,CN2LRD,0.3469
9550,20240923,KR701J,1.0
17690,20240624,US18WR,0.7466
13084,20240624,CN8HH5,0.5507
18595,20240624,CNF2P5,0.4022
11321,20240624,AE20QG,0.2014
22,20240923,US20MA,0.7307
30277,20240923,NO20HU,0.7001
30807,20240923,CN0IUB,1.0
25545,20240923,CA8071,1.0
16300,20240624,KR30XB,0.7804
28615,20240923,IN18T7,0.7373
19374,20240923,CN2LH3,0.4424
15087,20240923,US81C7,1.0
6185,20240624,GB8032,1.0
11092,20240624,CN7AVB,0.7001
10556,20240624,CN2PRH,0.6532
9888,20240923,CN10VV,0.4667
13006,20240624,IT30YC,0.8715
9279,20240624,US15H9,0.4421
3597,20240624,677678,0.9436
15089,20240923,CN1O4S,0.4665
1262,20240624,JEC,1.0
13344,20240624,CN2OK9,0.8169
15545,20240624,CN8IJ8,0.4773
20490,20240624,JP43ET,0.6541
25829,20240923,FI31QR,0.9
7853,20240624,SE15HT,0.885
7551,20240624,CN1DN0,0.7952
1833,20240624,RGIS,0.9127
6841,20240624,CN8VLN,0.4578
9476,20240624,FR207F,0.247
5621,20240923,450201,0.4485
6512,20240923,548552,0.6493
5777,20240624,US99PT,1.0
21086,20240923,KY10WF,0.4759
23416,20240923,TR30NA,0.3965
23171,20240923,KR232I,0.5903
12118,20240624,SA216B,0.9312
6595,20240624,AU50EN,0.8866
8939,20240923,ZA20BM,0.7979
17793,20240923,IN905J,0.2798
19736,20240923,CN2YKJ,0.1603
28139,20240923,GB3BRW,1.0
2106,20240624,MPL,1.0
6505,20240624,096970,0.5
18476,20240923,ID210Y,0.18
7823,20240624,CN40SV,0.6361
8610,20240923,TW05E8,1.0
17319,20240923,KR17I1,0.6544
3101,20240923,B03MVZ,0.1995
28627,20240923,CA31B1,0.8663
15472,20240624,CN7BDU,0.2174
27747,20240923,AU417G,0.7941
12391,20240923,US11MA,1.0
3274,20240923,TAU,1.0
12379,20240923,CO1034,1.0
19735,20240624,US92DA,1.0
9682,20240624,622633,0.8024
19801,20240923,CN7OXR,0.3247
10937,20240923,MHC,1.0
19697,20240624,CN7B7O,0.5966
11099,20240624,CN2BBN,0.6943
29627,20240923,US803X,1.0
17380,20240624,CNF5I1,0.2883
17705,20240923,IT14IY,0.5481
16750,20240624,SE40IS,0.2107
13374,20240923,GB3DHO,0.7662
19904,20240923,CN8FSE,0.4708
8050,20240624,BE202T,0.2259
16774,20240624,JP1V7B,1.0
21902,20240923,IT311G,0.781
32265,20240923,CNF43L,0.2953
4253,20240624,680434,1.0
9278,20240624,CN8UST,0.4834
20139,20240923,CN8GD0,0.7606
20457,20240624,GB9099,0.8663
13490,20240624,CN0TG8,0.6875
14207,20240923,IN60NY,0.3348
18113,20240923,ES32HS,0.3409
2778,20240923,CN09OW,0.5207
12852,20240624,GB3JYB,0.63
30284,20240923,CN8SJI,0.7539
3796,20240624,KR14M2,0.5665
4431,20240923,CN1J5O,0.6792
3581,20240923,TW11VM,0.699
11209,20240923,HK0102,0.2918
11208,20240624,CN2HN5,0.5852
5651,20240923,TH50ET,0.6654
3038,20240624,698642,1.0
15283,20240624,JP1ZOW,0.9408
31216,20240923,MY30K7,0.4879
11105,20240624,HK19T4,0.749
13228,20240624,CN12AC,0.8974
2567,20240923,CN0S7Y,0.6188
15928,20240624,HK90LV,0.2183
8277,20240624,PH30CL,0.4131
19448,20240923,JP18O5,0.6659
16148,20240624,JP1YPW,0.6222
6922,20240923,CN0ZLJ,0.6912
12821,20240624,CN37JS,0.6847
13280,20240624,MX108S,1.0
10551,20240923,B02SWN,0.2816
16259,20240923,AU00EI,0.7923
7339,20240624,PT701Q,0.3268
33652,20240923,KR51IZ,1.0
20026,20240923,CN2B1D,0.7737
6211,20240624,KY00GY,1.0
15220,20240923,CZ101D,0.211
16583,20240624,US17LF,1.0
18988,20240624,CNF38P,0.6313
11371,20240624,CN7GVH,0.4012
21198,20240923,US0JAF,1.0
13478,20240923,IL017B,0.3559
34227,20240923,SE14W7,0.4008
3304,20240923,CN0K4N,0.5699
2831,20240923,CN0Z31,0.6929
7035,20240624,622959,0.6892
7520,20240923,US80GA,0.9216
5798,20240624,CN1YXV,0.403
12637,20240624,BR04KQ,0.2918
7688,20240923,TW03OG,0.383
293,20240923,CA30PE,0.9168
5913,20240624,687089,0.7039
7314,20240624,KY110K,0.5587
459,20240624,CN1BNY,0.582
29395,20240923,CN94CO,0.699
28411,20240923,CN1M4Q,0.436
16129,20240624,CN53GN,1.0
9944,20240624,CN2IZI,0.7366
8961,20240624,643316,1.0
21914,20240923,CN38LV,0.533
7147,20240923,MA6024,0.3532
14745,20240624,GB113W,1.0
9164,20240624,JP1SOP,0.6156
28025,20240923,CN77P2,0.6185
15097,20240624,NZ308X,0.402
21635,20240923,SE90R6,0.4858
10916,20240624,CN7U44,0.8654
5554,20240923,674405,0.7012
6936,20240923,CN0O2P,0.9103
3535,20240624,426330,0.566
8746,20240624,CN2FCS,0.8539
3938,20240624,PE0126,1.0
11011,20240624,CN2VXT,0.6878
772,20240923,659764,1.0
7463,20240923,CN5318,0.6509
26079,20240923,CN6XBD,0.7309
17210,20240624,CN6YBE,0.8187
15521,20240923,CN0Y41,0.6358
1708,20240923,TW00F4,0.8359
4837,20240923,IL20OT,0.6009
8485,20240624,US61OH,0.4439
4986,20240923,286996,1.0
25245,20240923,US902X,1.0
3229,20240624,TH604K,1.0
3601,20240624,442464,0.9129
7674,20240624,TH204G,0.8511
18207,20240923,CN8E4P,0.3308
31461,20240923,AU43U5,0.8183
14014,20240923,CN7UOO,0.4154
1461,20240923,TH304H,0.7171
11732,20240923,CN60GL,0.377
8054,20240923,428249,1.0
6719,20240624,SG204E,0.6606
18262,20240624,PL407L,0.2696
11848,20240624,CN2MCZ,0.8119
19742,20240624,CN1MK6,0.4531
16208,20240624,US172W,0.9098
6128,20240923,665562,0.8907
20443,20240923,KR224J,0.6159
16344,20240624,FR396O,0.035
32855,20240923,CN1PRG,0.701
635,20240923,682150,1.0
20513,20240624,CNEM10,0.4247
13775,20240923,578808,0.666
8165,20240923,CN16CI,0.3313
5370,20240624,IN077J,0.2579
5431,20240624,VN70D2,0.5508
17480,20240624,AU41CL,1.0
14186,20240923,VN706V,1.0
2250,20240624,CN18OW,0.8169
2461,20240624,CN04NQ,0.5116
30184,20240923,US14E5,0.9023
4162,20240624,MY22AY,0.5711
25576,20240923,US3VK4,0.1683
12641,20240624,IT405K,0.2868
17639,20240624,CNEJ95,0.7982
20366,20240624,CN8Z7D,0.8441
33873,20240923,CN35W3,0.1711
10975,20240923,CN18Z7,0.7064
18555,20240624,AU40OW,0.4107
34066,20240923,CN2PYO,0.8586
4622,20240624,PH202A,0.2617
11635,20240624,SA21MR,0.8225
22508,20240923,SE32S3,0.3501
7168,20240923,477319,0.9395
7552,20240624,US60LD,1.0
16698,20240624,TW8052,1.0
16999,20240923,BR3049,0.2197
2942,20240923,HK406B,0.2517
11920,20240624,CN7WVX,0.6198
18425,20240923,MY90PI,0.4211
15167,20240624,FI11HG,0.4674
14631,20240624,CA90LG,0.4175
22304,20240923,CN1W62,0.5571
10146,20240624,CN34Y4,0.7291
342,20240923,680436,1.0
2960,20240923,PJ033,0.6153
20531,20240923,CN2PWM,0.5108
25205,20240923,CN7G7T,0.69
7246,20240923,CN1IJ1,0.4627
11495,20240624,FI10JH,0.8571
14659,20240923,JP613I,0.8832
18557,20240624,JP40W8,0.494
6246,20240923,CL,1.0
10238,20240624,425304,0.743
23943,20240923,SE35T7,0.8906
9606,20240923,CN0D7J,0.7283
14673,20240624,CNEB5T,0.6637
5056,20240624,US702V,1.0
14304,20240624,CN38NX,0.6363
9072,20240923,IN708K,0.3959
14766,20240923,GB10NF,1.0
5259,20240624,KR63M6,0.8568
9726,20240624,GB1DW1,0.43
13190,20240624,NO30BP,0.599
29796,20240923,CN774H,0.6079
24955,20240923,HK3BZE,0.6953
2426,20240923,CN0QUJ,0.3022
30953,20240923,CNEQEH,0.8127
17273,20240624,CNEA8V,0.5031
11216,20240923,IN09KY,1.0
5647,20240923,IL0047,1.0
14461,20240624,662106,0.9275
13705,20240624,CH104Y,0.4803
7213,20240624,MY7090,0.4436
19152,20240624,CN8BR9,0.6446
6539,20240624,CN2B6I,0.4026
21719,20240923,TR209V,0.2165
14153,20240624,CN83MW,0.5525
14127,20240624,CN7MJB,0.6857
33208,20240923,CN2H9R,0.6405
1552,20240624,IN02Z6,0.5376
21498,20240923,FI3167,1.0
3985,20240923,622633,0.7996
5099,20240624,MY00J3,0.4022
1278,20240624,CN12QS,0.6973
10201,20240624,US9HEQ,1.0
18348,20240923,CN1KM6,0.5521
16757,20240624,US04F5,0.9338
11176,20240923,CN70PV,0.328
143,20240624,738307,0.9
10233,20240923,CN57FQ,0.4222
1378,20240624,CN1DU7,0.5549
12266,20240624,688167,0.7791
2620,20240624,GRT.A,1.0
18355,20240923,IN20MT,0.3085
10288,20240624,CH2061,0.2997
7761,20240624,CN26V2,0.5951
14777,20240624,IN07R3,0.326
15731,20240624,TH904N,0.4244
3721,20240624,KR13ET,0.2727
834,20240923,MY20OA,0.54
3621,20240624,ANSS,1.0
1454,20240624,681042,0.4407
20233,20240923,GB3OI0,0.7512
24660,20240923,CN2YJI,0.5241
25947,20240923,FR33S4,0.3822
7830,20240923,KR80DW,0.7831
22864,20240923,MY30L8,0.1862
7626,20240923,IN50R1,0.6305
10189,20240923,IN60R2,0.419
9222,20240624,GBCOA,1.0
13201,20240624,TW006V,1.0
24177,20240923,BR30FK,0.6234
25387,20240923,JP1VHL,0.8428
19019,20240923,ZA808P,0.6387
22243,20240923,JP1YIP,0.338
9404,20240624,CN237B,0.9197
26129,20240923,US18UP,1.0
12242,20240923,B06WK7,0.5019
2195,20240624,CN04UX,0.4004
8346,20240624,GB501X,0.26
11925,20240624,CN1YIG,0.6271
28398,20240923,CN29PZ,0.2598
8936,20240923,476634,0.4658
16759,20240923,US8240,1.0
19408,20240923,CN85R3,0.6463
33326,20240923,CN77S5,0.4999
19998,20240624,US9555,1.0
1845,20240923,DECK,1.0
19304,20240923,AU1A6L,0.7138
29534,20240923,JP1C5Q,0.9459
18118,20240624,CN7P1W,1.0
16392,20240624,CNE56O,0.169
3437,20240624,OI,1.0
16584,20240624,CN1PVK,0.2167
7851,20240923,CN1426,0.5366
17141,20240624,AU42FP,0.861
9894,20240923,CN2315,0.649
4847,20240624,626551,0.7106
6091,20240624,CN0ULE,0.8908
10923,20240923,JKHY,1.0
10601,20240624,US02RF,0.7774
22343,20240923,US183Y,0.7763
1026,20240923,CN18DL,0.6457
15357,20240923,SE509K,0.6372
29790,20240923,CN74CM,0.7099
16240,20240624,CN912B,0.5365
9207,20240624,604321,0.4847
6641,20240624,CN7KSI,0.6609
15823,20240624,MY802U,0.3279
4307,20240624,US531V,1.0
28178,20240923,CNEMDC,0.325
24623,20240923,CN3BHU,0.4325
2216,20240624,TW017X,0.6382
8729,20240624,NO31YD,0.8359
260,20240624,TW13WP,0.8915
20715,20240923,AU324D,0.8932
20874,20240923,CN8FPB,0.5185
6956,20240923,WTM,1.0
8366,20240923,TW12XP,0.9318
15558,20240624,CN1UQK,0.662
2680,20240624,CN0XD9,0.4285
16269,20240923,CN19GP,0.5511
33104,20240923,JP41YB,0.7894
18575,20240923,CN2DYC,0.4422
1776,20240624,EE013,0.5095
3506,20240624,CN1EHV,0.7331
32389,20240923,CN7DXG,0.596
8300,20240923,KR02ZC,0.4246
20478,20240923,CN908G,0.7665
5254,20240923,JP00IQ,0.9336
24981,20240923,CNEE90,0.7088
3001,20240923,AU30SZ,1.0
9149,20240624,CN1W51,0.7383
182,20240923,US51XP,1.0
15775,20240923,US0680,0.8672
20280,20240624,HK40Z4,0.4862
16132,20240624,US3SGX,0.9349
7575,20240923,HK50CI,0.5855
14418,20240923,SHO,1.0
20373,20240923,NO904O,0.4097
29208,20240923,CN7B2J,0.4002
26567,20240923,CN7A1H,0.4222
17422,20240624,MY30RE,0.7012
14784,20240624,PK20X8,0.1955
27301,20240923,CN7F2N,0.4848
9479,20240624,CN52U0,0.4856
1124,20240624,ASBC,1.0
4618,20240923,KR62XG,0.5845
11593,20240923,TH50HW,0.3951
756,20240624,685699,0.3079
7827,20240624,KY10ZI,0.9026
6923,20240624,081660,1.0
15387,20240624,NO31DS,0.6575
18923,20240923,JP149M,0.654
5796,20240624,GB10ME,0.95
7735,20240624,PL703K,0.4119
34008,20240923,CNFA3R,0.4746
6782,20240624,648132,0.9163
12826,20240624,IN13GP,0.4889
13308,20240624,CN1UGA,0.6065
8192,20240624,CN1FO3,0.7929
8253,20240923,IN0ACR,0.4175
23958,20240923,IT908S,0.7294
16623,20240624,DE1440,0.2899
20252,20240624,CNEXEO,0.6537
22310,20240923,CN7L1S,0.8477
30632,20240923,CNEHPJ,0.384
19443,20240923,CN8HZN,0.4919
19642,20240624,CN7JMB,0.7178
4470,20240624,CN14UY,0.4319
17958,20240624,AU33R1,0.9444
8081,20240624,DNB,0.8649
12084,20240624,CN2VWS,0.5742
14583,20240624,CN2VD9,0.6212
5294,20240624,CN21IK,0.5771
2859,20240923,TW04F8,0.6301
4834,20240923,660264,0.9264
10540,20240923,635782,0.8426
19954,20240923,CN7QNJ,0.6501
17372,20240923,CN80EL,0.4289
29998,20240923,ID20ZW,0.1201
8979,20240624,NO209M,0.3795
7431,20240624,NNN,1.0
12527,20240624,CN8IC1,0.5918
4391,20240624,648730,1.0
12977,20240624,CN7KTJ,0.6369
9322,20240923,IN50LV,0.4591
21620,20240923,CN33QV,0.3724
16532,20240923,US9HR3,1.0
1976,20240624,CA008U,1.0
13085,20240624,SE399R,0.6393
19669,20240624,CN1WZV,0.7393
17311,20240923,BR1159,0.5969
29991,20240923,US1782,0.9229
19844,20240923,US155X,1.0
15280,20240624,JP1V04,0.3139
26743,20240923,US96FG,0.8019
10952,20240624,CN7NB4,0.6514
17204,20240624,ZA808P,0.6382
21257,20240923,FR38AR,0.4065
3814,20240923,US51UM,0.7362
32612,20240923,CNE9H3,0.4501
1116,20240624,VN504R,0.5488
14233,20240624,CN4BES,0.295
4710,20240624,US0691,0.9498
2399,20240624,VLO,1.0
8620,20240624,US3QQ5,1.0
13385,20240624,CN8J0Q,0.5842
16258,20240624,CN84NY,0.6161
3456,20240923,TRP,1.0
8100,20240624,IN12KS,0.9233
5066,20240923,UC002,0.2014
8126,20240923,TW145M,0.5439
20518,20240624,CNF1N2,0.4612
11748,20240923,490541,1.0
15479,20240624,SE31IS,1.0
8845,20240624,CN0YC9,0.1268
19970,20240624,JP418L,0.6473
14688,20240923,CN13SV,0.2856
12838,20240624,KR31KZ,0.6524
7978,20240624,KR00U5,0.4136
100,20240923,US02J7,1.0
28340,20240923,CN1T70,0.7336
3552,20240624,CN0605,0.3862
13266,20240624,IT13VA,0.4651
13776,20240624,CN29W6,0.7667
20214,20240624,US94WV,0.8943
4025,20240923,MY229X,0.385
14411,20240923,CN11LM,0.6144
19276,20240923,CN93BM,0.7074
28771,20240923,CNFE0S,0.7257
815,20240624,MY004O,0.624
30065,20240923,MY40H5,0.6851
374,20240624,547311,0.672
12220,20240624,TH10DO,0.6526
8866,20240923,ID20KH,0.1569
13570,20240624,CN33W1,0.3603
8335,20240923,KR80GZ,0.6629
2882,20240624,BFA,0.3312
20573,20240624,CN1JJ2,0.4058
15771,20240624,CN8U34,0.1891
983,20240624,CN0XRN,0.1333
33204,20240923,CN1SXP,0.8814
11247,20240923,LT502L,0.396
10695,20240624,JP1FC0,0.9029
11018,20240624,CN38W6,0.4258
7789,20240923,US52E7,0.779
8416,20240624,525288,0.6182
24116,20240923,CN3518,0.3686
3525,20240624,YUM,1.0
9618,20240624,AU1A9O,0.6632
18148,20240624,CN8G7U,0.572
19030,20240923,CN2FVB,0.6862
25590,20240923,CNEBI6,0.7531
8029,20240624,US97DF,1.0
17727,20240923,CN1L3O,0.7109
14960,20240624,KR1J83,0.3313
9344,20240923,US9BSY,0.844
32219,20240923,JP484O,0.7682
24975,20240923,CNEBH5,0.5549
8016,20240923,JP60WA,0.6318
8114,20240624,648164,0.7743
34317,20240923,JP486Q,0.5873
14137,20240624,CN72Z7,0.8363
1122,20240923,T.PCP,1.0
4480,20240923,MY50AZ,0.547
18766,20240624,CN2NK8,0.6012
16606,20240624,NO31IX,0.7109
17566,20240624,CNE7I2,0.5745
22759,20240923,CN8B5N,0.2624
14473,20240624,CN01AA,0.6449
18044,20240923,CA90D8,1.0
28795,20240923,CN1X41,0.6919
29942,20240923,CN567H,0.295
26588,20240923,FR36KZ,0.4092
31002,20240923,CN2IRA,0.6999
32250,20240923,JP44IY,0.6437
4039,20240624,US610T,0.8538
12353,20240923,US9KFU,1.0
6201,20240923,029440,0.934
3703,20240624,465145,0.436
15783,20240624,JP1XX3,0.5186
18545,20240624,US92KH,1.0
29013,20240923,AU43AL,1.0
34246,20240923,SE334G,0.4485
1151,20240624,317731,0.793
12442,20240624,CN3BER,0.4864
15987,20240624,JP1KTM,0.6364
22221,20240923,CNE7WG,0.4711
15570,20240624,KR917S,0.4515
19801,20240624,PL00AK,0.6412
14556,20240923,IL109D,0.7916
14833,20240923,CN1NCZ,0.761
16124,20240624,PL10IT,0.3104
27969,20240923,JP468Q,0.9044
1016,20240624,647453,0.5542
13222,20240624,CA11E2,1.0
20202,20240624,JP44N3,0.8527
19102,20240923,KR07O6,0.8089
31714,20240923,US3MHS,0.8786
4224,20240624,630930,0.4801
4837,20240624,TW03B3,0.2832
10538,20240624,CN8PSO,0.6734
994,20240624,CDIS,1.0
3387,20240923,597895,0.6202
15393,20240923,KR09BV,0.6572
19373,20240624,SE90ET,1.0
16181,20240624,IT005G,0.4719
1843,20240923,US114S,0.733
8378,20240923,TH50YD,0.4236
8495,20240923,IN10EK,0.5791
28683,20240923,CN93KV,0.7292
4462,20240624,CN0D6I,0.4612
1720,20240923,669360,0.7295
13354,20240923,CN7SGE,0.7066
10423,20240624,CN7N0T,0.5352
30932,20240923,US9432,1.0
3329,20240624,BE105V,0.7911
7069,20240624,505125,1.0
2263,20240624,AIG,1.0
2105,20240624,TW153Y,0.9356
15379,20240923,CN80T0,0.4844
16229,20240624,CN7ECW,0.6225
790,20240624,HK00WX,0.5575
2314,20240624,TH304H,0.7171
8530,20240624,CN2W30,0.2838
16871,20240624,CNEO56,0.5221
3012,20240624,AR1035,0.3804
6886,20240624,CN2HXF,0.6237
15073,20240923,KR13GV,0.738
18052,20240923,CN0ROE,0.8722
31788,20240923,KR413J,0.4241
12029,20240624,CN0HFV,0.7803
26973,20240923,CA319Z,0.646
109,20240923,IN05IS,0.406
10178,20240624,CN77IV,0.8209
15902,20240624,CN6XQS,0.4505
6668,20240923,CN1279,0.9147
25673,20240923,CN2VOK,0.5212
18532,20240624,NO00EP,0.7649
2416,20240923,604410,1.0
16858,20240624,CNE5AS,0.391
9686,20240923,TW04VO,0.4798
15540,20240923,IN0A6L,0.5497
20225,20240624,CN86O1,0.6301
15083,20240923,CN82V4,0.7882
7324,20240923,TH804M,0.4897
25397,20240923,US18FA,0.8189
14277,20240624,CN671D,0.5067
16849,20240624,CN85MY,0.5335
3517,20240624,KR04KZ,0.584
16628,20240624,KR1JE9,0.7316
16782,20240624,NO14JZ,0.9272
19734,20240624,SE90FU,0.641
19882,20240624,US93A8,0.8999
10383,20240624,CA12B0,1.0
16710,20240923,IN07ZB,0.2729
26495,20240923,JP481L,0.8937
25019,20240923,AU31BJ,0.8276
29142,20240923,CN6X46,0.6564
1410,20240624,585970,0.6601
18269,20240624,CN8B1J,0.6195
19966,20240923,CN0HL1,0.8636
10781,20240923,CA60JB,1.0
25598,20240923,CNEG6Z,0.7787
11451,20240923,IL80FQ,0.3972
13820,20240923,BR049F,0.4711
16589,20240624,CN4C6L,0.4659
11353,20240624,TH22U8,0.2659
19913,20240624,AU0217,0.9355
10076,20240624,CN2MWJ,0.6552
23717,20240923,CN77T6,0.513
30269,20240923,CN366E,0.4876
6806,20240923,US30J8,1.0
26508,20240923,CN39V6,0.172
3385,20240923,ID004Z,0.3939
15085,20240624,CN29Z9,0.3633
1546,20240624,B28KPZ,0.4622
19576,20240923,CN2G0H,0.7409
29962,20240923,BE801Y,0.8562
28273,20240923,US08HB,0.9117
1754,20240624,IN00KP,0.4102
7349,20240624,CN1TVO,0.4849
15697,20240624,CN718F,0.429
10518,20240923,477518,0.9068
13923,20240624,657258,0.9494
8626,20240624,CN2CP2,0.0872
2850,20240923,CN1GEU,0.7574
10689,20240923,CN0U92,0.2631
27277,20240923,TW30D5,0.9327
7820,20240624,CN22CF,0.5112
2276,20240923,ES403D,0.6756
20270,20240923,AE2280,0.1934
20345,20240923,CN2T82,0.3027
27525,20240923,CNECG5,0.7335
11568,20240624,JP30U5,0.8845
25212,20240923,SE353H,0.4437
13907,20240624,TAU,1.0
2269,20240624,GCO,1.0
13925,20240624,685884,0.9448
16105,20240624,PL00LV,0.6437
6803,20240923,659698,0.9127
5849,20240624,CN2VIE,0.5893
9367,20240624,EG047,0.5847
1482,20240624,UE005,0.2801
8128,20240624,IN028F,0.6103
21546,20240923,CN8FVH,0.801
8518,20240624,JP11U4,0.3974
1399,20240923,CN179G,0.6383
25006,20240923,AU413C,0.4986
16155,20240923,CN538F,0.5534
