Country,2012-06-18,2012-09-24,2012-12-24,2013-03-18,2013-06-24,2013-09-23,2013-12-23,2014-03-24,2014-06-23,2014-09-22,2014-12-22,2015-03-23,2015-06-22,2015-09-21,2015-12-21,2016-03-21,2016-06-20,2016-09-19,2016-12-19,2017-03-20,2017-06-19,2017-09-18,2017-12-18,2018-03-19,2018-06-18,2018-09-24,2018-12-24,2019-03-18,2019-06-24,2019-09-23,2019-12-23,2020-03-23,2020-06-22,2020-09-21,2020-12-21,2021-03-22,2021-06-21,2021-09-20,2021-12-20,2022-03-21,2022-06-20,2022-09-19,2022-12-19,2023-03-20,2023-06-19,2023-09-18,2023-12-18,2024-03-18,2024-06-24,2024-09-23
GB,0.004913917838884124,0.09368634670814426,0.09458376436583844,0.08929540406002669,0.08732432649390735,0.08903895767345214,0.08909779077306515,0.08438139556553671,0.08655068617238706,0.08358532241984645,0.07864453608618142,0.07783711619629759,0.0801614780378914,0.07784312859279956,0.07434199905983856,0.07275999993450497,0.07443398000320987,0.07020681581088509,0.06526564581173747,0.06545571968350739,0.06635524631173513,0.0668275803043879,0.0650393822088415,0.06348391842200428,0.06439538818442106,0.06146386022977262,0.06409004141873363,0.060832469255295375,0.05737762587499749,0.05481938922145225,0.05530020327401486,0.04721681417906321,0.04651365286200066,0.04305364338892994,0.044771706837382984,0.045565337508302835,0.04515836034746004,0.04278125609692104,0.04212737446452306,0.043263375918689444,0.046051282769634626,0.041542475113695354,0.04427157126262368,0.042852727185290436,0.04162502532991437,0.04123292072708092,0.040370045138018375,0.03879138461137981,0.038971589963759275,0.03624635395594131
NL,0.006016996433045916,0.009916196061579105,0.010656344383805449,0.009956677732316377,0.01014281310336768,0.010841277336893575,0.010604870591397513,0.01027891454669706,0.01016138441195261,0.010050332220279816,0.00976248996297622,0.009964115320960453,0.01011075747508482,0.010566763690787365,0.0104461964925429,0.011165627630301591,0.010876727249378944,0.011045962250734414,0.010702085290701083,0.011573474001392296,0.0117681952648749,0.012724875461606769,0.011780491708362751,0.012514810496158678,0.01174525353773656,0.010408578668492227,0.010753529285609747,0.010771308471998734,0.010750423833526042,0.01085937659750193,0.011555826082579839,0.01267905993836043,0.013090600061267428,0.01281383678446552,0.01191490975376733,0.01250338228364315,0.012729427667503217,0.01387060063478324,0.012376996859952341,0.011165604502181535,0.010719857812485207,0.009884757258047982,0.011321479499695563,0.01182059288547298,0.011566364421084123,0.01020063173102113,0.01117975753589818,0.011767693276845322,0.012137236032139289,0.010550558464207091
DK,0.0061956439461585255,0.00498038650014758,0.0049733093515663815,0.005068421013877858,0.004810680660691276,0.005263026775646701,0.005411390030274746,0.006142631319542618,0.006111381518959276,0.006222296034523874,0.005850567853261725,0.006120398054993594,0.006570665873479386,0.007081589829580076,0.007148698220506871,0.007028313916492966,0.0068651684505838285,0.00669685178807098,0.005710250312693461,0.006020312629347248,0.00665938776673094,0.006853133914766488,0.006484264764434399,0.006519010001015213,0.0058876025949384765,0.005837694026461632,0.00626940139342396,0.006116403894733378,0.00589922270064,0.005873571297362002,0.0059825760825896164,0.00703199348215041,0.007040517823567653,0.007418664112950995,0.007488592824965776,0.00687745236576824,0.007253372872294322,0.00745128635496425,0.007126632224718879,0.007140771840818194,0.007560303850593082,0.006813621123538329,0.008203547591366869,0.008390746809666024,0.008215675006836566,0.003777665294751121,0.008481778943114438,0.003597843775947651,0.009641681851953271,0.00351821281578817
FR,0.048059499083737967,0.03614191456439351,0.03845831985139178,0.036142978037014585,0.03578368386038071,0.03822993107451503,0.03808997622659795,0.03905026723196088,0.03898003350157984,0.036935852656159965,0.03429537929562634,0.03526274746824152,0.036315542008973904,0.03580666001510963,0.03530847699509568,0.0350401780621927,0.034375767316505136,0.03382712490489089,0.03331417139039725,0.033917860517571397,0.03650228268837219,0.037664779615380097,0.0365143686979181,0.03657393286843427,0.03590408341298666,0.03579544746181017,0.03598578372649925,0.035530654041220994,0.0355642425127206,0.03484578600486286,0.03507659704433858,0.032825569122001734,0.03107914018610051,0.030063020884553506,0.030511257078781055,0.030286791151143334,0.03125778523555255,0.02950938502453369,0.029184319995660245,0.028154702324138796,0.029156817867339833,0.027364952549074176,0.030904856008122282,0.03241575935921769,0.03125581471951943,0.030602368566674993,0.03042352507317045,0.030248729663911258,0.027378262226108247,0.026831154269182915
SG,0.007765349169181714,0.009324507194455543,0.008722542551651958,0.009048260419014128,0.007716469939802296,0.008572491255969471,0.007413599018890403,0.007318546819735458,0.007197652997219607,0.007622485465804487,0.007096657389446141,0.007479508496855047,0.006952652534992462,0.006789544485814331,0.006470654305639526,0.00783966902491153,0.007435981006115916,0.007337132743145838,0.007156799519069557,0.007653187891589023,0.007934258301210225,0.007648952511619933,0.00822383266499806,0.007865649514456853,0.005662684115083864,0.0050226714906897035,0.00623224471774823,0.0053189348569917215,0.005760761735766003,0.0052912158725099395,0.005409176090459627,0.005018315165503387,0.005190473832996511,0.004811233461354225,0.0052461560706499296,0.005361584467085348,0.0052626541965375365,0.005313808545178138,0.00485606411541282,0.004917980036513683,0.00521265191830758,0.00506007080297818,0.005306003629871546,0.005202459567323694,0.004737450535698818,0.004489460205829855,0.004155724229163303,0.003959910273356293,0.004075983914186135,0.004438487675534274
GR,0.00024961726463959257,0.0003837771450550132,0.0003224169215508014,0.0005298865101586702,0.00031046256569227347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,0.04230065306866462,0.03426816269374403,0.03499623783940851,0.03409831439915839,0.03319318779029091,0.03453966810433522,0.036533597557709796,0.03562114948335769,0.03548184667887061,0.033130300870869565,0.032013739546133756,0.03335347539317559,0.032713870070367884,0.03156514365269924,0.03311654983629284,0.0320400447790496,0.03126687667249351,0.031143290816236152,0.031128506934398205,0.03218767916521946,0.03347292388060021,0.03470701579397026,0.034005210719906,0.03267892834173504,0.032234138569472624,0.031401982111157356,0.03394556356047076,0.0306672838920467,0.03091796816864102,0.029837029095287976,0.03046166870242514,0.02968226057809306,0.030425495041167202,0.03066484517447452,0.029422711410949053,0.029375604620381128,0.029669704264134757,0.02817342253330533,0.02672401439076755,0.024683724014456704,0.02533458508537987,0.022243168176080647,0.02499323826596568,0.023370386047529768,0.022936066601780943,0.021728869728256984,0.022188204907123494,0.02185680721396911,0.020634775873821662,0.020994437523945152
CA,0.04666549694027199,0.04983349989905039,0.04987257200675755,0.046012371105499286,0.04214363513654483,0.04235379635986101,0.04080766329974254,0.04127010890473897,0.04222051651464778,0.041717287122344786,0.03814534987725588,0.035955384470672994,0.03583973885146922,0.03391077986693564,0.030448374334032198,0.03400180104305923,0.036131244755372716,0.03549353550906593,0.0363363453137506,0.034990560605263905,0.034480103822805044,0.03557705401610878,0.03421514825529148,0.03188531992837541,0.03444828376520415,0.032981641583003096,0.03353572515793031,0.03335126630270319,0.034583962966555123,0.03496849257710338,0.032836669512101416,0.028143418136575598,0.02940967989577319,0.02898444425339366,0.02883257589921021,0.029951736114859507,0.030749626335225586,0.02899207398061751,0.02892705502268929,0.03488324690470263,0.0357643825803666,0.0351777887031309,0.033126969034046036,0.033131887247684594,0.03130836340722152,0.032088922469635434,0.03040444169326292,0.02964112252588995,0.028557026532360804,0.03066127718002125
US,0.6443815760711687,0.5355250565898704,0.5236600960655619,0.52887291588035,0.5492016565758602,0.5347124063490977,0.5472863639467596,0.5519460169505112,0.5456881330181957,0.5573727231963286,0.5812185894946938,0.5690490771670658,0.570336370177994,0.5743456056743785,0.5810092340536763,0.5797535225225,0.5813193782245825,0.5814500689503621,0.5943911263502065,0.5864838199813301,0.5819672619106703,0.575215019272812,0.5826679026664726,0.5856591433177668,0.5976188772623945,0.6066681186156194,0.5877435035437779,0.6075923173522562,0.6136897336067992,0.6166478272366974,0.6187620402989059,0.6264809152286691,0.6360315522813982,0.6401534766120395,0.6468693619190656,0.6475286412753474,0.6542526388244951,0.6600827443439273,0.6742589502779025,0.6745427629454525,0.6640527499440619,0.6846461106532375,0.6659531011690928,0.6704848638009036,0.6779395916486731,0.6886468129719631,0.6919356660746195,0.6996890404463397,0.7074969425768626,0.7150432747983354
SE,0.012480441817256322,0.013426926411085649,0.013341654468651397,0.014282104682442917,0.012365371323498789,0.013980279044080458,0.013188738859890031,0.013856754522689549,0.012870702681348356,0.012317562801322781,0.011802331115242794,0.012321580999170162,0.011920585335692678,0.01211888287879149,0.011837350400809988,0.012290277214817479,0.011530878580243037,0.012134238112992385,0.011151452369149467,0.012018844857859463,0.011672823537519885,0.012548184023162427,0.01132056985988557,0.011470184579780095,0.010514213634278008,0.011281477790588421,0.011335281592209891,0.011099634319315434,0.010556139966249475,0.010354757071335714,0.011015659449413543,0.010759310375980456,0.011350091088927408,0.01228506183099856,0.012619317167834477,0.013315271334624937,0.012975278883472538,0.01175366318686078,0.01229138641968747,0.011228834735588916,0.01070162555150422,0.009248703268211944,0.010424300401668958,0.009927158072059307,0.00968773180085731,0.008494666838535276,0.010111291816748632,0.009689943685476269,0.01001824268285597,0.008441356627215924
