Date;MSCIPriceUSD;Close
3/15/2019;1000.0000000;1000.0000000
3/18/2019;1007.5437347;1007.8898162
3/19/2019;1005.4832700;1007.4451589
3/20/2019;1006.1783833;1006.7154650
3/21/2019;1004.5230364;1004.8228212
3/22/2019;996.8663834;992.4408264
3/25/2019;985.5914508;982.2593150
3/26/2019;990.8964618;986.2384275
3/27/2019;987.3158260;981.0279564
3/28/2019;985.1504668;978.6564510
3/29/2019;994.0335863;990.5823870
4/1/2019;1004.7143601;1001.2997674
4/2/2019;1005.2810485;1001.6190085
4/3/2019;1010.0558539;1007.7644001
4/4/2019;1009.4729218;1007.3653487
4/5/2019;1011.8207975;1009.8736717
4/8/2019;1010.4658409;1009.0185616
4/9/2019;1014.5609969;1012.9634697
4/10/2019;1017.4971690;1016.9425822
4/11/2019;1014.0581560;1012.8836594
4/12/2019;1013.8484680;1013.4879372
4/15/2019;1017.0315448;1013.9211930
4/16/2019;1018.2867499;1014.7192958
4/17/2019;1019.9562385;1015.9050486
4/18/2019;1013.3091735;1009.7026497
4/19/2019;1016.0410589;1012.3021845
4/22/2019;1012.3625329;1010.1359055
4/23/2019;1009.9775930;1007.3767501
4/24/2019;1005.6190827;1003.3520317
4/25/2019;999.4778434;995.9752816
4/26/2019;996.6440433;993.3187395
4/29/2019;995.6101180;993.1933233
4/30/2019;994.4508602;992.4066220
5/1/2019;995.1444812;992.7942719
5/2/2019;995.0134211;982.0084827
5/3/2019;996.8818319;984.9500616
5/6/2019;982.5671610;968.0302823
5/7/2019;980.2435683;964.7694623
5/8/2019;973.7433537;958.4986546
5/9/2019;955.9753533;938.5460847
5/10/2019;960.0896571;942.8900442
5/13/2019;939.7378034;923.3935331
5/14/2019;940.2748861;923.0742920
5/15/2019;943.1850508;929.3565011
5/16/2019;937.4419706;924.0206139
5/17/2019;926.5800426;910.7265016
5/20/2019;928.9649262;907.9331418
5/21/2019;932.6390985;914.4091759
5/22/2019;933.8349478;915.5607242
5/23/2019;923.9729062;904.8091394
5/24/2019;928.3376168;906.3597391
5/27/2019;934.7612348;911.8666484
5/28/2019;938.1529188;916.0965932
5/29/2019;932.3339895;910.3046472
5/30/2019;938.8462767;915.1616728
5/31/2019;942.8433630;918.6733251
6/3/2019;945.7729356;920.1099102
6/4/2019;946.7615573;920.7939983
6/5/2019;949.1348800;923.1084964
6/6/2019;945.1598892;919.2890044
6/7/2019;948.8049288;923.8951977
6/10/2019;955.7098418;931.8420213
6/11/2019;963.5560659;940.0510786
6/12/2019;960.1024394;935.6501117
6/13/2019;960.2646188;937.1893100
6/14/2019;953.0955574;929.6301364
6/17/2019;948.0867559;925.6396224
6/18/2019;952.7708550;931.2377434
6/19/2019;959.0765175;940.0168742
6/20/2019;973.5933896;954.8957906
6/21/2019;973.1786674;954.2117025
6/24/2019;973.6065224;955.8649154
6/25/2019;970.4688512;951.1561089
6/26/2019;971.6051572;952.2164455
6/27/2019;976.0795286;956.4235874
6/28/2019;977.4416623;956.4691932
7/1/2019;985.0982803;964.9518858
7/2/2019;984.1072507;964.0967757
7/3/2019;983.1979404;962.1471245
7/4/2019;988.2760946;966.4112738
7/5/2019;986.1736847;964.4616227
7/8/2019;974.2465325;951.2359192
7/9/2019;970.0144908;946.4815068
7/10/2019;975.9234030;951.8515985
7/11/2019;984.1532845;959.1599398
7/12/2019;982.3245915;956.8796461
7/15/2019;982.8465442;956.4805947
7/16/2019;984.2590605;956.9708578
7/17/2019;979.2988026;952.1138323
7/18/2019;977.7238380;950.8710722
7/19/2019;980.1112237;954.8957906
7/22/2019;975.9937721;951.1219045
7/23/2019;974.0824511;949.5941077
7/24/2019;971.3703901;947.8610845
7/25/2019;969.6639451;943.9047749
7/26/2019;966.9786857;940.5983491
7/29/2019;961.1408398;934.5099649
7/30/2019;956.9785895;932.0586492
7/31/2019;957.8215939;932.5945182
8/1/2019;947.6121729;921.6605099
8/2/2019;932.3492962;905.3222055
8/5/2019;903.4766314;875.3021389
8/6/2019;903.9434615;873.0560496
8/7/2019;905.8122403;876.0318329
8/8/2019;920.0041177;891.5720345
8/9/2019;919.3918665;889.8048069
8/12/2019;911.2533923;885.0845989
8/13/2019;901.5069234;877.6052356
8/14/2019;900.7937916;875.7353947
8/15/2019;895.5778304;871.6764719
