Date;MSCIPriceUSD;Close
3/15/2019;1000.00000;1000.00000
3/18/2019;1011.31769;1011.06909
3/19/2019;1012.91100;1012.60948
3/20/2019;1010.56796;1010.21408
3/21/2019;1011.71761;1011.09298
3/22/2019;1002.20455;1000.54237
3/25/2019;990.93548;989.70239
3/26/2019;993.52199;992.47178
3/27/2019;987.51932;986.53488
3/28/2019;988.57400;987.96963
3/29/2019;1000.78683;1000.25995
4/1/2019;1012.09912;1011.97270
4/2/2019;1013.09455;1012.66528
4/3/2019;1021.28342;1020.77224
4/4/2019;1022.16237;1021.92198
4/5/2019;1026.33741;1026.59651
4/8/2019;1029.51141;1029.12600
4/9/2019;1034.18495;1033.70197
4/10/2019;1036.65407;1035.93560
4/11/2019;1028.56059;1028.05653
4/12/2019;1030.06768;1029.61333
4/15/2019;1027.35995;1026.68890
4/16/2019;1034.29315;1033.88808
4/17/2019;1036.98018;1036.53045
4/18/2019;1033.31213;1032.59089
4/19/2019;1033.31986;1032.60420
4/22/2019;1030.01151;1029.25845
4/23/2019;1030.70886;1031.01305
4/24/2019;1025.74492;1025.79490
4/25/2019;1018.36677;1018.01552
4/26/2019;1019.64215;1019.15257
4/29/2019;1024.22756;1024.47982
4/30/2019;1020.75090;1020.88620
5/1/2019;1021.92864;1022.29150
5/2/2019;1020.48254;1021.42925
5/3/2019;1024.09516;1025.10326
5/6/2019;1005.05660;1006.37936
5/7/2019;999.77263;1000.49328
5/8/2019;993.98517;995.15356
5/9/2019;972.66908;974.00372
5/10/2019;977.43416;978.92744
5/13/2019;961.41062;962.82099
5/14/2019;959.50742;961.79462
5/15/2019;960.91385;963.74289
5/16/2019;956.35099;959.43351
5/17/2019;942.39636;944.82697
5/20/2019;940.20756;942.05944
5/21/2019;944.83468;947.13387
5/22/2019;943.91757;946.11307
5/23/2019;931.44060;933.69435
5/24/2019;933.18140;935.42990
5/27/2019;935.54844;937.71024
5/28/2019;934.60696;937.23428
5/29/2019;932.03794;934.51464
5/30/2019;941.01163;943.12554
5/31/2019;943.91582;945.58289
6/3/2019;953.69860;955.95258
6/4/2019;950.94326;953.44970
6/5/2019;950.23555;952.62311
6/6/2019;948.41040;951.04738
6/7/2019;952.79510;955.57794
6/10/2019;966.64770;968.76714
6/11/2019;975.93573;978.00038
6/12/2019;970.62457;971.93179
6/13/2019;966.69667;968.42097
6/14/2019;960.07242;961.33075
6/17/2019;956.18475;958.10122
