Date;MSCIPriceUSD;Close
3/15/2019;1000.000000;1000.000000
3/18/2019;1011.317688;1011.262716
3/19/2019;1012.911001;1012.811166
3/20/2019;1010.567956;1010.498906
3/21/2019;1011.717607;1011.887651
3/22/2019;1002.204550;1001.853974
3/25/2019;990.935478;990.903725
3/26/2019;993.521985;993.334028
3/27/2019;987.519317;987.633233
3/28/2019;988.574001;988.917821
3/29/2019;1000.786826;1001.097108
4/1/2019;1012.099122;1012.977815
4/2/2019;1013.094546;1013.811061
4/3/2019;1021.283424;1021.914384
4/4/2019;1022.162369;1022.955942
4/5/2019;1026.337408;1027.462417
4/8/2019;1029.511410;1029.948269
4/9/2019;1034.184948;1034.551956
4/10/2019;1036.654074;1036.760060
4/11/2019;1028.560590;1028.684512
4/12/2019;1030.067677;1030.080200
4/15/2019;1027.359953;1027.247162
4/16/2019;1034.293146;1034.628337
4/17/2019;1036.980180;1037.523869
4/18/2019;1033.312129;1033.545117
4/19/2019;1033.319858;1033.725654
4/22/2019;1030.011511;1030.351005
4/23/2019;1030.708861;1031.691143
4/24/2019;1025.744923;1026.670833
4/25/2019;1018.366768;1018.727216
4/26/2019;1019.642146;1019.616012
4/29/2019;1024.227557;1024.448842
4/30/2019;1020.750897;1021.060306
5/1/2019;1021.928640;1022.435163
5/2/2019;1020.482539;1021.372774
5/3/2019;1024.095162;1024.851578
5/6/2019;1005.056601;1005.561921
5/7/2019;999.772630;1000.076381
5/8/2019;993.985165;994.611672
5/9/2019;972.669083;973.870777
5/10/2019;977.434163;979.064681
5/13/2019;961.410617;963.316321
5/14/2019;959.507424;961.955352
5/15/2019;960.913846;963.830157
5/16/2019;956.350993;959.698643
5/17/2019;942.396356;945.276534
5/20/2019;940.207563;943.012881
5/21/2019;944.834684;947.991529
5/22/2019;943.917572;947.241607
5/23/2019;931.440597;934.930389
5/24/2019;933.181402;936.916293
5/27/2019;935.548443;939.666007
5/28/2019;934.606959;939.103566
5/29/2019;932.037938;936.326077
5/30/2019;941.011627;944.839079
5/31/2019;943.915817;947.512412
6/3/2019;953.698604;957.407215
6/4/2019;950.943264;954.588064
6/5/2019;950.235546;953.720099
6/6/2019;948.410397;951.900844
6/7/2019;952.795097;956.205951
6/10/2019;966.647700;969.065722
6/11/2019;975.935729;978.620283
6/12/2019;970.624573;972.690345
6/13/2019;966.696673;969.412908
6/14/2019;960.072424;962.371975
6/17/2019;956.184749;959.011214
6/18/2019;968.422481;971.065514
6/19/2019;982.006924;984.793251
6/20/2019;996.679280;999.729195
6/21/2019;996.149999;999.361178
6/24/2019;995.992408;999.881957
6/25/2019;988.657460;992.285526
6/26/2019;991.122970;995.222720
6/27/2019;997.697040;1002.235878
6/28/2019;997.692783;1001.930354
7/1/2019;1006.422897;1012.297330
7/2/2019;1006.003439;1010.672499
7/3/2019;1002.210355;1006.485436
7/4/2019;1006.933662;1011.630733
7/5/2019;1002.487608;1006.895115
7/8/2019;989.548604;993.188210
7/9/2019;985.980246;989.771899
7/10/2019;992.106775;995.528244
7/11/2019;997.972686;1001.229039
7/12/2019;993.955775;997.562754
7/15/2019;1000.428751;1004.145402
7/16/2019;1002.921166;1006.297955
7/17/2019;997.730398;1000.756866
7/18/2019;994.726993;997.409992
7/19/2019;1000.186220;1003.444086
7/22/2019;996.704318;999.840294
7/23/2019;998.288410;1002.048398
7/24/2019;998.153986;1001.715099
7/25/2019;997.152986;1000.520779
7/26/2019;991.836192;995.375482
7/29/2019;989.056830;992.153595
7/30/2019;986.616232;989.563587
7/31/2019;980.813317;983.918342
8/1/2019;969.039526;971.982085
8/2/2019;949.363425;951.511995
8/5/2019;920.270756;922.806652
8/6/2019;919.963238;922.369198
8/7/2019;919.944811;921.959518
8/8/2019;930.958320;933.527758
8/9/2019;928.022757;930.528070
8/12/2019;921.669468;925.716071
8/13/2019;916.363828;920.702705
8/14/2019;912.164971;917.369718
8/15/2019;911.307852;916.432316
8/16/2019;917.691365;922.862202
8/19/2019;924.749096;930.680832
8/20/2019;926.997877;931.986251
8/21/2019;929.863360;935.117870
8/22/2019;922.788974;927.563101
8/23/2019;920.898626;925.424435
8/26/2019;908.745789;914.536680
8/27/2019;912.319444;917.716904
8/28/2019;913.033103;919.216748
8/29/2019;917.507827;923.889873
8/30/2019;930.992591;937.596778
9/2/2019;930.453000;937.402354
9/3/2019;920.532598;927.250634
9/4/2019;936.926584;944.165538
9/5/2019;948.654112;956.532306
9/6/2019;953.339286;961.469291
9/9/2019;955.820769;964.538416
9/10/2019;953.495733;962.024789
9/11/2019;961.930033;971.350207
9/12/2019;966.925188;976.710759
9/13/2019;970.977276;980.814498
9/16/2019;971.424766;981.245009
9/17/2019;963.709577;973.662466
9/18/2019;966.014936;976.203868
9/19/2019;961.478225;971.155782
9/20/2019;965.922556;976.189980
9/23/2019;960.216417;970.100337
9/24/2019;956.546429;965.538312
9/25/2019;951.071645;960.649932
9/26/2019;954.602444;963.795438
9/27/2019;947.226952;955.421310
9/30/2019;946.751841;954.567233
10/1/2019;944.376269;952.275805
10/2/2019;935.594522;943.832240
10/3/2019;938.505861;947.241607
10/4/2019;942.574556;951.199528
10/7/2019;940.288152;949.053918
10/8/2019;940.085171;948.776169
10/9/2019;939.200549;948.970593
10/10/2019;942.498826;952.234142
10/11/2019;956.728457;967.302017
10/14/2019;962.315361;973.266674
10/15/2019;964.013854;975.946950
10/16/2019;968.588970;980.522862
10/17/2019;972.659799;984.362740
10/18/2019;968.531050;979.696559
10/21/2019;972.770853;984.244697
10/22/2019;978.039841;988.688678
10/23/2019;975.079698;985.473735
10/24/2019;981.190603;992.007777
10/25/2019;979.705332;991.098149
10/28/2019;986.449404;998.979273
10/29/2019;987.167419;999.340346
10/30/2019;985.058546;996.840607
10/31/2019;985.515618;997.653022
11/1/2019;992.333807;1005.311947
11/4/2019;1006.859802;1021.060306
11/5/2019;1013.171469;1026.490296
11/6/2019;1010.943520;1024.712704
11/7/2019;1015.395169;1029.524702
11/8/2019;1007.141511;1021.483873
11/11/2019;995.824746;1009.186543
11/12/2019;998.617221;1012.248724
11/13/2019;987.261634;1000.312467
11/14/2019;985.774721;998.687637
11/15/2019;991.956964;1005.596639
11/18/2019;995.100515;1008.783807
11/19/2019;999.870176;1012.859772
11/20/2019;994.992125;1007.117314
11/21/2019;987.971122;1000.520779
11/22/2019;991.724971;1004.784224
11/25/2019;996.383585;1010.130889
11/26/2019;991.052977;1006.068812
11/27/2019;995.869212;1011.762664
11/28/2019;993.470508;1009.860084
11/29/2019;983.684914;999.583377
12/2/2019;983.845737;999.972225
12/3/2019;981.162598;996.639239
12/4/2019;980.394720;995.111620
12/5/2019;986.334468;1001.555394
12/6/2019;992.114752;1007.658924
12/9/2019;994.151900;1009.325417
12/10/2019;992.628229;1007.825574
12/11/2019;1000.883469;1015.831684
12/12/2019;1012.688277;1028.378988
12/13/2019;1028.013132;1044.724508
12/16/2019;1028.999427;1045.724404
12/17/2019;1042.857751;1059.979863
12/18/2019;1049.076689;1065.777870
12/19/2019;1046.660143;1062.993438
12/20/2019;1047.619433;1064.041940
12/23/2019;1051.398427;1066.951359
12/24/2019;1048.971782;1064.521057
12/25/2019;1049.035762;1064.979342
12/26/2019;1051.819620;1067.985974
12/27/2019;1058.050696;1074.270041
12/30/2019;1057.814062;1073.707600
12/31/2019;1054.256007;1069.985765
1/2/2020;1066.884655;1083.428809
1/3/2020;1062.962535;1079.859737
1/6/2020;1052.240389;1070.117696
1/7/2020;1055.368730;1073.499288
1/8/2020;1051.171828;1069.576086
1/9/2020;1068.169364;1086.470159
1/10/2020;1072.199703;1090.851647
1/13/2020;1082.008187;1101.808839
1/14/2020;1081.876977;1100.892268
1/15/2020;1076.315317;1094.399889
1/16/2020;1078.810180;1096.309412
1/17/2020;1084.681866;1102.024095
1/20/2020;1083.593052;1100.760337
1/21/2020;1065.785428;1082.519182
1/22/2020;1071.983318;1088.421345
1/23/2020;1061.381464;1077.936326
1/24/2020;1058.727193;1074.700552
1/27/2020;1043.206068;1059.840989
1/28/2020;1042.015971;1058.716106
1/29/2020;1038.039495;1054.973440
1/30/2020;1014.654381;1029.635802
1/31/2020;1004.773761;1019.963198
2/3/2020;1002.861822;1017.678714
2/4/2020;1026.575612;1042.176162
2/5/2020;1030.369645;1045.557754
2/6/2020;1042.646634;1059.542409
2/7/2020;1032.488027;1048.744922
2/10/2020;1028.028442;1044.078742
2/11/2020;1039.830843;1057.237093
2/12/2020;1049.561631;1067.472138
