Date,GMSR_Developed,GMSR_Developed_Upper,GMSR_Developed_Lower,GMSR_Emerging,GMSR_Emerging_Upper,GMSR_Emerging_Lower,Rank
2012-06-18,3592000000.0,4130799999.9999995,1796000000.0,1796000000.0,2065399999.9999998,898000000.0,1388
2012-09-24,3890771058.509,4474386717.28535,1945385529.2545,1945385529.2545,2237193358.642675,972692764.62725,1388
2012-12-24,4095602668.6,4709943068.889999,2047801334.3,2047801334.3,2354971534.4449997,1023900667.15,1318
2013-03-18,4325642280.417162,4974488622.479735,2162821140.208581,2162821140.208581,2487244311.2398677,1081410570.1042905,1349
2013-06-24,4628313581.335488,5322560618.535811,2314156790.667744,2314156790.667744,2661280309.2679057,1157078395.333872,1329
2013-09-23,4610453253.75,5302021241.8125,2305226626.875,2305226626.875,2651010620.90625,1152613313.4375,1351
2013-12-23,5143372989.780001,5914878938.247001,2571686494.8900003,2571686494.8900003,2957439469.1235003,1285843247.4450002,1334
2014-03-24,5220362506.809403,6003416882.830813,2610181253.4047017,2610181253.4047017,3001708441.4154067,1305090626.7023509,1375
2014-06-23,5268872069.148278,6059202879.520519,2634436034.574139,2634436034.574139,3029601439.7602596,1317218017.2870696,1352
2014-09-22,5380296439.608351,6187340905.5496025,2690148219.8041754,2690148219.8041754,3093670452.7748013,1345074109.9020877,1376
2014-12-22,5475923215.408417,6297311697.719679,2737961607.7042084,2737961607.7042084,3148655848.8598394,1368980803.8521042,1322
2015-03-23,5434069656.432,6249180104.8968,2717034828.216,2717034828.216,3124590052.4484,1358517414.108,1358
2015-06-22,5510353117.217601,6336906084.8002405,2755176558.6088004,2755176558.6088004,3168453042.4001203,1377588279.3044002,1374
2015-09-21,4974714172.83654,5720921298.762021,2487357086.41827,2487357086.41827,2860460649.3810105,1243678543.209135,1401
2015-12-21,5213808777.091681,5995880093.655432,2606904388.5458403,2606904388.5458403,2997940046.827716,1303452194.2729201,1366
2016-03-21,4834027350.0,5559131452.5,2417013675.0,2417013675.0,2779565726.25,1208506837.5,1348
2016-06-20,5183722901.59,5961281336.8285,2591861450.795,2591861450.795,2980640668.41425,1295930725.3975,1372
2016-09-19,5197334466.24,5976934636.176,2598667233.12,2598667233.12,2988467318.088,1299333616.56,1386
2016-12-19,5106447059.700082,5872414118.655093,2553223529.850041,2553223529.850041,2936207059.3275466,1276611764.9250205,1381
2017-03-20,5426563157.863848,6240547631.543425,2713281578.931924,2713281578.931924,3120273815.7717123,1356640789.465962,1394
2017-06-19,5814740109.92,6686951126.408,2907370054.96,2907370054.96,3343475563.204,1453685027.48,1384
2017-09-18,5813735074.6,6685795335.79,2906867537.3,2906867537.3,3342897667.895,1453433768.65,1413
2017-12-18,6251653716.0,7189401773.4,3125826858.0,3125826858.0,3594700886.7,1562913429.0,1408
2018-03-19,6367519466.88,7322647386.912,3183759733.44,3183759733.44,3661323693.456,1591879866.72,1408
2018-06-18,6175495260.90315,7101819550.038622,3087747630.451575,3087747630.451575,3550909775.019311,1543873815.2257874,1421
2018-09-24,6387789679.918047,7345958131.905753,3193894839.9590235,3193894839.9590235,3672979065.9528766,1596947419.9795117,1410
2018-12-24,6099967532.07,7014962661.880499,3049983766.035,3049983766.035,3507481330.9402494,1524991883.0175,1359
2019-03-18,6325893273.72,7274777264.778,3162946636.86,3162946636.86,3637388632.389,1581473318.43,1373
2019-06-24,6232635222.0,7167530505.299999,3116317611.0,3116317611.0,3583765252.6499996,1558158805.5,1345
2019-09-23,6507844835.360001,7484021560.6640005,3253922417.6800003,3253922417.6800003,3742010780.3320003,1626961208.8400002,1326
2019-12-23,6892665474.440823,7926565295.606945,3446332737.2204113,3446332737.2204113,3963282647.8034725,1723166368.6102057,1332
2020-03-23,6476815655.070001,7448338003.330501,3238407827.5350003,3238407827.5350003,3724169001.6652503,1619203913.7675002,1294
2020-06-22,6787224729.78,7805308439.246999,3393612364.89,3393612364.89,3902654219.6234994,1696806182.445,1294
2020-09-21,7560977424.7,8695124038.404999,3780488712.35,3780488712.35,4347562019.202499,1890244356.175,1294
2020-12-21,8111752550.8936,9328515433.52764,4055876275.4468,4055876275.4468,4664257716.76382,2027938137.7234,1239
2021-03-22,8156274756.0,9379715969.4,4078137378.0,4078137378.0,4689857984.7,2039068689.0,1344
2021-06-21,9056034692.859726,10414439896.788685,4528017346.429863,4528017346.429863,5207219948.394342,2264008673.2149315,1295
2021-09-20,9424439599.470001,10838105539.390501,4712219799.735001,4712219799.735001,5419052769.6952505,2356109899.8675003,1287
2021-12-20,9475677759.926474,10897029423.915443,4737838879.963237,4737838879.963237,5448514711.957722,2368919439.9816184,1287
2022-03-21,9134690173.56,10504893699.593998,4567345086.78,4567345086.78,5252446849.796999,2283672543.39,1219
2022-06-20,8654286780.008461,9952429797.00973,4327143390.0042305,4327143390.0042305,4976214898.504865,2163571695.0021152,1177
2022-09-19,8287678623.759999,9530830417.323997,4143839311.8799996,4143839311.8799996,4765415208.661999,2071919655.9399998,1162
2022-12-19,8702777160.543627,10008193734.62517,4351388580.271813,4351388580.271813,5004096867.312585,2175694290.1359067,1126
2023-03-20,8545343564.4,9827145099.06,4272671782.2,4272671782.2,4913572549.53,2136335891.1,1166
2023-06-19,8928182449.832253,10267409817.307089,4464091224.916126,4464091224.916126,5133704908.653544,2232045612.458063,1166
2023-09-18,9369590868.0,10775029498.199999,4684795434.0,4684795434.0,5387514749.099999,2342397717.0,1166
2023-12-18,9142695414.0,10514099726.099998,4571347707.0,4571347707.0,5257049863.049999,2285673853.5,1166
2024-03-18,10084723505.636353,11597432031.481804,5042361752.818176,5042361752.818176,5798716015.740902,2521180876.409088,1166
2024-06-24,10070244460.868158,11580781129.99838,5035122230.434079,5035122230.434079,5790390564.99919,2517561115.2170396,1166
2024-09-23,10468980006.699999,12039327007.704998,5234490003.349999,5234490003.349999,6019663503.852499,2617245001.6749997,968
