,frm_currency,to_currency,date,exchange_rate,cutoff_date
0,ESP,USD,1998-08-31,0.006698821,1998-08-31
0,FIM,USD,1998-08-31,0.1868181139,1998-08-31
0,FRF,USD,1998-08-31,0.1707358716,1998-08-31
0,GBP,USD,1998-08-31,1.6806722689,1998-08-31
0,GRD,USD,1998-08-31,0.0032973918,1998-08-31
0,HKD,USD,1998-08-31,0.1290572369,1998-08-31
0,HUF,USD,1998-08-31,0.004458712,1998-08-31
0,ILS,USD,1998-08-31,0.26348381,1998-08-31
0,IDR,USD,1998-08-31,8.93e-05,1998-08-31
0,ITL,USD,1998-08-31,0.0005793743,1998-08-31
0,INR,USD,1998-08-31,0.02351835,1998-08-31
0,JPY,USD,1998-08-31,0.0070826551,1998-08-31
0,JOD,USD,1998-08-31,1.4044944609,1998-08-31
0,KWD,USD,1998-08-31,3.2690423843767493,1998-08-31
0,KRW,USD,1998-08-31,0.000740466,1998-08-31
0,MAD,USD,1998-08-31,0.1040550438,1998-08-31
0,MXN,USD,1998-08-31,0.100305937,1998-08-31
0,MYR,USD,1998-08-31,0.238931504,1998-08-31
0,NLG,USD,1998-08-31,0.5034486231,1998-08-31
0,NOK,USD,1998-08-31,0.1290322581,1998-08-31
0,NZD,USD,1998-08-31,0.4948,1998-08-31
0,PTE,USD,1998-08-31,0.0055506217,1998-08-31
0,PKR,USD,1998-08-31,0.01999701,1998-08-31
0,QAR,USD,1998-08-31,0.27467037023059426,1998-08-31
0,RUB,USD,1998-08-31,0.100502514,1998-08-31
0,SAR,USD,1998-08-31,0.2665601634418973,1998-08-31
0,SEK,USD,1998-08-31,0.1239479914,1998-08-31
0,SGD,USD,1998-08-31,0.5635390251,1998-08-31
0,THB,USD,1998-08-31,0.023866352,1998-08-31
0,TRY,USD,1998-08-31,3.602435506,1998-08-31
0,TWD,USD,1998-08-31,0.028690292,1998-08-31
0,USD,USD,1998-08-31,1.0,1998-08-31
0,ZAR,USD,1998-08-31,0.155634764,1998-08-31
0,AED,USD,1998-11-30,0.27225712180388856,1998-11-30
0,ARS,USD,1998-11-30,1.00020007,1998-11-30
0,AUD,USD,1998-11-30,0.6285,1998-11-30
0,ATS,USD,1998-11-30,0.0838785439,1998-11-30
0,BEF,USD,1998-11-30,0.0286123033,1998-11-30
0,BRL,USD,1998-11-30,0.832709356,1998-11-30
0,CAD,USD,1998-11-30,0.651847989,1998-11-30
0,CHF,USD,1998-11-30,0.717,1998-11-30
0,CLP,USD,1998-11-30,0.002136981,1998-11-30
