Date,ENTITY_QID,Country,Internal_Number,Capfactor,ISIN,SEDOL,Instrument_Name,Mcap_Units_Index_Currency,Weight
2019-03-18,E004YN6YU,KR,KR02GT,1.0,KR7004000006,6496432,LOTTE FINE CHEMICAL,756400156.0,0.001482730880495405
2019-03-18,E004YU8JV,CN,CN873H,1.0,US98585L1008,BYPHX26,YIREN DIGITAL ADR 1:2,814497277.0,0.0015966155679736794
2019-03-18,E004YRPRC,KR,KR404J,1.0,KR7192820009,BKF2806,COSMAX,1018007382.0,0.0019955455718648502
2019-03-18,E004YU1UP,CN,CN1RXO,1.0,US39579V1008,BFWDQD6,GREENTREE HOSPLTY.GP.ADR 1:1,890968662.0,0.0017465183451139752
2019-03-18,E004YQM01,MX,MX103N,1.0,MX01GE0E0004,BHWQZW1,GENTERA,882605241.0,0.0017301239770206882
2019-03-18,E004YRATH,TW,TW02H8,1.0,TW0002204005,6191328,China Motor,502977685.0,0.0009859603277892375
2019-03-18,E004YNXYB,TW,TW12G8,1.0,TW0002383007,6316121,Elite Matl,925781555.0,0.0018147602023915435
2019-03-18,E004YR0V1,CN,CN0OK7,1.0,CNE1000004Y2,B04KP88,ZTE 'H',2223207636.0,0.004358035346109034
2019-03-18,E004YM4NC,BR,BR02LP,1.0,BRCSMGACNOR5,B0YBZJ2,CPAD.SANMT.DE MINASGR.ON,1038753852.0,0.0020362137704185686
2019-03-18,E004YSDX1,BR,BR049F,1.0,BRODPVACNOR4,B1H6R62,Odontoprev,1136923879.0,0.002228651238096679
2019-03-18,E004YNBGX,IN,IN503D,1.0,INE001B01026,B02VC93,KRBL,469396334.0,0.0009201325966055659
2019-03-18,E004YU0UI,TW,TW4081,1.0,TW0006409006,B96HCH8,VOLTRONIC POWER TECH.,1218713499.0,0.0023889790676403636
2019-03-18,E004YMCF4,TW,TW04KD,1.0,TW0002606001,6911377,U-Ming Marine,507176134.0,0.000994190323424623
2019-03-18,E004YQQ1S,MX,MX408V,1.0,MXCFTE0B0005,B87Y2V5,TERRA '13',1207800977.0,0.0023675878328222083
2019-03-18,E004YO24M,BR,BR30BG,1.0,BRSMTOACNOR3,B1P3R43,SAO MARTINHO,832374775.0,0.0016316598737426947
2019-03-18,E004YN4QT,CN,US9KVA,1.0,VGG456671053,B0JCH50,HOLLYSYS ATMTN.TECHS.,1014290379.0,0.0019882593291436178
2019-03-18,E004YQBLO,KR,KR01Q2,1.0,KR7001740000,B04PZG1,SK Networks,827101074.0,0.0016213221189641254
2019-03-18,E004YN8ZW,PL,B0663T,1.0,PLCIECH00018,B0663T1,CIECH,398409835.0,0.0007809815489350308
2019-03-18,E004YPMNI,PH,PH20GO,1.0,PHY9382G1068,B1Z75R4,VISTA LAND & LIFESCAPES,578708918.0,0.0011344122244425913
2019-03-18,E004YMAMR,CN,CN0OH4,1.0,CNE100000221,6208422,BEIJING CAP.INTL.ARPT. 'H',1570099406.0,0.0030777821187066125
2019-03-18,E004YR9T1,ZA,ZA303F,1.0,ZAE000161832,B4WQMV8,SUPER GROUP,722686754.0,0.0014166442967798462
2019-03-18,E004YNPWK,CN,HK905F,1.0,BMG3911S1035,B9M3N77,GEMDALE PROPS.& INV.,574892833.0,0.0011269317565616522
2019-03-18,E004YQ00O,RU,EV005,1.0,RU000A0JPKH7,B58HDC0,RUSHYDRO,1119273564.0,0.002194052267044945
2019-03-18,E004YPPIH,BR,BR02TX,1.0,BRDTEXACNOR3,B27WY88,Duratex,1050816076.0,0.00205985870474385
2019-03-18,E004YMCTN,IN,IN10EK,1.0,INE797F01012,B3PRM66,Jubilant Food,1462678968.0,0.0028672115637490034
2019-03-18,E004YN7MB,BR,BR02X1,1.0,BRECORACNOR8,B5720R0,EcoRodovias Infr,525391319.0,0.0010298965790079928
2019-03-18,E004YOPBP,GR,B1296H,1.0,GRS491003000,B1296H0,GRIVALIA PROPERTIES REIC,514271942.0,0.0010080998573666895
2019-03-18,E004YNSYL,KR,KR51UB,1.0,KR7214320004,BYX20P5,INNOCEAN WORLDWIDE,587410534.0,0.0011514695381555366
2019-03-18,E004YQPOJ,TW,TW40B4,1.0,TW0006414006,B94NS14,ENNOCONN,456999793.0,0.0008958323184971788
2019-03-18,E004YPDOR,CN,CN24UZ,1.0,CNE000000G39,6797436,SHANGHAI MECH.&ELECT. IND. 'B',383037353.0,0.0007508476924168154
2019-03-18,E004YNTJ4,CN,CN8BUC,1.0,KYG532241042,B1YBF00,KWG GROUP HOLDINGS,1392393099.0,0.002729433923696858
2019-03-18,E004YSK1B,MY,MY30H4,1.0,MYQ0138OO006,B1KL2D6,MY EG SERVICES,721280973.0,0.0014138886192679107
2019-03-18,E004YRQTL,ZA,ZA20P0,1.0,ZAE000118279,B2QZG93,PIONEER FOOD GROUP,841769146.0,0.001650075158131571
2019-03-18,E004YQ8GJ,IN,IN11JQ,0.4,INE491A01021,6313940,City Union Bank,814621214.0,0.0015968585150641554
2019-03-18,E004YO60O,CN,CN659J,1.0,HK0000255361,BYW7534,GENERTEC UNIVERSAL MED.GRP.,1006119981.0,0.001972243333741658
2019-03-18,E004YNYKP,ZA,ZA20JU,1.0,ZAE000190724,BN8SXL8,HYPROP INVESTMENTS,1222145948.0,0.002395707514333103
2019-03-18,E004YPF67,CN,CN57V6,1.0,CNE1000021L3,BYVDW43,CHINA RY.SIGN.& COMM.'H',1196277530.0,0.0023449990343124257
2019-03-18,E004YNPUD,CN,CN8DAU,1.0,KYG521321003,B58RBK4,KAISA GROUP HOLDINGS,983435815.0,0.0019277767730730955
2019-03-18,E004YO1J8,CN,CN8AIZ,1.0,KYG8972T1067,6345460,TOWNGAS CHINA,732899375.0,0.0014366635529994283
