Country,2012-06-18,2012-09-24,2012-12-24,2013-03-18,2013-06-24,2013-09-23,2013-12-23,2014-03-24,2014-06-23,2014-09-22,2014-12-22,2015-03-23,2015-06-22,2015-09-21,2015-12-21,2016-03-21,2016-06-20,2016-09-19,2016-12-19,2017-03-20,2017-06-19,2017-09-18,2017-12-18,2018-03-19,2018-06-18,2018-09-24,2018-12-24,2019-03-18,2019-06-24,2019-09-23,2019-12-23,2020-03-23,2020-06-22,2020-09-21,2020-12-21,2021-03-22,2021-06-21,2021-09-20,2021-12-20,2022-03-21,2022-06-20,2022-09-19,2022-12-19,2023-03-20,2023-06-19,2023-09-18,2023-12-18,2024-03-18,2024-06-24
MY,0.05606923020095905,0.05435353624382509,0.043205976243930175,0.040475463730949554,0.047154018259840835,0.044598782375975386,0.03972568423850514,0.043833770574273054,0.04165698968245987,0.04665966606704575,0.03976669788225554,0.03701353776903461,0.029929652683699744,0.03310802331706697,0.034053774032831496,0.035617650708753695,0.03201624069372286,0.03192033337576261,0.028297222701861097,0.026215547604903505,0.0301129965432012,0.02907871394818143,0.03012643721407809,0.027904986614146733,0.02709198310260916,0.03131860125011038,0.02665102882603425,0.027193327871484877,0.028322141956060032,0.034599747446533616,0.024263100800690083,0.022767898578097374,0.024798011950461586,0.026350307998979403,0.02793855341644612,0.02505478431141435,0.028339508081540624,0.026395533078754956,0.02542443617304029,0.03471667497273417,0.027470407028312945,0.028061514665885183,0.028827375362766174,0.024041429183512136,0.02018031120924331,0.02354644495955013,0.02527853215974346,0.025104338471696276,0.02796173469321958
ZA,0.07638275979142896,0.08248946745813271,0.08613555106821229,0.0766088408397646,0.07723201542271912,0.07500688864662648,0.06811517614350453,0.06823700244273567,0.06721031048847166,0.06895083633643521,0.0754551282612655,0.07653904841383535,0.06425284193060701,0.05565748431904638,0.04649078073551306,0.05125233567302607,0.05279675861979696,0.05846395277676907,0.06351590349958558,0.06581068495859053,0.055475766900411706,0.056457591609664994,0.061478772501362876,0.05970538382738156,0.04783727386920145,0.047710076317627644,0.04554140095093703,0.04575502598986186,0.0465633429682411,0.04313215932506886,0.04199330911301589,0.028456707612104594,0.03987345560025282,0.03147684155356016,0.03529158869310494,0.03823395266297553,0.0392683992392419,0.032548049333182894,0.03193261632219976,0.034828686450362197,0.035782102807348184,0.02850161681478027,0.029282462107417608,0.02667457310845143,0.023029478691194937,0.02362298737007591,0.025319048378996144,0.02587759453328253,0.025795430394491253
CL,0.015455893827675087,0.02424301653566765,0.01984272635844064,0.022705492610186426,0.020834197904736302,0.021012409373788798,0.016991140207359638,0.014851298491229977,0.013971313966754344,0.011110659410092693,0.009294323241789837,0.007811688602957746,0.0065119507210084525,0.004560786557907181,0.004836324713670754,0.004912689977046445,0.004791854275208992,0.005497615634623005,0.006097569261077129,0.007658384243677666,0.007345496842371445,0.008818848331640294,0.00904866727776454,0.008637295706467575,0.007512413859583476,0.0073070593747100255,0.007393400152151896,0.008034543983325426,0.007701251015059802,0.009346416107568107,0.008056573536920516,0.008325189021563022,0.008828240795117789,0.0099602538770455,0.013198383258067999,0.008759769868939657,0.006657256592857636,0.005507687120251028,0.0063612023188464924,0.006835892019616125,0.00669571364240745,0.006576553190788076,0.006639127644273608,0.006448240772174065,0.00624245146457788,0.006983719249882806,0.0061245641448060785,0.00727302198708297,0.006762198566113751
CZ,0.002395125805243682,0.0018600683516283585,0.0016408026346730331,0.0009852255742727847,0.0018105461932536478,0.001889973324470884,0.0012139902318740233,0.0012685458580347737,0.001029029708101516,0.0008978530240032318,0.001081691229626959,0.0003441275281551933,,,0.00034925745084700535,0.0008962179936628918,0.0008820081987933215,0.0003608051888521408,0.0003655412833924948,0.00032778149032823746,0.0013816569180031058,0.0003997805284824767,0.0004105779870060761,0.000438914891253693,0.000375511719476124,0.0004017058890145076,0.0003837737684768361,0.00038259726348865015,0.00037615354448559734,0.0003494670553262195,0.001161972926676814,0.0014946686148079513,0.0011260659334672036,0.0010248843925989924,0.0009914937779010586,0.0009149385108265526,0.0008324451539318991,0.0002897329818501723,0.0002819306526283434,0.00031204440915242205,0.000525457831272035,0.0005031156184526147,0.0003210944528046177,,,,,0.0001948507576563926,
ID,0.043619632640915756,0.04144310320445454,0.04316109129172261,0.04436086602452668,0.04090195784586943,0.03239971230974735,0.02450691330457221,0.03391942423258286,0.027891649660409665,0.0264436321224835,0.02892549267336936,0.028316958551830456,0.021177514696439262,0.021332396195778064,0.01816930258519792,0.022821437356891617,0.023170817984918126,0.025410294729331703,0.026552790524864284,0.0227053179441026,0.02239895364861531,0.021563215456113862,0.019532685281773432,0.01985123957202561,0.0197128816031469,0.019110209669536995,0.021159994249873398,0.02246890943240814,0.024737163288001098,0.026378415288849173,0.01921328667561006,0.011954583791483415,0.013364849192983311,0.010024268895078348,0.013316736698437602,0.01388309768023082,0.010252886770223337,0.01321871486902271,0.01644352051292483,0.019060513279456834,0.02180790355389371,0.024470920861687298,0.02074321695164096,0.020458568092559404,0.01857512515058213,0.01881879059330623,0.016016341666823888,0.016672947983978618,0.017215557403906973
CO,0.0006194303731137065,0.004107635544534774,0.0066430990361739,0.003945892207933525,0.0011556656771818156,0.005736986347845931,0.0026448393467097702,0.005021088900303267,0.0012113543677923977,0.0010831469018185722,0.0030456822155666896,0.00403358034181519,0.004666292363554405,0.0036368715004564105,0.0020837846750532624,0.002812445445330776,0.0034512143115027175,0.002175588466616076,0.003232808140123852,0.0027744936657773,0.002959367972415427,0.001983011446638289,0.0017272013032407123,0.0028697204501562257,0.0032172555298178923,0.0030702985982004197,0.001916404462063479,0.0026920650899769265,0.002760741408753842,0.00340100519587811,0.0038273127181592814,0.0013522862222470683,0.00191873801177449,0.001801034637567269,0.001914879641606125,0.001596256503855949,0.003371323490848776,0.001488335770126276,0.001490117068014028,0.0022334274373086416,0.0023182477181621693,0.0012268816143767977,0.001022260143995638,0.0008457332787733082,0.0008241337316071309,0.0004347601937806297,0.0006243922139785873,0.0008083176616062174,0.0007404213000642948
KR,0.18505213390009265,0.16523747042559778,0.1619155165623499,0.16149395850031525,0.160876734681255,0.16094387693055454,0.17578663130137984,0.181497864990553,0.17411970834777318,0.18019025111510567,0.1717506224444328,0.18491155677933568,0.18451158650394986,0.2369125660931949,0.1835966646180444,0.19049864695404456,0.190807320673956,0.18034906349429652,0.17090610087020347,0.15776084724602912,0.17123649773724595,0.13478026141375246,0.1523663767857598,0.1560268253037895,0.16441495573808326,0.17588220939017285,0.1705725449424031,0.1790791863663498,0.17056066068408965,0.1426056982653907,0.14904106923125107,0.14030761391306037,0.17743716403428353,0.18723363670654214,0.19403095671524218,0.16799697620108248,0.17227076763075033,0.18904053690436473,0.17872111051358922,0.17593263705538306,0.17628834005432711,0.15620129832327323,0.1646560095886208,0.16047936077291658,0.16090186404194942,0.16224357187223118,0.1611275900369637,0.15495580752657756,0.14921936144373818
MX,0.027621828427240144,0.027801321114630226,0.02573019654829402,0.024209782693248146,0.03249258264451674,0.0424714745126492,0.03824671137067562,0.04650095295731542,0.04430601147770513,0.036933476558006724,0.027638223692245185,0.027686170614511067,0.02552902624221634,0.02586032440197316,0.028961647122573157,0.03005698111799446,0.027216652675152518,0.02488275954468684,0.02549656551757074,0.026774771375179557,0.02812599711067342,0.029128706901162572,0.02390023640199525,0.02419885744820351,0.02003629117120309,0.028381657575113486,0.030074323823811394,0.027043464794009296,0.028008258800040414,0.02678987685754607,0.026871054258195345,0.016946544543712205,0.01697779402582972,0.015648113114547575,0.01750290204286683,0.01728851104033314,0.013831624986923387,0.011900499174150156,0.011658147783512622,0.01496196410052053,0.014598050128099267,0.017230884181692337,0.017853360595692935,0.017729416053744444,0.017298443500127176,0.016649500570446046,0.019009462098320766,0.022739320595458468,0.018863986399431185
BR,0.07391262551198478,0.0894436408935473,0.08330809318078475,0.08549869313541034,0.0738659984460305,0.07154061577743583,0.05529074455635129,0.055146084428758596,0.05857717244705688,0.05122705764970594,0.0450206583888612,0.03147159880698162,0.03503837398645029,0.03896058606138673,0.04241000495587452,0.050095972317485714,0.0539567543654274,0.06543625660355613,0.062021782014017236,0.06698583231846397,0.06467068355368101,0.0913174702165631,0.08191432125842721,0.0823012409021519,0.06524227129571342,0.06628710183887929,0.08326921109901052,0.08433593805953009,0.0926742102382901,0.09634470269301493,0.10340777450691273,0.0759883172003801,0.07562542680121777,0.07424655996481348,0.07106361333972916,0.06542501028190514,0.07549225592469824,0.05604018576553672,0.043497133647798635,0.051927809023801674,0.0528002009582462,0.060538059500037614,0.04545414015771996,0.042242539119881926,0.0524220116467887,0.05448096911660394,0.054213412020636904,0.051077527209609196,0.039379010646081486
TR,0.027129900617547918,0.024169538814953206,0.0285041223876685,0.02966808608345554,0.025769348065915125,0.0206483442560048,0.01838481411008192,0.013474078246921449,0.01749551537437639,0.01234266205376408,0.014842347652729456,0.012540146737278353,0.01066064922875671,0.0073221260112760434,0.00711840935157307,0.008508388732980952,0.007548931962387941,0.009006657506435827,0.00843837631875997,0.0077149011509348,0.010048304902282248,0.008464051110005394,0.0074346978935540785,0.009706007594514317,0.007917495857878721,0.011883030989552401,0.008647391879792745,0.009115146208017854,0.009175403793254152,0.0102612337529615,0.010935919260498464,0.010864360064485256,0.009914265388207484,0.011154416620552814,0.011795449405801253,0.0077472148427437035,0.010815340241557572,0.010040770167227538,0.01028229940012431,0.006614540290874159,0.010168668632940291,0.012151189817433116,0.022361362888254972,0.02255987888841047,0.01499797127601274,0.019479260587587317,0.023412956178888365,0.021264123688820566,0.023059386919876725
TW,0.2558322202334788,0.25563878237674853,0.21920263701951553,0.21023769298999445,0.23427497789151683,0.19986017962807462,0.22359825434054303,0.1930430843383032,0.19051689679559095,0.1659328511025408,0.16565545039645935,0.17231995003131118,0.1512749701292272,0.15967672469299016,0.154252096341722,0.16153459724700117,0.18607550899940278,0.1663731841399543,0.17632232357820868,0.1681791729866451,0.1719706926442402,0.1645614935714511,0.16277548035513428,0.15567191726966786,0.16762091462125442,0.15519374836735708,0.15150828514053943,0.16301831018431448,0.17629668962301936,0.18568101638303935,0.19052649794136506,0.22751524130964124,0.21912024415070883,0.20857760767918868,0.19077312844420802,0.19932098263978806,0.19820368487288612,0.212224840147554,0.23926812755947333,0.2445245240595632,0.23454232626349952,0.20690536963313047,0.2072150593049909,0.21737174595644854,0.21261580233964675,0.20255005740008106,0.2040132595748318,0.2148639884110871,0.22081749094561662
