Country,2012-06-18,2012-09-24,2012-12-24,2013-03-18,2013-06-24,2013-09-23,2013-12-23,2014-03-24,2014-06-23,2014-09-22,2014-12-22,2015-03-23,2015-06-22,2015-09-21,2015-12-21,2016-03-21,2016-06-20,2016-09-19,2016-12-19,2017-03-20,2017-06-19,2017-09-18,2017-12-18,2018-03-19,2018-06-18,2018-09-24,2018-12-24,2019-03-18,2019-06-24,2019-09-23,2019-12-23,2020-03-23,2020-06-22,2020-09-21,2020-12-21,2021-03-22,2021-06-21,2021-09-20,2021-12-20,2022-03-21,2022-06-20,2022-09-19,2022-12-19,2023-03-20,2023-06-19,2023-09-18,2023-12-18,2024-03-18,2024-06-24
IN,0.06067210574375213,0.061953683266082714,0.0665460026499235,0.06454709022478292,0.05822116501393524,0.05328029464391043,0.057165701082928684,0.0575244685317461,0.08756015170730864,0.09136745996177804,0.09816074649999086,0.08913086371960953,0.08923817863740836,0.0853952525892734,0.10027782629369619,0.08137332151269594,0.08906944098845697,0.09669694698265689,0.0937355938736366,0.10282974007619587,0.11081455446956869,0.11059570913282397,0.1108213272660286,0.09678930021398682,0.11275836058676764,0.09617205915386137,0.09966833271000171,0.10460948418825776,0.11038110356515173,0.09806139265927757,0.10419152277610458,0.09233016055759008,0.08638637363609067,0.152713331172039,0.145173245290955,0.17344743089057754,0.16079579923337683,0.20050318895867283,0.2015905912767008,0.20240001703213795,0.19473523620107613,0.22432120986626636,0.22241193481573662,0.2085476959106963,0.21637270900555897,0.24245777587561743,0.26242806448392947,0.2579881445275438,0.2993781035026464
TH,0.03268207916849544,0.02857423516720479,0.032577166749383206,0.04143290837428339,0.02788251197136787,0.03486761162754499,0.027064955249484244,0.036035365339144115,0.03501866352977463,0.031659907652890236,0.0316005304486082,0.03099112549563067,0.03536044725829894,0.02880342005795834,0.02974343408005866,0.03485414837553535,0.03767473668248742,0.029836013765907266,0.03630884103542309,0.03982278101766936,0.03161012391812517,0.028043702301937524,0.027970964625016626,0.028549123880162362,0.028816407449184803,0.03322067126126734,0.031191543146930824,0.029762889297332614,0.03415264127244418,0.032126877877242326,0.02945648259934904,0.02586872436540899,0.028563013177481073,0.02539623182940522,0.025473102655587335,0.026181049645469603,0.024880676694123856,0.02908832614685196,0.02912603745933607,0.028901468357101917,0.03440768552881741,0.03458143284332094,0.03053219656148407,0.031201146443762626,0.023391963524899122,0.030595628176878994,0.022077087725193102,0.025280963641423633,0.022397005504133732
BR,0.07391262551198474,0.08944364089354731,0.08330809318078475,0.08549869313541035,0.0738659984460305,0.07154061577743581,0.05529074455635128,0.05514608442875857,0.05857717244705688,0.05122705764970594,0.045020658388861205,0.03147159880698161,0.03503837398645028,0.03896058606138672,0.04233252477427861,0.0500734716178379,0.05393383591473037,0.06530121191808985,0.06190764284785652,0.06683901514968492,0.06456172282065908,0.09125761240585363,0.0817144108429589,0.08190688421559177,0.06494978559469036,0.06593093621893917,0.08286937869150604,0.08397205877352261,0.0922309832514893,0.09607936727744162,0.10312291437823919,0.07580308192681132,0.07542807277919363,0.07404393473078989,0.07124203558607259,0.06554003121011291,0.07552356545691058,0.056213657753283776,0.04360794408124297,0.05183704742889637,0.05274689804442409,0.0604530983251326,0.045390287007806146,0.042188239690729636,0.05235019759577846,0.05433859752898538,0.05399470400014709,0.05085605873622222,0.03928675427742524
EG,0.006554050780786961,0.006386565187263527,0.011043856462922401,0.009140705059744738,0.007691819584919792,0.008254017611090392,0.007347782203191302,0.00843398013717397,0.012220497702549155,0.013539750513910412,0.009380200480315076,0.013578031880409644,0.008875585765308289,0.005940154402312544,0.007160579640128506,0.0058239935809287465,0.005210802037253505,0.0042355037212207566,0.004245547004119107,0.0038078295531439915,0.0039079352107384575,0.0026443213548598015,0.0044622475869477585,0.0038509943867632243,0.0061166613383337644,0.0035275999616284177,0.003617803528966761,0.0032380255490341452,0.0035797104854607617,0.004387013354300039,0.0038197174968147766,0.0032627203977544585,0.0027401211085934414,0.0029176674276425196,0.0029073810650058333,0.0023016095697106086,0.0023033416657490084,0.0015007947464881787,0.002414682154557398,0.001743546818130849,0.0021465474510619317,0.0018682390973772999,0.002543344059048198,0.0018844312156540842,0.0022170521326845493,0.0033792176116120166,0.005260279089008221,0.00189735734390403,0.001738482826429183
MY,0.05606923020095905,0.0543535362438251,0.043205976243930196,0.040475463730949554,0.047154018259840814,0.044598782375975365,0.03972568423850512,0.04383377057427304,0.041656989682459865,0.04665966606704575,0.03976669788225555,0.03701353776903462,0.029929652683699737,0.03310802331706697,0.03399156011423291,0.035601652974331474,0.0320026416060373,0.031854457489756106,0.028245147103595887,0.026158089298510514,0.030062260506460357,0.029059653103076354,0.030052914190417224,0.027771276381603042,0.026970527832697464,0.031150324032967646,0.02652305901729769,0.02707599842738646,0.02818668746870425,0.034504458986339685,0.024196262595834985,0.02271239770537007,0.024733298432751606,0.026278395747052614,0.028008699856035626,0.025098832062192343,0.02835126156181872,0.02647724025956218,0.025489205792464515,0.03465599571725295,0.027442675074420445,0.028022132180299794,0.028786879189826302,0.024010525835657836,0.0201526657631214,0.023484912560144955,0.025176553377676738,0.024995487871041687,0.027896226493246985
CL,0.015455893827675085,0.02424301653566765,0.019842726358440636,0.02270549261018643,0.0208341979047363,0.02101240937378879,0.016991140207359638,0.01485129849122998,0.013971313966754344,0.011110659410092694,0.009294323241789837,0.007811688602957744,0.006511950721008452,0.004560786557907181,0.00482748907883737,0.004910483433156335,0.004789818906750577,0.005486269879032338,0.006086347857104745,0.007641598869022124,0.007333120744325553,0.008813067652950236,0.009026584169375887,0.008595909024100384,0.007478735178715106,0.007267797991123534,0.007357899383699029,0.007999877811402554,0.007664418736983465,0.009320675873463856,0.008034379880927645,0.008304894866846388,0.008805202395177333,0.00993307148942071,0.013231520964952509,0.00877517004781423,0.0066600176123448205,0.0055247361257028706,0.006377407698996046,0.006823943961841986,0.0066889541786027355,0.0065673234320127,0.006629801118432491,0.006439952070778254,0.006233899794891358,0.0069654691487335395,0.006099856397211004,0.007241486688403005,0.006746356220823537
TR,0.02712990061754791,0.024169538814953213,0.0285041223876685,0.029668086083455548,0.025769348065915115,0.0206483442560048,0.018384814110081915,0.013474078246921449,0.017495515374376394,0.01234266205376408,0.014842347652729456,0.012540146737278351,0.010660649228756706,0.007322126011276044,0.007105404504018632,0.00850456717427052,0.0075457255088673385,0.008988069932922447,0.008422847109416135,0.007697991904528705,0.010031374964208039,0.008458502997820765,0.007416553648177339,0.009659500045506017,0.007882001165858526,0.011819182563814179,0.008605869839793815,0.00907581762556127,0.009131521179466475,0.010232974091080429,0.010905793794762801,0.010837876220878248,0.009888392871085427,0.011123975260317302,0.01182506471074715,0.007760834891688259,0.010819825777716641,0.01007185129830565,0.01030849390899834,0.006602979120902785,0.010158403147999128,0.012134136423718335,0.022329950052112295,0.022530879955796373,0.014977425229792252,0.019428356697651847,0.02331850351286263,0.021171923982441894,0.023005363843477306
CO,0.0006194303731137065,0.004107635544534774,0.006643099036173901,0.003945892207933525,0.0011556656771818156,0.005736986347845931,0.0026448393467097702,0.005021088900303267,0.0012113543677923977,0.0010831469018185722,0.0030456822155666896,0.00403358034181519,0.004666292363554406,0.0036368715004564105,0.0020799777428164488,0.002811182230199624,0.0034497483878019063,0.002171098575607209,0.0032268587782466355,0.0027684126290758644,0.002954381866102071,0.0019817115998124178,0.0017229860997839323,0.0028559698257953725,0.0032028323464994555,0.003053801651233461,0.0019072024941367252,0.0026804497958880045,0.0027475377883205863,0.0033916387532840564,0.0038167695186893443,0.0013489897798786884,0.0019137308246437697,0.0017961194594755885,0.001919687406242287,0.0015990628145304163,0.0033727217079260363,0.0014929429026857414,0.001493913192133986,0.0022295237594888726,0.0023159073983130595,0.001225159766925993,0.0010208240915260728,0.0008446461558112589,0.0008230047329292531,0.0004336240631275678,0.000621873287756483,0.0008048128545353305,0.0007386866556611226
TW,0.25583222023347885,0.2556387823767485,0.21920263701951562,0.2102376929899944,0.23427497789151674,0.19986017962807465,0.22359825434054323,0.19304308433830336,0.19051689679559086,0.16593285110254088,0.16565545039645924,0.17231995003131106,0.15127497012922725,0.15967672469299016,0.15397028830023404,0.16146204368057168,0.1859964723258836,0.16602982992795642,0.17599783623948353,0.1678105638469078,0.17168094694032693,0.1644536249378927,0.16237822974735355,0.15492599581317457,0.1668694582457257,0.15435988060025427,0.15078079028853958,0.1623149447189995,0.17545352678058834,0.18516964680828385,0.19000164956339644,0.22696063173914743,0.21854842243254893,0.2080083814875899,0.19125211014130028,0.19967140038272355,0.19828588753831322,0.21288178059781818,0.23987767128570958,0.2440971338766472,0.23430555085019455,0.2066149915892458,0.20692396735604432,0.2170923318406025,0.212324535339485,0.2020207464551425,0.2031902282530198,0.2139323536570406,0.22030016408757233
MX,0.027621828427240147,0.02780132111463023,0.025730196548294025,0.024209782693248146,0.03249258264451673,0.04247147451264921,0.03824671137067561,0.04650095295731543,0.044306011477705125,0.03693347655800671,0.027638223692245188,0.027686170614511063,0.025529026242216334,0.02586032440197316,0.028908736171944657,0.0300434809687176,0.02720509224087862,0.02483140751737569,0.02544964399042921,0.02671608738198349,0.028078608880122122,0.02910961328610988,0.023841908308500578,0.024082905596965184,0.019946467065562287,0.028229160778832668,0.029929916435536198,0.02692678195527134,0.02787430550147376,0.026716096951537077,0.026797031855043525,0.016905234274841245,0.01693348834614209,0.015605408070928509,0.01754684727662644,0.017318905236354223,0.01383736149198304,0.01193733708285302,0.01168784731313012,0.014935812954338787,0.014583313089341314,0.01720670177186918,0.017828280519232874,0.017706626297470805,0.017274745987099882,0.016605991509067254,0.01893277403034752,0.0226407245417093,0.01881979222453854
CZ,0.002395125805243682,0.0018600683516283585,0.0016408026346730331,0.0009852255742727847,0.001810546193253648,0.001889973324470884,0.0012139902318740233,0.0012685458580347737,0.001029029708101516,0.0008978530240032318,0.001081691229626959,0.0003441275281551933,,,0.0003486193813456338,0.0008958154556750759,0.0008816335605917438,0.0003600605737752372,0.0003648685749354192,0.0003270630704964233,0.001379329026255286,0.0003995184758090673,0.0004095759788748533,0.0004368117756712377,0.000373828273968601,0.0003995474928405095,0.0003819310082565584,0.0003809464936950136,0.0003743545391132494,0.0003485046154228071,0.001158772009154059,0.0014910250895930355,0.0011231273233933952,0.001022087395135461,0.0009939831608464897,0.0009165470253122956,0.000832790400845543,0.0002906298481897616,0.0002826488805941664,0.00031149900489238524,0.0005249273705353495,0.0005024095288552637,0.000320643385153568,,,,,0.0001940058988271982,
ZA,0.07638275979142896,0.0824894674581327,0.08613555106821227,0.0766088408397646,0.07723201542271915,0.07500688864662648,0.06811517614350457,0.06823700244273569,0.06721031048847166,0.0689508363364352,0.07545512826126552,0.07653904841383537,0.064252841930607,0.055657484319046394,0.04640584525536702,0.051229315590614666,0.05277433288415696,0.05834329724841744,0.06339901469007432,0.06566644343606838,0.05538229826989375,0.056420584147416304,0.06132873467202584,0.059419298015334535,0.04762281599848678,0.047453726463166326,0.04532272555167461,0.04555760948425906,0.04634064746162582,0.0430133724161969,0.04187762903485541,0.02838733923794394,0.039769400824398206,0.031390938551601064,0.035380196691428216,0.038301170149153976,0.03928468534959648,0.03264880158334031,0.032013965752815704,0.03476781141653894,0.03574598002168259,0.028461616674847225,0.02924132663689057,0.02664028506320491,0.022997930108728987,0.023561254947347295,0.025216906146193135,0.02576539115012551,0.025734997369458966
