Date;Internal_Number;Instrument_Name;ENTITY_QID;Country;Size;Shadow_Company;ISIN;SEDOL;Instrument_Name_right;Mcap_Units_Index_Currency;Weight;;;;;Date;Index_Symbol;Index_Name;Internal_Number;ISIN;SEDOL;RIC;Instrument_Name;Country;Exchange;ICB;Free_Float;Shares;Close_unadjusted_local;FX_local_to_Index_Currency;Cutoff;Currency;Close_unadjusted_local_Cutoff;Shares_Cutoff;FX_local_to_Index_Currency_Cutoff;ENTITY_QID;Capfactor;Free_Float_MCAP_USD_Cutoff;Full_MCAP_USD_Cutoff;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL301E;PLZEPAK00012;B89W5H4;ZEEP.WA;ZESPOL ELEKTROWNI PAK;PL;Warsaw Stock Exchange;65101015;0.3404;50823547;18.7;0.249651;5/31/2024;PLN;19.18;50823547;0.25400098;E004YNELO;1;84282715.22;247599045.9;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;531929;PLMSTSD00019;5319295;PXMP.WA;POLIMEX MOSTOSTAL;PL;Warsaw Stock Exchange;50101010;0.3525;243618802;3.37;0.249651;5/31/2024;PLN;3.532;242868802;0.25400098;E004YM96M;1;76804548.31;217885243.4;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL703K;PLCLNPH00015;BZCNHZ5;CLNP.WA;CELON PHARMA;PL;Warsaw Stock Exchange;20103015;0.4119;51056500;15.46;0.249651;5/31/2024;PLN;15.58;51056500;0.25400098;E004YTW3H;1;83223442.81;202047688.3;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL11MY;PLONDE000018;BNXKV26;ONDP.WA;ONDE;PL;Warsaw Stock Exchange;50101015;0.3285;54512759;14.12;0.249651;5/31/2024;PLN;14.36;54512759;0.25400098;E004YUOQN;1;65316569.87;198832785;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL904N;PLFERRO00016;B5B24T6;FROP.WA;FERRO;PL;Warsaw Stock Exchange;40202025;1;21242655;38.8;0.249651;5/31/2024;PLN;36.7;21242655;0.25400098;E004YOCDE;1;198020545.5;198020545.5;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL50BQ;PLTORPL00016;BP3QYT6;TOR.WA;TORPOL;PL;Warsaw Stock Exchange;50101010;0.569;22970000;36.95;0.249651;5/31/2024;PLN;33.3;22970000;0.25400098;E004YMP77;1;110548508.5;194285603.8;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;598449;PLKGNRC00015;5984499;KGN.WA;KOGENERACJA;PL;Warsaw Stock Exchange;65101015;0.4193;14900000;47.5;0.249651;5/31/2024;PLN;51.3;14900000;0.25400098;E004YSKW0;1;81407400.77;194150729.2;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;EW048;PLTRKPL00014;B2QKZ46;TRKP.WA;TRAKCJA;PL;Warsaw Stock Exchange;50101010;0.096;336450976;2.25;0.249651;5/31/2024;PLN;2.23;336450976;0.25400098;E004YOPAQ;1;18295036.54;190573297.3;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;EW036;NL0000686509;B19X5X4;ASTH.WA;ASTARTA HOLDING;PL;Warsaw Stock Exchange;45102035;0.2941;25000000;29.4;0.249651;5/31/2024;PLN;28.95;25000000;0.25400098;E004YO3M2;1;54065346.89;183833209.4;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL90CV;PLAMBRA00013;B0FBYX8;AMB.WA;AMBRA;PL;Warsaw Stock Exchange;45101015;0.3888;25206644;27.2;0.249651;5/31/2024;PLN;28.3;25206644;0.25400098;E004YPN3A;1;70447098.76;181191097.6;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;484787;PLSTLEX00019;4847872;STXPP.WA;STALEXPORT AUTOSTRADY;PL;Warsaw Stock Exchange;50206060;0.388;247262023;2.735;0.249651;5/31/2024;PLN;2.845;247262023;0.25400098;E004YQ0XM;1;69327702.34;178679645.2;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;B0BV8T;PLDECOR00013;B0BV8T6;DCR.WA;DECORA;PL;Warsaw Stock Exchange;50101035;0.4706;10547063;66.6;0.249651;5/31/2024;PLN;62.8;10547063;0.25400098;E004YSKTW;1;79173254.84;168238960.6;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL909S;PLTSQGM00016;BFZCQ74;TENP.WA;TEN SQUARE GAMES;PL;Warsaw Stock Exchange;40203040;0.5925;7334822;84.4;0.249651;5/31/2024;PLN;88.8;7334822;0.25400098;E004YUAQ3;1;98022616.75;165439015.6;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL00CM;PLLUBAW00013;B0YW9N7;LBW.WA;LUBAWA;PL;Warsaw Stock Exchange;50201020;0.4878;150270000;4.232;0.249651;5/31/2024;PLN;4.33;150270000;0.25400098;E004YSL8O;1;80618993.4;165270589.2;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL401F;PLPKPCR00011;BFXWV82;PKPP.WA;PKP CARGO;PL;Warsaw Stock Exchange;50206020;0.6699;44786917;16.18;0.249651;5/31/2024;PLN;13.78;44786917;0.25400098;E004YR5T0;1;105013650.5;156760188.9;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL907Q;PLPKBEX00072;BYTHNS8;PBX.WA;PEKABEX;PL;Warsaw Stock Exchange;50101035;0.3772;24826512;26.6;0.249651;5/31/2024;PLN;24.7;24826512;0.25400098;E004YRP80;1;58751605.3;155757172.1;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL10JU;PLTOYA000011;B4MSL28;TOYA.WA;TOYA;PL;Warsaw Stock Exchange;50204040;0.4945;75042226;8.2;0.249651;5/31/2024;PLN;8.1;75042226;0.25400098;E004YTA1K;1;76347077.2;154392471.6;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL20BN;PLWTCHN00030;BYNSL49;WTN.WA;WITTCHEN;PL;Warsaw Stock Exchange;40401020;0.4006;18436096;32.2;0.249651;5/31/2024;PLN;31.4;18360402;0.25400098;E004YNIIA;1;58662176.39;146435787.3;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;EW035;PLCMP0000017;B05L7P1;CMP.WA;COMP SAFE SUPPORT;PL;Warsaw Stock Exchange;10101010;0.7495;5461642;99.8;0.249651;5/31/2024;PLN;105;5461642;0.25400098;E004YPVA0;1;109174084.4;145662554.3;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL003D;PLAMICA00010;5327243;AMCP.WA;AMICA;PL;Warsaw Stock Exchange;40202020;0.6507;7775273;70.4;0.249651;5/31/2024;PLN;73.5;7775273;0.25400098;E004YMVKT;1;94453745.66;145157131.8;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;561831;PLAGORA00067;5618312;AGOP.WA;AGORA;PL;Warsaw Stock Exchange;40301030;0.375;46580831;11.4;0.249651;5/31/2024;PLN;11.5;46580831;0.25400098;E004YSKWG;1;51023674.66;136063132.4;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;EW027;PLERBUD00012;B1XFM79;ERB.WA;ERBUD;PL;Warsaw Stock Exchange;50101010;0.4628;11929836;40.2;0.249651;5/31/2024;PLN;41;11929836;0.25400098;E004YOJG2;1;57497249.93;124237791.5;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL405J;PLBLOBR00014;B6R4Q31;BLOP.WA;BLOOBER TEAM;PL;Warsaw Stock Exchange;40203040;0.5754;19309260;23;0.249651;5/31/2024;PLN;25.25;19309260;0.25400098;E004YTX1Z;1;71257775.89;123840416.9;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL00IS;PLPCCEX00010;B8FGJ01;PCXP.WA;PCC EXOL;PL;Warsaw Stock Exchange;55201020;0.1291;174136643;2.715;0.249651;5/31/2024;PLN;2.725;174136643;0.25400098;E004YP5FD;1;15560312.31;120529142.6;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL308L;PLSCPFL00018;BF7TSL1;SCPP.WA;SCOPE FLUIDICS;PL;Warsaw Stock Exchange;20103010;0.5704;2725930;167.6;0.249651;5/31/2024;PLN;170.8;2725930;0.25400098;E004YUAVF;1;67455516.97;118260022.7;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;EW064;PLWELTN00012;B29LLQ0;WLTP.WA;WIELTON;PL;Warsaw Stock Exchange;50206015;0.3345;60375000;7.06;0.249651;5/31/2024;PLN;7.64;60375000;0.25400098;E004YSKWJ;1;39190609.43;117161762.1;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL10KV;NL0010391108;B9SKTZ2;PENP.WA;PHOTON ENERGY;PL;Warsaw Stock Exchange;65101010;0.317;61238521;7.4;0.249651;5/31/2024;PLN;7.5;61238521;0.25400098;E004YP4PH;1;36981166.97;116659832.7;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL10MX;PLANSWR00019;BMH25B8;ANRP.WA;ANSWEAR COM;PL;Warsaw Stock Exchange;40401020;0.1953;18981155;23.1;0.249651;5/31/2024;PLN;24.1;18981155;0.25400098;E004YU8H1;1;22692237.18;116191690.6;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL90AT;PLVIGOS00015;BSL6R67;VGOP.WA;Vigo Photonics SA;PL;Warsaw Stock Exchange;10102010;0.7048;874799;570;0.249651;5/31/2024;PLN;522;874799;0.25400098;E004YP0K6;1;81748552.02;115988297.4;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL30CP;PLSPRSF00011;BKTZDZ1;SPRP.WA;SPYROSOFT;PL;Warsaw Stock Exchange;10101010;0.1895;1091460;408;0.249651;5/31/2024;PLN;418;1091460;0.25400098;E004YU5SK;1;21959816.81;115882938.3;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL00DN;PLMRCTR00015;BG6N899;MRCP.WA;MERCATOR MEDICAL;PL;Warsaw Stock Exchange;20102015;0.3508;9770435;44;0.249651;5/31/2024;PLN;46;9770435;0.25400098;E004YU7JS;1;40046697.64;114158203.1;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL20GS;PLCRTCH00017;BLR7GY6;CRI1.WA;CREOTECH INSTRUMENTS;PL;Warsaw Stock Exchange;50201010;0.501;2379347;188;0.249651;5/31/2024;PLN;185;2379347;0.25400098;E004YUU03;1;56014779.44;111805947;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL11R3;PLVOTUM00016;B56CWR5;VOT.WA;VOTUM SA;PL;Warsaw Stock Exchange;30202000;0.4292;12000000;34.4;0.249651;5/31/2024;PLN;34.5;12000000;0.25400098;E004YTV7H;1;45133129.37;105156405.8;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;EW037;PLACTIN00018;B19GGX0;ACT.WA;ACTION;PL;Warsaw Stock Exchange;10102030;0.3986;18737000;20.55;0.249651;5/31/2024;PLN;20.9;18737000;0.25400098;E004YO5SX;1;39647794.15;99467622.05;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL30AN;PLSTIGR00012;B68JJM5;CLC.WA;COLUMBUS ENERGY;PL;Warsaw Stock Exchange;60102020;0.2847;68773650;4.95;0.249651;5/31/2024;PLN;5.39;68773650;0.25400098;E004YRFW7;1;26806104.05;94155616.62;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL10Q1;PLCRPJR00019;BDFD208;CRJ.WA;CREEPY JAR;PL;Warsaw Stock Exchange;40203040;0.5541;699364;500;0.249651;5/31/2024;PLN;514;699364;0.25400098;E004YU3UG;1;50592942.03;91306518.74;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL208K;PLKNOPL00014;B3N3ZJ0;KPL.WA;KINO POLSKA TV;PL;Warsaw Stock Exchange;40301035;0.34;19821404;17.6;0.249651;5/31/2024;PLN;17.95;19821404;0.25400098;E004YTWBJ;1;30726505.84;90372076.01;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL00GQ;PLMLSTM00015;BGDYDX4;MLSP.WA;ML SYSTEM;PL;Warsaw Stock Exchange;60102020;0.4558;7381091;40.35;0.249651;5/31/2024;PLN;47.65;7381091;0.25400098;E004YU3XU;1;40718631.93;89334427.23;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL00AK;PLBMDLB00018;B6W3MY6;SVEP.WA;SYNTHAVERSE;PL;Warsaw Stock Exchange;20103015;0.6412;70521973;5.13;0.249651;5/31/2024;PLN;4.93;70521973;0.25400098;E004YOHK0;1;56623965.36;88309365.82;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL10GR;PLUNBEP00015;B2RCVT8;UNIP.WA;UNIBEP;PL;Warsaw Stock Exchange;50101035;0.3926;35070634;9.34;0.249651;5/31/2024;PLN;9.64;35070634;0.25400098;E004YQNKR;1;33713693.86;85872882.97;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL90I1;PLPILAB00012;B7ZP848;DATP.WA;DATAWALK;PL;Warsaw Stock Exchange;10101015;0.7711;5132988;64.5;0.249651;5/31/2024;PLN;65;5132988;0.25400098;E004YU07U;1;65347608.92;84745958.92;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL307K;PLCLDTC00019;B7771F4;CLDP.WA;CLOUD TECHNOLOGIES;PL;Warsaw Stock Exchange;10101020;0.2608;5000000;76;0.249651;5/31/2024;PLN;66.6;5000000;0.25400098;E004YU05J;1;22059070.73;84582326.41;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL30GT;PLELEKT00016;B1VSJ91;ELT.WA;ELEKTROTIM;PL;Warsaw Stock Exchange;50202025;0.6344;9983009;34.1;0.249651;5/31/2024;PLN;32.95;9983009;0.25400098;E004YSKUF;1;53004830.31;83551119.65;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL00EO;PLCTINT00018;B29M6M4;CIG.WA;CI GAMES;PL;Warsaw Stock Exchange;40203040;0.5096;182943015;1.7;0.249651;5/31/2024;PLN;1.74;182943015;0.25400098;E004YQE28;1;41203100.01;80853806.93;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;456453;PLMSTZB00018;4564535;MSZ.WA;MOSTOSTAL ZABRZE;PL;Warsaw Stock Exchange;50101010;0.5456;73975269;4.165;0.249651;5/31/2024;PLN;4.3;73975269;0.25400098;E004YSKUL;1;44082352.49;80796100.6;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL11EQ;PLARTFX00011;BYWLMX5;ARTP.WA;ARTIFEX MUNDI;PL;Warsaw Stock Exchange;40203045;0.5833;11897000;23.6;0.249651;5/31/2024;PLN;26.2;11897000;0.25400098;E004YU8OU;1;46181296.58;79172461.13;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL11LX;PLMRVDV00011;BFNL3L6;MVPP.WA;MARVIPOL DEVELOPMENT;PL;Warsaw Stock Exchange;35101010;0.2896;41652852;7.12;0.249651;5/31/2024;PLN;7.38;41652852;0.25400098;E004YRI6K;1;22611795.82;78079405.44;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;B06WK7;PLBIOTN00029;B17P4K2;BIOP.WA;BIOTON;PL;Warsaw Stock Exchange;20103010;0.4031;85864200;3.485;0.249651;5/31/2024;PLN;3.51;85864200;0.25400098;E004YP26W;1;30857975.87;76551664.28;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL30DQ;PLXTPL000018;BDH44S1;XTP.WA;XTPL;PL;Warsaw Stock Exchange;10102015;0.5412;2349877;126;0.249651;5/31/2024;PLN;126.2;2349877;0.25400098;E004YU5RS;1;40765959.24;75325127.94;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL309M;PLBCLTX00019;BMJ0ZJ8;BCXP.WA;BIOCELTIX;PL;Warsaw Stock Exchange;20103015;0.5851;4129468;64.9;0.249651;5/31/2024;PLN;66;4129468;0.25400098;E004YUV8T;1;40504523.86;69226668.7;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL503I;PLMBION00016;B550NH7;MABP.WA;MABION;PL;Warsaw Stock Exchange;20103010;0.637;16162326;16.72;0.249651;5/31/2024;PLN;16.66;16162326;0.25400098;E004YTQQ5;1;43566601.61;68393409.13;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL403H;PLMDCLG00015;B74FSG1;MDG.WA;MEDICALGORITHMICS;PL;Warsaw Stock Exchange;20102020;0.5;9952769;26.8;0.249651;5/31/2024;PLN;25.84;9952769;0.25400098;E004YNMES;1;32661929.02;65323858.03;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL10HS;PLONCTH00011;BDR8FT1;MOCP.WA;MOLECURE;PL;Warsaw Stock Exchange;20103010;0.6806;16836000;14.04;0.249651;5/31/2024;PLN;14.92;16836000;0.25400098;E004YU9Y5;1;43424525.09;63803298.7;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL406K;PLMKRNP00015;B1VXLF6;MAKP.WA;MAKARONPL;PL;Warsaw Stock Exchange;45102020;0.2694;11040071;20.5;0.249651;5/31/2024;PLN;22.5;11040071;0.25400098;E004YSL93;1;16997590.75;63094249.25;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL11KW;PLMFO0000013;BJ02B61;MFO.WA;MFO;PL;Warsaw Stock Exchange;55102010;0.3793;6607490;32;0.249651;5/31/2024;PLN;34;6607490;0.25400098;E004YU82G;1;21643807.71;57062503.85;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL209L;PLPLTRG00038;BMFTR71;PTGP.WA;POLTREG;PL;Warsaw Stock Exchange;20103010;0.4923;4663448;46.1;0.249651;5/31/2024;PLN;47;4663448;0.25400098;E004YUW8B;1;27407550.61;55672457.07;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL11T5;PLWNDMB00010;B4WSQL2;ALL1.WA;AILLERON;PL;Warsaw Stock Exchange;10101015;0.4713;12355504;17.28;0.249651;5/31/2024;PLN;17.28;12355504;0.25400098;E004YO5XG;1;25558598.53;54229998.99;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PH20NV;PLSUNEX00013;B6QD9R4;SNXP.WA;SUNEX;PL;Warsaw Stock Exchange;60102020;0.3458;20291535;10.66;0.249651;5/31/2024;PLN;10.42;20291535;0.25400098;E004YTYIR;1;18571329.78;53705407.11;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL120D;PLBMECH00012;B3DLWF9;BMCP.WA;BUMECH;PL;Warsaw Stock Exchange;50204000;0.5561;14481608;12.66;0.249651;5/31/2024;PLN;12.68;14481608;0.25400098;E004YT9VQ;1;25937273.93;46641384.51;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL508N;PLMNRTR00012;B1L1D98;MONP.WA;MONNARI TRADE;PL;Warsaw Stock Exchange;40401020;0.3986;30563089;6.74;0.249651;5/31/2024;PLN;5.96;30563089;0.25400098;E004YSKWM;1;18442347.15;46267805.2;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL20EQ;PLGRODN00015;B60CMR8;GRNP.WA;GRODNO;PL;Warsaw Stock Exchange;40202025;0.3426;15381861;10.56;0.249651;5/31/2024;PLN;10.9;15381861;0.25400098;E004YTMP7;1;14590095.4;42586384.71;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL11P1;PLSKRBH00014;BSP63W1;SKH1.WA;SKARBIEC HOLDING;PL;Warsaw Stock Exchange;30202010;0.4012;6817838;24.5;0.249651;5/31/2024;PLN;24;6821677;0.25400098;E004YU6IB;1;16683943.51;41585103.47;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL20DP;PLERTEL00011;B1M27J8;EURTL.WA;EUROTEL;PL;Warsaw Stock Exchange;40401030;0.4096;3748255;37;0.249651;5/31/2024;PLN;43.5;3748255;0.25400098;E004YSL9J;1;16963432.17;41414629.32;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL108J;PLSTLPF00012;B0CTLQ7;STFP.WA;STALPROFIL;PL;Warsaw Stock Exchange;55102015;0.4409;17500000;9.3;0.249651;5/31/2024;PLN;8.9;17500000;0.25400098;E004YSLA3;1;17442291.76;39560652.67;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL121E;PLPWRMD00011;B2Q3NY1;IFI.WA;IFIRMA;PL;Warsaw Stock Exchange;10101010;0.4633;6400000;22.6;0.249651;5/31/2024;PLN;23.5;6400000;0.25400098;E004YT9M9;1;17698869.58;38201747.42;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;474026;PLRAFAK00018;4740261;RFK.WA;RAFAKO;PL;Warsaw Stock Exchange;50202010;0.5578;161439818;0.93;0.249651;5/31/2024;PLN;0.833;161439818;0.25400098;E004YSKUC;1;19053271.82;34157891.39;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL11W8;PLATMSI00016;B4JYX12;ATDP.WA;ATENDE;PL;Warsaw Stock Exchange;10101010;0.671;36343344;3.1;0.249651;5/31/2024;PLN;3;36343344;0.25400098;E004YTGOV;1;18582496.18;27693735;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL204G;PLA340200015;BMWKKJ0;BCSP.WA;BIG CHEESE STUDIO;PL;Warsaw Stock Exchange;40203040;0.4673;4135000;22.5;0.249651;5/31/2024;PLN;21.75;4135000;0.25400098;E004YUWQC;1;10674952.44;22843895.66;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL11NZ;PLPZBDT00013;B2R9XY8;CPRP.WA;COMPREMUM;PL;Warsaw Stock Exchange;50101035;0.5454;44836769;2.03;0.249651;5/31/2024;PLN;1.995;44836769;0.25400098;E004YQDCL;1;12391609.97;22720223.63;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;712793;PLGSPR000014;7127935;GTN.WA;GETIN HOLDING;PL;Warsaw Stock Exchange;30101010;0.4503;189767342;0.461;0.249651;5/31/2024;PLN;0.46;189767342;0.25400098;E004YR88N;1;9984277.562;22172501.8;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL11Q2;PLULTGM00013;BFMLFX3;ULG.WA;ULTIMATE GAMES;PL;Warsaw Stock Exchange;40203040;0.4656;5230000;11.35;0.249651;5/31/2024;PLN;11.6;5230000;0.25400098;E004YU6PL;1;7174770.971;15409731.47;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL205H;PLBIOMX00015;B5W0MX9;BMX.WA;BIOMAXIMA;PL;Warsaw Stock Exchange;20102010;0.659;4193118;15.7;0.249651;5/31/2024;PLN;13.5;4193118;0.25400098;E004YTBK9;1;9475271.434;14378257.11;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL107I;PLCMRAY00029;B3BFNZ0;CRM.WA;CORMAY;PL;Warsaw Stock Exchange;20102010;0.81;84205008;0.56;0.249651;5/31/2024;PLN;0.606;84205008;0.25400098;E004YT9RS;1;10498589.55;12961221.67;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL11JV;PLMDNCE00016;BFX3925;ICEP.WA;MEDINICE;PL;Warsaw Stock Exchange;20102010;0.6241;6462291;7.65;0.249651;5/31/2024;PLN;7.68;6462291;0.25400098;E004YU5C1;1;7867510.04;12606168.95;;;
;;;;;;;;;;;;;;;;6/24/2024;SWEACGV;STX EM ACp USD GR;PL10S3;PLPRBLG00010;BFMZH39;PUR1.WA;PURE BIOLOGICS;PL;Warsaw Stock Exchange;20103010;0.917;3327812;8.26;0.249651;5/31/2024;PLN;6.7;3327812;0.25400098;E004YU4Z9;1;5193239.054;5663292.316;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
