Country,2019-03-18,2019-06-24,2019-09-23,2019-12-23,2020-03-23,2020-06-22,2020-09-21,2020-12-21,2021-03-22,2021-06-21,2021-09-20,2021-12-20,2022-03-21,2022-06-20,2022-09-19,2022-12-19,2023-03-20,2023-06-19,2023-09-18,2023-12-18,2024-03-18,2024-06-24,2024-09-23
BR,0.10095811843838684,0.11163416044995754,0.11706904969437344,0.11141190428271305,0.08109300125622051,0.0760249410514102,0.0682686248610198,0.0699200990936564,0.0702305749595115,0.08700180830806699,0.0727420497373257,0.05225656273643237,0.06646269539297267,0.05583572054223361,0.06341779602960455,0.044825871515102644,0.04693011019484662,0.05876624634886879,0.051007488350490675,0.05297829816465878,0.04750324884509983,0.03820059117505145,0.033812874103650664
MY,0.033756238575318065,0.034582983802395426,0.042276376206686055,0.02756453997059217,0.024274549833324475,0.0372646113952907,0.02769389926645895,0.02567971987088275,0.024339328639650496,0.03139679932502884,0.02955212396063858,0.02753055680279866,0.02989645298095809,0.03114657527579114,0.03307560520641273,0.03177922704857389,0.033921093016394864,0.028892113324625535,0.027858119738788056,0.027005385209038755,0.03464908825758342,0.02880818135488151,0.03145202560489246
PL,0.014782511840602995,0.015040446895225469,0.011983653683438497,0.011375491949953727,0.010999431955022747,0.012005417434465794,0.011272302583916297,0.018044968115107588,0.016214029781040803,0.014232489692908393,0.015310099005372195,0.01292255874097549,0.0114683630822635,0.011870589563210026,0.01790089048940895,0.011590159495570995,0.01351951785413935,0.014748106099548524,0.014661385647057488,0.014152426107765109,0.013671574743874444,0.01535485625935928,0.012622037455217673
GR,0.008523206401078953,0.010894068414061393,0.011233473094757241,0.00985401325686421,0.007202778388304947,0.013455614730520751,0.009802360002668382,0.010302549549520135,0.005796097139064351,0.006190642298383672,0.012628681919536828,0.00835246950891143,0.007626106050526297,0.004477436455839838,0.008321420586848911,0.004899960852992069,0.006868887719201846,0.007958886762679938,0.006187243433218863,0.006604778947056334,0.0049555951518788395,0.005217465714045752,0.005201466853939399
HU,0.0012077359961128002,0.0010930113708098115,0.0015071270622254791,0.0012216719121492295,0.0011825949342223459,0.0010268162797407434,0.0007667374777193123,0.0007724137507062367,0.0005903257875440342,0.0006009464730583241,0.0006085150590952861,0.0005090107838257281,0.0004861918255641997,0.0004100145684794689,0.0003157489370863991,0.00033387559281357706,0.0006359784398321552,0.0005457669955399529,0.0009006850492390441,0.0008389948885898754,0.0009269095301059458,0.00099112946121654,0.0009553869906703829
KR,0.22822812472934748,0.2142676395592573,0.17858968840124786,0.155680921095733,0.14559286880301117,0.16224530785081087,0.17082722897442448,0.17977863022711835,0.18767142190468908,0.19520495756147369,0.22143237616399136,0.18985785006414038,0.19351175251402333,0.16475392214964688,0.16192514193101437,0.15276925181924653,0.17042961397689096,0.17017179761004306,0.15411811443059065,0.15454212407638018,0.14749019041387415,0.1443417148134254,0.13088274066249195
IN,0.13197415050844322,0.14058932480117284,0.12655553576027487,0.11504691524461592,0.10125278427671588,0.08998414116082686,0.13994462932757676,0.14849325889179205,0.17833687580671406,0.18267878771985713,0.23406370950170344,0.20604925063728616,0.2480055278690549,0.226312674679535,0.3087599753147971,0.2736873717094327,0.2755779995393881,0.28323948751952904,0.2947281960911709,0.29386764198152693,0.29017847804622054,0.3308652538228894,0.32938826980941016
MX,0.0330163741328199,0.03523580863138171,0.031469486860859604,0.027173831251462728,0.019388788229294244,0.01838050605803529,0.01583162531432763,0.019326127142332523,0.020060836385575084,0.019936943225770547,0.016262835811204586,0.02377437652125827,0.025869197349999835,0.02203892629220433,0.02410920381744086,0.023927833305387777,0.028052089210740462,0.028328317082668718,0.02342257986990494,0.025652741896046105,0.02735636028285302,0.022381805152756628,0.020750584669753075
CO,0.006052899116046368,0.006350258596914488,0.0049934517553189865,0.004672760350307377,0.003030461054808629,0.004724033181397257,0.002845741335524606,0.003404703108751508,0.0030525967765551703,0.004712627911668622,0.002578758533914274,0.0025401323247584108,0.005057865749632319,0.005834505208853661,0.003880944702127053,0.000943764445987102,0.0008670254463673283,0.0008853773045791088,0.0007959216500033556,0.001004544966317019,0.0013846616701426381,0.0011218741736760461,0.0011234847046717885
TR,0.009922806067979293,0.010684351504901903,0.011756000447588375,0.011395481829135676,0.01197190100436405,0.01513336246608862,0.010813071874383622,0.011133108752667679,0.00829281699201623,0.011587902020975292,0.009734922664689054,0.009548812229406876,0.007758584485531365,0.00846773934367369,0.010458059292421324,0.02442946363707016,0.02412144598449725,0.018146678424766898,0.023634542918148455,0.027341909754332552,0.024044172375605376,0.026841765363945717,0.024290260698817602
