Date;MSCIPriceUSD;Close
3/15/2019;1000;1000
3/18/2019;1011.32;1011.262716
3/19/2019;1012.91;1012.811166
3/20/2019;1010.57;1010.498906
3/21/2019;1011.72;1011.887651
3/22/2019;1002.2;1001.853974
3/25/2019;990.94;990.9037253
3/26/2019;993.52;993.3340277
3/27/2019;987.52;987.6332326
3/28/2019;988.57;988.9178211
3/29/2019;1000.79;1001.097108
4/1/2019;1012.1;1012.977815
4/2/2019;1013.09;1013.811061
4/3/2019;1021.28;1021.914384
4/4/2019;1022.16;1022.955942
4/5/2019;1026.34;1027.462417
4/8/2019;1029.51;1029.948269
4/9/2019;1034.18;1034.551956
4/10/2019;1036.65;1036.76006
4/11/2019;1028.56;1028.684512
4/12/2019;1030.07;1030.0802
4/15/2019;1027.36;1027.247162
4/16/2019;1034.29;1034.628337
4/17/2019;1036.98;1037.523869
4/18/2019;1033.31;1033.545117
4/19/2019;1033.32;1033.725654
4/22/2019;1030.01;1030.351005
4/23/2019;1030.71;1031.691143
4/24/2019;1025.74;1026.670833
4/25/2019;1018.37;1018.727216
4/26/2019;1019.64;1019.616012
4/29/2019;1024.23;1024.448842
4/30/2019;1020.75;1021.060306
5/1/2019;1021.93;1022.435163
5/2/2019;1020.48;1021.372774
5/3/2019;1024.1;1024.851578
5/6/2019;1005.06;1005.561921
5/7/2019;999.77;1000.076381
5/8/2019;993.99;994.6116724
5/9/2019;972.67;973.8707773
5/10/2019;977.43;979.0646808
5/13/2019;961.41;963.3163212
5/14/2019;959.51;961.9553519
5/15/2019;960.91;963.8301566
5/16/2019;956.35;959.6986425
5/17/2019;942.4;945.2765337
5/20/2019;940.21;943.0128806
5/21/2019;944.83;947.9915287
5/22/2019;943.92;947.2416068
5/23/2019;931.44;934.9303892
5/24/2019;933.18;936.9162934
5/27/2019;935.55;939.666007
5/28/2019;934.61;939.1035656
5/29/2019;932.04;936.3260771
5/30/2019;941.01;944.8390793
5/31/2019;943.92;947.5124119
6/3/2019;953.7;957.4072145
6/4/2019;950.94;954.5880637
6/5/2019;950.24;953.7200986
6/6/2019;948.41;951.9008437
6/7/2019;952.8;956.2059508
6/10/2019;966.65;969.0657223
6/11/2019;975.94;978.6202826
6/12/2019;970.62;972.6903448
6/13/2019;966.7;969.4129084
6/14/2019;960.07;962.3719751
6/17/2019;956.18;959.0112141
6/18/2019;968.42;971.065514
6/19/2019;982.01;984.7932507
6/20/2019;996.68;999.7291949
6/21/2019;996.15;999.3611777
6/24/2019;995.99;999.8819567
6/25/2019;988.66;992.2855258
6/26/2019;991.12;995.2227199
6/27/2019;997.7;1002.235878
6/28/2019;997.69;1001.930354
7/1/2019;1006.42;1012.29733
7/2/2019;1006;1010.672499
7/3/2019;1002.21;1006.485436
7/4/2019;1006.93;1011.630733
7/5/2019;1002.49;1006.895115
7/8/2019;989.55;993.1882096
7/9/2019;985.98;989.7718988
7/10/2019;992.11;995.5282436
7/11/2019;997.97;1001.229039
7/12/2019;993.96;997.5627539
7/15/2019;1000.43;1004.145402
7/16/2019;1002.92;1006.297955
7/17/2019;997.73;1000.756866
7/18/2019;994.73;997.409992
7/19/2019;1000.19;1003.444086
7/22/2019;996.7;999.8402944
7/23/2019;998.29;1002.048398
7/24/2019;998.15;1001.715099
7/25/2019;997.15;1000.520779
7/26/2019;991.84;995.3754817
7/29/2019;989.06;992.1535951
7/30/2019;986.62;989.5635871
7/31/2019;980.81;983.9183418
8/1/2019;969.04;971.9820852
8/2/2019;949.36;951.5119953
8/5/2019;920.27;922.8066521
8/6/2019;919.96;922.3691977
8/7/2019;919.94;921.9595181
8/8/2019;930.96;933.5277575
8/9/2019;928.02;930.52807
8/12/2019;921.67;925.7160712
8/13/2019;916.36;920.7027046
8/14/2019;912.16;917.3697184
8/15/2019;911.31;916.4323161
8/16/2019;917.69;922.8622019
8/19/2019;924.75;930.6808319
8/20/2019;927;931.9862514
8/21/2019;929.86;935.1178697
8/22/2019;922.79;927.5631011
8/23/2019;920.9;925.424435
8/26/2019;908.75;914.5366802
8/27/2019;912.32;917.7169045
8/28/2019;913.03;919.2167483
8/29/2019;917.51;923.8898726
8/30/2019;930.99;937.5967781
9/2/2019;930.45;937.4023539
9/3/2019;920.53;927.2506336
9/4/2019;936.93;944.1655383
9/5/2019;948.65;956.5323057
9/6/2019;953.34;961.4692914
9/9/2019;955.82;964.5384161
9/10/2019;953.5;962.0247891
9/11/2019;961.93;971.3502066
9/12/2019;966.93;976.7107593
9/13/2019;970.98;980.8144985
9/16/2019;971.42;981.2450092
9/17/2019;963.71;973.6624657
9/18/2019;966.01;976.2038677
9/19/2019;961.48;971.1557824
9/20/2019;965.92;976.1899802
9/23/2019;960.22;970.1003368
9/24/2019;956.55;965.538312
9/25/2019;951.07;960.6499323
9/26/2019;954.6;963.795438
9/27/2019;947.23;955.4213103
9/30/2019;946.75;954.5672326
10/1/2019;944.38;952.2758046
10/2/2019;935.59;943.8322397
10/3/2019;938.51;947.2416068
10/4/2019;942.57;951.1995278
10/7/2019;940.29;949.053918
10/8/2019;940.09;948.7761691
10/9/2019;939.2;948.9705933
10/10/2019;942.5;952.2341423
10/11/2019;956.73;967.3020172
10/14/2019;962.32;973.2666736
10/15/2019;964.01;975.94695
10/16/2019;968.59;980.5228622
10/17/2019;972.66;984.36274
10/18/2019;968.53;979.6965594
10/21/2019;972.77;984.2446967
10/22/2019;978.04;988.6886783
10/23/2019;975.08;985.4737354
10/24/2019;981.19;992.007777
10/25/2019;979.71;991.0981495
10/28/2019;986.45;998.979273
10/29/2019;987.17;999.3403465
10/30/2019;985.06;996.8406069
10/31/2019;985.52;997.6530223
11/1/2019;992.33;1005.311947
11/4/2019;1006.86;1021.060306
11/5/2019;1013.17;1026.490296
11/6/2019;1010.94;1024.712704
11/7/2019;1015.4;1029.524702
11/8/2019;1007.14;1021.483873
11/11/2019;995.82;1009.186543
11/12/2019;998.62;1012.248724
11/13/2019;987.26;1000.312467
11/14/2019;985.77;998.6876367
11/15/2019;991.96;1005.596639
11/18/2019;995.1;1008.783807
11/19/2019;999.87;1012.859772
11/20/2019;994.99;1007.117314
11/21/2019;987.97;1000.520779
11/22/2019;991.72;1004.784224
11/25/2019;996.38;1010.130889
11/26/2019;991.05;1006.068812
11/27/2019;995.87;1011.762664
11/28/2019;993.47;1009.860084
11/29/2019;983.68;999.5833767
12/2/2019;983.85;999.9722251
12/3/2019;981.16;996.639239
12/4/2019;980.39;995.1116203
12/5/2019;986.33;1001.555394
12/6/2019;992.11;1007.658924
12/9/2019;994.15;1009.325417
12/10/2019;992.63;1007.825574
12/11/2019;1000.88;1015.831684
12/12/2019;1012.69;1028.378988
12/13/2019;1028.01;1044.724508
12/16/2019;1029;1045.724404
12/17/2019;1042.86;1059.979863
12/18/2019;1049.08;1065.77787
12/19/2019;1046.66;1062.993438
12/20/2019;1047.62;1064.04194
12/23/2019;1051.4;1066.951359
12/24/2019;1048.97;1064.521057
12/25/2019;1049.04;1064.979342
12/26/2019;1051.82;1067.985974
12/27/2019;1058.05;1074.270041
12/30/2019;1057.81;1073.7076
12/31/2019;1054.26;1069.985765
1/2/2020;1066.88;1083.428809
1/3/2020;1062.96;1079.859737
1/6/2020;1052.24;1070.117696
1/7/2020;1055.37;1073.499288
1/8/2020;1051.17;1069.576086
1/9/2020;1068.17;1086.470159
1/10/2020;1072.2;1090.851647
1/13/2020;1082.01;1101.808839
1/14/2020;1081.88;1100.892268
1/15/2020;1076.32;1094.399889
1/16/2020;1078.81;1096.309412
1/17/2020;1084.68;1102.024095
1/20/2020;1083.59;1100.760337
1/21/2020;1065.79;1082.519182
1/22/2020;1071.98;1088.421345
1/23/2020;1061.38;1077.936326
1/24/2020;1058.73;1074.700552
1/27/2020;1043.21;1059.840989
1/28/2020;1042.02;1058.716106
1/29/2020;1038.04;1054.97344
1/30/2020;1014.65;1029.635802
1/31/2020;1004.77;1019.963198
2/3/2020;1002.86;1017.678714
2/4/2020;1026.58;1042.176162
2/5/2020;1030.37;1045.557754
2/6/2020;1042.65;1059.542409
2/7/2020;1032.49;1048.744922
2/10/2020;1028.03;1044.078742
2/11/2020;1039.83;1057.237093
2/12/2020;1049.56;1067.472138
2/13/2020;1046.13;1063.930841
2/14/2020;1046.35;1064.09749
2/17/2020;1047.95;1065.909801
2/18/2020;1036.29;1053.431934
2/19/2020;1043.88;1061.090859
2/20/2020;1035.96;1052.862549
2/21/2020;1025.46;1040.752699
2/24/2020;998.13;1013.929105
2/25/2020;999.29;1015.102593
2/26/2020;986.78;1003.152449
2/27/2020;974.82;989.5566434
2/28/2020;951.03;965.0036455
3/2/2020;961.92;977.7245426
3/3/2020;972.12;987.4804708
3/4/2020;981.57;997.958546
3/5/2020;983.02;1000.361073
3/6/2020;957.24;972.1556782
3/9/2020;896.55;915.3907579
3/10/2020;912.28;928.9865639
3/11/2020;895.33;911.5647676
3/12/2020;835.27;850.4253029
3/13/2020;842.9;857.9106343
3/16/2020;788.03;802.4997396
3/17/2020;781.88;794.5144603
3/18/2020;745.12;755.2129986
3/19/2020;724.88;733.416658
3/20/2020;759.7;770.2253238
3/23/2020;717.12;727.9450057
3/24/2020;758.28;770.6627782
3/25/2020;791.21;803.4788043
3/26/2020;805.14;817.6717703
3/27/2020;796.88;809.2351491
3/30/2020;786.94;799.0487102
3/31/2020;802.59;815.2484116
4/1/2020;782.43;794.2019928
4/2/2020;793.09;804.7356178
4/3/2020;786.65;798.7987362
4/6/2020;807.56;820.4492588
4/7/2020;830.56;842.3636427
4/8/2020;826.49;838.0515918
4/9/2020;839.49;851.5015797
4/10/2020;840.03;852.1612332
4/13/2020;835.28;847.9533382
4/14/2020;847.71;860.1534562
4/15/2020;840.01;852.3278825
4/16/2020;836.91;850.9808006
4/17/2020;852.47;866.8680346
4/20/2020;850.59;865.312641
4/21/2020;830.65;844.6759018
4/22/2020;840.48;854.6331979
4/23/2020;843.49;857.4592924
4/24/2020;831.76;845.5091484
4/27/2020;846.81;860.2159497
4/28/2020;853.78;867.0138527
4/29/2020;869.82;883.9218137
4/30/2020;874.81;888.5879943
5/1/2020;867.09;880.4985592
5/4/2020;839.86;854.3137868
5/5/2020;847.2;862.375447
5/6/2020;850;865.5348401
5/7/2020;848.28;864.0211089
5/8/2020;862.25;878.5265424
5/11/2020;866.27;882.6997188
5/12/2020;860.03;875.5824046
5/13/2020;859.93;876.4156511
5/14/2020;852.06;868.7289518
5/15/2020;852.33;868.87477
5/18/2020;863.12;880.6166024
5/19/2020;875.08;892.9139326
5/20/2020;881.02;899.0730132
5/21/2020;879.61;897.6287192
5/22/2020;856.2;872.3744054
5/25/2020;862.02;879.0126029
5/26/2020;876.44;894.9345554
5/27/2020;877.11;895.2747978
5/28/2020;875.19;893.4208242
5/29/2020;879.94;899.3160435
6/1/2020;899.92;919.4458911
6/2/2020;915.05;935.409506
