Date;MSCIPriceUSD;Close
3/15/2019;1000.00;1000.00
3/18/2019;1007.54;1007.87
3/19/2019;1005.48;1007.36
3/20/2019;1006.18;1007.42
3/21/2019;1004.52;1005.52
3/22/2019;996.87;995.89
3/25/2019;985.59;985.25
3/26/2019;990.90;991.11
3/27/2019;987.32;983.71
3/28/2019;985.15;981.71
3/29/2019;994.03;992.01
4/1/2019;1004.71;1001.92
4/2/2019;1005.28;1001.80
4/3/2019;1010.06;1007.05
4/4/2019;1009.47;1006.07
4/5/2019;1011.82;1008.12
4/8/2019;1010.47;1005.84
4/9/2019;1014.56;1009.21
4/10/2019;1017.50;1014.76
4/11/2019;1014.06;1011.85
4/12/2019;1013.85;1010.86
4/15/2019;1017.03;1013.59
4/16/2019;1018.29;1014.98
4/17/2019;1019.96;1015.05
4/18/2019;1013.31;1008.20
4/19/2019;1016.04;1010.85
4/22/2019;1012.36;1007.74
4/23/2019;1009.98;1006.59
4/24/2019;1005.62;1000.62
4/25/2019;999.48;995.20
4/26/2019;996.64;992.25
4/29/2019;995.61;993.35
4/30/2019;994.45;992.39
5/1/2019;995.14;993.30
5/2/2019;995.01;974.92
5/3/2019;996.88;976.28
5/6/2019;982.57;964.78
5/7/2019;980.24;961.11
5/8/2019;973.74;956.95
5/9/2019;955.98;939.45
5/10/2019;960.09;941.55
5/13/2019;939.74;921.44
5/14/2019;940.27;922.74
5/15/2019;943.19;925.21
5/16/2019;937.44;918.91
5/17/2019;926.58;909.50
5/20/2019;928.96;913.45
5/21/2019;932.64;918.34
5/22/2019;933.83;918.90
5/23/2019;923.97;910.78
5/24/2019;928.34;913.78
5/27/2019;934.76;920.51
5/28/2019;938.15;921.88
5/29/2019;932.33;916.13
5/30/2019;938.85;923.61
5/31/2019;942.84;927.78
6/3/2019;945.77;931.38
6/4/2019;946.76;932.46
6/5/2019;949.13;934.16
6/6/2019;945.16;930.43
6/7/2019;948.80;934.42
6/10/2019;955.71;941.06
6/11/2019;963.56;948.45
6/12/2019;960.10;946.54
6/13/2019;960.26;947.55
