Date;MSCI;SAMCO@20241018
8/12/2022;1139.71;1087.62
8/15/2022;1142.19;1089.32
8/16/2022;1143.49;1089.71
8/17/2022;1143.44;1089.52
8/18/2022;1140.18;1085.50
8/19/2022;1131.76;1077.12
8/22/2022;1117.93;1064.44
8/23/2022;1118.73;1064.36
8/24/2022;1122.72;1067.18
8/25/2022;1134.55;1079.72
8/26/2022;1138.14;1083.11
8/29/2022;1121.68;1065.87
8/30/2022;1129.24;1072.90
8/31/2022;1131.56;1075.84
9/1/2022;1117.74;1061.22
9/2/2022;1117.85;1058.86
9/6/2022;1109.16;1051.26
9/7/2022;1101.99;1044.98
9/8/2022;1112.00;1053.35
9/9/2022;1120.06;1062.20
9/12/2022;1129.13;1070.90
9/13/2022;1128.81;1072.09
9/14/2022;1117.20;1060.11
9/15/2022;1114.33;1057.71
9/16/2022;1098.11;1040.13
9/19/2022;1087.30;1030.26
9/20/2022;1095.40;1037.28
9/21/2022;1083.89;1026.07
9/22/2022;1078.38;1020.39
9/23/2022;1057.79;1000.57
9/26/2022;1020.72;965.84
9/27/2022;1026.41;972.69
9/28/2022;1005.84;951.87
9/29/2022;1005.51;951.26
9/30/2022;1015.96;959.16
10/3/2022;1017.05;960.30
10/4/2022;1039.60;982.81
10/5/2022;1041.35;985.59
10/6/2022;1050.26;993.61
10/7/2022;1039.45;982.57
10/10/2022;1031.80;974.88
10/11/2022;1007.54;952.19
10/12/2022;1008.82;953.81
10/13/2022;995.14;940.86
10/14/2022;1005.27;952.12
10/17/2022;1007.95;954.34
10/18/2022;1021.18;968.15
10/19/2022;1012.33;959.07
10/20/2022;1010.40;957.35
10/21/2022;1005.52;952.04
10/24/2022;1003.24;949.04
10/25/2022;999.91;946.30
10/26/2022;1002.67;950.31
10/27/2022;1017.58;964.65
10/28/2022;1007.70;954.66
10/31/2022;1014.70;958.96
11/1/2022;1026.98;972.49
11/2/2022;1031.00;977.67
11/3/2022;1029.10;974.84
11/4/2022;1041.54;988.77
11/7/2022;1052.77;999.96
11/8/2022;1054.81;1002.92
11/9/2022;1059.92;1007.80
11/10/2022;1047.39;997.61
11/11/2022;1077.96;1029.64
11/14/2022;1084.84;1037.71
11/15/2022;1095.84;1050.08
11/16/2022;1088.35;1039.82
11/17/2022;1077.95;1030.72
11/18/2022;1077.02;1028.31
11/21/2022;1070.83;1021.46
11/22/2022;1069.02;1019.66
11/23/2022;1074.66;1025.46
11/25/2022;1088.95;1040.41
11/28/2022;1085.43;1036.12
11/29/2022;1094.90;1047.26
11/30/2022;1108.78;1061.71
12/1/2022;1121.42;1073.43
12/2/2022;1123.56;1074.79
12/5/2022;1125.99;1077.30
12/6/2022;1108.52;1061.43
12/7/2022;1101.26;1053.55
12/8/2022;1106.95;1059.91
12/9/2022;1112.97;1066.27
12/12/2022;1103.55;1057.74
12/13/2022;1105.53;1059.88
12/14/2022;1116.42;1071.01
12/15/2022;1106.37;1061.78
12/16/2022;1097.14;1055.15
12/19/2022;1097.73;1054.11
12/20/2022;1091.14;1047.68
12/21/2022;1091.82;1049.80
12/22/2022;1097.69;1055.68
12/23/2022;1085.52;1041.72
12/27/2022;1096.68;1053.34
12/28/2022;1092.68;1048.45
12/29/2022;1091.66;1048.03
12/30/2022;1094.41;1050.93
1/3/2023;1094.49;1052.15
1/4/2023;1098.20;1057.84
1/5/2023;1098.86;1060.01
1/6/2023;1105.24;1064.10
1/9/2023;1127.12;1084.55
1/10/2023;1129.66;1086.98
1/11/2023;1132.35;1088.76
1/12/2023;1134.83;1089.56
1/13/2023;1140.31;1095.88
1/17/2023;1139.88;1094.21
1/18/2023;1143.45;1096.56
1/19/2023;1141.64;1096.16
1/20/2023;1144.49;1099.78
1/23/2023;1146.01;1100.57
1/24/2023;1144.81;1099.53
1/25/2023;1145.85;1101.12
1/26/2023;1151.72;1107.83
1/27/2023;1148.75;1104.54
1/30/2023;1147.83;1101.65
1/31/2023;1158.59;1108.53
2/1/2023;1164.88;1115.07
2/2/2023;1178.12;1126.32
2/3/2023;1171.60;1119.42
2/6/2023;1152.96;1101.11
2/7/2023;1152.89;1101.23
2/8/2023;1157.17;1105.45
2/9/2023;1154.84;1104.81
2/10/2023;1146.32;1095.21
2/13/2023;1143.18;1092.55
2/14/2023;1143.20;1092.76
2/15/2023;1136.33;1087.26
2/16/2023;1146.26;1096.82
2/17/2023;1138.16;1088.07
2/21/2023;1142.63;1092.68
2/22/2023;1129.32;1080.00
2/23/2023;1137.54;1087.05
2/24/2023;1128.55;1077.76
2/27/2023;1120.83;1070.61
2/28/2023;1124.68;1072.75
3/1/2023;1132.99;1082.13
3/2/2023;1131.65;1082.38
3/3/2023;1140.38;1092.12
3/6/2023;1148.88;1100.58
3/7/2023;1145.38;1097.16
3/8/2023;1139.98;1090.77
3/9/2023;1136.09;1085.57
3/10/2023;1119.20;1068.94
3/13/2023;1115.94;1066.55
3/14/2023;1097.12;1047.46
3/15/2023;1100.53;1051.12
3/16/2023;1091.68;1043.16
3/17/2023;1102.17;1053.82
3/20/2023;1094.74;1046.49
3/21/2023;1101.99;1054.68
3/22/2023;1108.19;1060.12
3/23/2023;1116.68;1068.77
3/24/2023;1113.09;1064.56
3/27/2023;1110.05;1060.71
3/28/2023;1112.81;1064.47
3/29/2023;1121.71;1072.86
3/30/2023;1128.22;1078.44
3/31/2023;1133.19;1082.21
4/3/2023;1133.73;1083.26
4/4/2023;1135.35;1084.62
4/5/2023;1135.51;1085.06
4/6/2023;1134.51;1083.96
4/10/2023;1142.80;1087.91
4/11/2023;1155.19;1099.84
4/12/2023;1156.60;1102.97
4/13/2023;1162.10;1109.33
4/14/2023;1166.35;1113.19
4/17/2023;1164.94;1112.38
4/18/2023;1160.97;1108.34
4/19/2023;1152.84;1101.35
4/20/2023;1147.51;1095.25
4/21/2023;1136.28;1085.32
4/24/2023;1135.40;1082.85
4/25/2023;1121.15;1068.25
4/26/2023;1123.78;1070.74
4/27/2023;1131.42;1075.72
4/28/2023;1138.50;1082.46
5/1/2023;1138.95;1082.41
5/2/2023;1139.93;1082.08
5/3/2023;1136.83;1079.82
5/4/2023;1144.19;1088.16
5/5/2023;1146.80;1090.73
5/8/2023;1151.92;1096.42
5/9/2023;1142.93;1087.96
5/10/2023;1144.28;1089.27
5/11/2023;1140.22;1086.69
5/12/2023;1136.02;1080.99
5/15/2023;1135.22;1080.77
5/16/2023;1136.45;1082.13
5/17/2023;1138.15;1082.46
5/18/2023;1140.13;1084.10
5/19/2023;1143.27;1087.68
5/22/2023;1150.48;1094.08
5/23/2023;1150.91;1093.99
5/24/2023;1147.32;1090.69
5/25/2023;1142.39;1085.74
5/26/2023;1146.53;1088.83
5/30/2023;1150.51;1092.19
5/31/2023;1148.13;1089.15
6/1/2023;1157.21;1098.24
6/2/2023;1170.87;1112.96
6/5/2023;1175.50;1116.40
6/6/2023;1177.12;1118.22
6/7/2023;1187.32;1125.75
6/8/2023;1182.97;1123.05
6/9/2023;1192.35;1132.54
6/12/2023;1193.59;1132.13
6/13/2023;1205.40;1143.35
6/14/2023;1207.19;1146.52
6/15/2023;1212.93;1152.44
6/16/2023;1221.60;1160.31
6/20/2023;1213.35;1148.53
6/21/2023;1208.17;1142.83
6/22/2023;1202.94;1138.80
6/23/2023;1190.83;1125.55
6/26/2023;1190.57;1127.04
6/27/2023;1190.50;1128.80
6/28/2023;1187.41;1126.58
6/29/2023;1188.09;1125.74
6/30/2023;1196.02;1132.84
7/3/2023;1212.60;1146.86
7/5/2023;1214.64;1147.87
7/6/2023;1203.97;1136.03
7/7/2023;1200.59;1132.18
7/10/2023;1199.12;1131.81
7/11/2023;1213.61;1146.27
7/12/2023;1220.22;1154.60
7/13/2023;1229.85;1165.55
7/14/2023;1241.55;1174.44
7/17/2023;1245.06;1178.48
7/18/2023;1245.70;1176.11
7/19/2023;1244.74;1173.94
7/20/2023;1247.67;1176.57
7/21/2023;1245.73;1174.99
7/24/2023;1246.95;1175.27
7/25/2023;1258.22;1186.06
7/26/2023;1249.28;1179.08
7/27/2023;1251.35;1185.50
7/28/2023;1260.38;1196.00
7/31/2023;1269.40;1203.40
8/1/2023;1263.20;1197.41
8/2/2023;1237.67;1172.07
8/3/2023;1236.88;1171.47
8/4/2023;1241.53;1176.08
8/7/2023;1239.04;1174.91
8/8/2023;1231.90;1166.46
8/9/2023;1236.87;1170.68
8/10/2023;1232.37;1164.89
8/11/2023;1227.97;1159.87
8/14/2023;1213.95;1145.73
8/15/2023;1214.65;1145.83
8/16/2023;1209.98;1140.82
8/17/2023;1211.84;1141.40
8/18/2023;1205.60;1133.73
8/21/2023;1208.96;1134.04
8/22/2023;1220.33;1142.81
8/23/2023;1224.28;1146.93
8/24/2023;1234.61;1157.58
8/25/2023;1227.44;1150.91
8/28/2023;1233.20;1156.61
8/29/2023;1242.58;1168.70
8/30/2023;1249.93;1173.10
8/31/2023;1249.69;1173.04
9/1/2023;1252.10;1175.19
9/5/2023;1254.90;1179.02
9/6/2023;1251.49;1176.38
9/7/2023;1246.13;1170.43
9/8/2023;1249.87;1174.40
9/11/2023;1252.69;1177.29
9/12/2023;1241.33;1166.33
9/13/2023;1241.49;1165.66
9/14/2023;1252.69;1175.98
9/15/2023;1253.62;1176.92
9/18/2023;1245.90;1170.55
9/19/2023;1243.07;1167.68
9/20/2023;1238.61;1163.32
9/21/2023;1220.81;1145.71
9/22/2023;1226.12;1151.09
9/25/2023;1222.36;1147.32
9/26/2023;1212.61;1137.15
9/27/2023;1216.25;1140.79
9/28/2023;1215.44;1140.03
9/29/2023;1222.45;1146.55
10/2/2023;1221.19;1145.03
10/3/2023;1212.25;1135.79
10/4/2023;1197.47;1120.33
10/5/2023;1199.94;1124.25
10/6/2023;1205.20;1130.57
10/9/2023;1197.49;1124.53
10/10/2023;1206.43;1132.86
10/11/2023;1216.82;1143.48
10/12/2023;1223.36;1149.35
10/13/2023;1212.76;1138.45
10/16/2023;1207.77;1133.50
10/17/2023;1211.89;1137.86
10/18/2023;1198.14;1125.50
10/19/2023;1188.51;1114.38
10/20/2023;1179.55;1105.80
10/23/2023;1166.93;1093.73
10/24/2023;1176.51;1103.64
10/25/2023;1171.66;1100.95
10/26/2023;1157.30;1087.23
10/27/2023;1166.30;1095.16
10/30/2023;1170.93;1099.29
10/31/2023;1162.79;1091.26
11/1/2023;1163.93;1092.22
11/2/2023;1184.66;1111.99
11/3/2023;1202.29;1129.79
11/6/2023;1228.68;1154.23
11/7/2023;1224.36;1149.34
11/8/2023;1225.30;1150.46
11/9/2023;1221.38;1145.95
11/10/2023;1214.47;1139.22
11/13/2023;1214.43;1139.36
11/14/2023;1224.14;1147.76
11/15/2023;1243.09;1168.91
11/16/2023;1246.22;1171.85
11/17/2023;1250.06;1173.45
11/20/2023;1259.53;1184.10
11/21/2023;1262.78;1187.53
11/22/2023;1256.33;1181.76
11/24/2023;1259.15;1184.73
11/27/2023;1257.11;1182.28
11/28/2023;1267.59;1191.70
11/29/2023;1270.76;1192.98
11/30/2023;1273.46;1195.49
12/1/2023;1274.98;1195.53
12/4/2023;1277.54;1196.13
12/5/2023;1271.49;1190.18
12/6/2023;1274.92;1193.97
12/7/2023;1270.94;1189.95
12/8/2023;1275.18;1193.90
12/11/2023;1271.28;1191.89
12/12/2023;1271.31;1191.38
12/13/2023;1272.69;1192.49
12/14/2023;1296.76;1215.31
12/15/2023;1300.19;1218.60
12/18/2023;1296.26;1216.12
12/19/2023;1294.28;1213.63
12/20/2023;1288.27;1207.04
12/21/2023;1292.66;1212.02
12/22/2023;1297.03;1215.93
12/26/2023;1302.98;1222.27
12/27/2023;1311.34;1230.19
12/28/2023;1321.24;1241.08
12/29/2023;1327.42;1246.09
1/2/2024;1320.37;1239.64
1/3/2024;1311.79;1231.68
1/4/2024;1310.71;1230.77
1/5/2024;1314.56;1233.53
1/8/2024;1311.17;1229.25
1/9/2024;1310.55;1228.55
1/10/2024;1309.07;1225.99
1/11/2024;1315.31;1231.12
1/12/2024;1314.14;1230.06
1/16/2024;1299.88;1214.21
1/17/2024;1277.39;1191.13
1/18/2024;1277.16;1192.12
1/19/2024;1284.56;1197.87
1/22/2024;1287.04;1197.77
1/23/2024;1281.90;1194.03
1/24/2024;1292.42;1203.44
1/25/2024;1294.79;1207.07
1/26/2024;1294.40;1206.69
1/29/2024;1299.63;1211.37
1/30/2024;1298.82;1208.22
1/31/2024;1304.00;1211.60
2/1/2024;1307.14;1216.01
2/2/2024;1313.48;1220.95
2/5/2024;1304.56;1212.78
2/6/2024;1318.45;1225.78
2/7/2024;1322.31;1228.58
2/8/2024;1319.15;1227.24
2/9/2024;1313.14;1221.71
2/12/2024;1305.30;1214.76
2/13/2024;1307.47;1217.46
2/14/2024;1308.82;1219.92
2/15/2024;1318.94;1227.80
2/16/2024;1330.11;1240.35
2/20/2024;1334.82;1245.64
2/21/2024;1334.50;1245.05
2/22/2024;1344.71;1255.34
2/23/2024;1343.39;1252.84
2/26/2024;1344.45;1253.03
2/27/2024;1342.75;1252.42
2/28/2024;1333.71;1242.87
2/29/2024;1338.82;1248.05
3/1/2024;1344.33;1252.87
3/4/2024;1348.34;1256.31
3/5/2024;1345.10;1252.41
3/6/2024;1342.29;1248.17
3/7/2024;1344.77;1250.05
3/8/2024;1346.31;1252.47
3/11/2024;1344.60;1251.30
3/12/2024;1346.79;1254.82
3/13/2024;1331.81;1241.33
3/14/2024;1335.97;1247.74
3/15/2024;1329.20;1240.26
3/18/2024;1333.76;1245.02
3/19/2024;1326.49;1237.46
3/20/2024;1327.19;1239.80
3/21/2024;1346.13;1258.84
3/22/2024;1339.14;1253.06
3/25/2024;1338.66;1252.71
3/26/2024;1333.32;1249.29
3/27/2024;1337.11;1252.49
3/28/2024;1337.58;1253.42
4/1/2024;1347.40;1262.70
4/2/2024;1348.96;1265.86
4/3/2024;1350.52;1266.25
4/4/2024;1357.07;1272.89
4/5/2024;1355.73;1271.51
4/8/2024;1359.55;1275.50
4/9/2024;1365.63;1281.38
4/10/2024;1367.05;1281.97
4/11/2024;1360.97;1276.31
4/12/2024;1352.06;1266.81
4/15/2024;1335.90;1251.28
4/16/2024;1311.72;1228.27
4/17/2024;1319.27;1234.40
4/18/2024;1329.77;1242.71
4/19/2024;1313.62;1229.44
4/22/2024;1316.31;1233.96
4/23/2024;1326.32;1242.00
4/24/2024;1341.05;1254.82
4/25/2024;1337.96;1252.10
4/26/2024;1350.28;1263.68
4/29/2024;1364.07;1277.64
4/30/2024;1361.73;1274.57
5/1/2024;1362.02;1274.49
5/2/2024;1368.94;1281.50
5/3/2024;1373.89;1286.63
5/6/2024;1372.02;1286.02
5/7/2024;1368.54;1282.61
5/8/2024;1369.10;1282.23
5/9/2024;1357.43;1271.42
5/10/2024;1362.09;1277.23
5/13/2024;1360.86;1277.68
5/14/2024;1366.67;1282.59
5/15/2024;1374.59;1289.98
5/16/2024;1391.76;1306.82
5/17/2024;1397.97;1312.64
5/20/2024;1403.88;1316.47
5/21/2024;1394.62;1311.04
5/22/2024;1396.21;1312.11
5/23/2024;1388.10;1304.32
5/24/2024;1386.28;1301.08
5/28/2024;1391.24;1306.79
5/29/2024;1382.69;1296.85
5/30/2024;1366.45;1281.63
5/31/2024;1367.78;1282.67
6/3/2024;1381.97;1296.72
6/4/2024;1351.78;1269.68
6/5/2024;1361.29;1278.63
6/6/2024;1371.90;1288.91
6/7/2024;1382.26;1299.54
6/10/2024;1383.59;1300.61
6/11/2024;1382.62;1298.04
6/12/2024;1387.73;1302.03
6/13/2024;1395.42;1309.29
6/14/2024;1399.32;1312.75
6/17/2024;1398.30;1312.30
6/18/2024;1406.26;1320.50
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
