Date;MSCIPriceUSD;SAMCO;STOXX
5-9-2022;1167.52;1091.77;1056.08
5-10-2022;1162.66;1068.95;1032.57
5-11-2022;1157.03;1089.38;1050.06
5-12-2022;1131.82;1095.99;1054.83
5-13-2022;1151.09;1116.23;1073.85
5-16-2022;1156.20;1117.72;1075.73
5-17-2022;1178.38;1103.19;1063.38
5-18-2022;1179.47;1119.21;1079.51
5-19-2022;1164.33;1123.31;1084.45
5-20-2022;1180.60;1107.88;1068.76
5-23-2022;1184.13;1109.99;1068.68
5-24-2022;1168.82;1116.43;1074.20
5-25-2022;1167.43;1130.06;1086.54
5-26-2022;1173.33;1150.74;1105.86
5-27-2022;1187.91;1160.15;1112.52
5-30-2022;1209.54;1156.72;1110.47
5-31-2022;1215.56;1151.90;1106.64
6-1-2022;1213.61;1149.70;1105.67
6-2-2022;1209.65;1150.16;1105.10
6-3-2022;1207.12;1139.11;1092.66
6-6-2022;1205.45;1143.68;1093.90
6-7-2022;1193.70;1137.09;1088.97
6-8-2022;1195.75;1123.25;1075.01
6-9-2022;1191.18;1081.79;1032.28
6-10-2022;1176.84;1079.98;1028.39
6-13-2022;1131.78;1077.67;1024.46
6-14-2022;1127.46;1063.95;1013.68
6-15-2022;1126.97;1057.24;1007.72
6-16-2022;1113.10;1039.48;987.55
6-17-2022;1105.29;1059.90;1005.45
6-20-2022;1084.29;1036.21;981.94
6-21-2022;1104.97;1035.45;976.99
6-22-2022;1080.39;1053.53;994.79
6-23-2022;1078.65;1071.15;1012.50
6-24-2022;1095.77;1068.49;1010.10
6-27-2022;1113.73;1054.33;997.29
6-28-2022;1109.22;1040.54;984.77
6-29-2022;1096.84;1026.82;972.17
6-30-2022;1082.76;1025.48;968.84
7-1-2022;1068.49;1027.38;970.91
7-4-2022;1064.72;1014.22;959.23
7-5-2022;1064.97;1030.09;974.71
7-6-2022;1054.16;1035.76;980.16
7-7-2022;1070.30;1025.57;973.49
7-8-2022;1076.27;1007.87;957.63
7-11-2022;1068.22;1012.89;963.23
7-12-2022;1050.84;1009.53;959.44
7-13-2022;1055.56;1006.59;957.61
7-14-2022;1050.93;1023.20;973.69
7-15-2022;1050.54;1028.72;980.16
7-18-2022;1067.96;1033.42;986.10
7-19-2022;1074.73;1037.93;990.43
7-20-2022;1081.04;1036.73;989.99
7-21-2022;1086.41;1037.80;990.46
7-22-2022;1086.55;1035.28;987.31
7-25-2022;1087.24;1038.73;991.62
7-26-2022;1083.25;1047.08;1000.02
7-27-2022;1088.26;1052.31;1008.43
7-28-2022;1097.71;1055.38;1013.75
7-29-2022;1106.94;1046.13;1005.15
8-1-2022;1112.27;1043.01;1003.27
8-2-2022;1102.66;1048.99;1009.69
8-3-2022;1099.22;1060.20;1019.80
8-4-2022;1106.24;1060.95;1020.77
8-5-2022;1117.39;1061.64;1021.74
8-8-2022;1118.36;1061.05;1022.08
8-9-2022;1119.53;1073.82;1033.60
8-10-2022;1120.34;1081.62;1039.88
8-11-2022;1132.53;1083.56;1041.38
8-12-2022;1139.71;1083.80;1041.59
8-15-2022;1142.19;1083.47;1041.26
8-16-2022;1143.49;1079.15;1038.71
8-17-2022;1143.44;1070.87;1029.85
8-18-2022;1140.18;1058.53;1016.82
8-19-2022;1131.76;1058.70;1016.69
8-22-2022;1117.93;1061.18;1019.85
8-23-2022;1118.73;1073.63;1031.39
8-24-2022;1122.72;1076.96;1033.46
8-25-2022;1134.55;1059.74;1016.32
8-26-2022;1138.14;1066.81;1023.57
8-29-2022;1121.68;1069.31;1026.30
8-30-2022;1129.24;1054.86;1012.17
8-31-2022;1131.56;1052.35;1011.77
9-1-2022;1117.74;1048.24;1007.34
9-2-2022;1117.85;1044.57;1005.21
9-5-2022;1113.67;1037.83;998.50
9-6-2022;1109.16;1046.17;1006.65
9-7-2022;1101.99;1055.05;1013.21
9-8-2022;1112.00;1063.98;1020.75
9-9-2022;1120.06;1064.69;1022.34
9-12-2022;1129.13;1052.70;1011.58
9-13-2022;1128.81;1050.82;1008.49
9-14-2022;1117.20;1033.50;992.94
9-15-2022;1114.33;1023.25;981.80
9-16-2022;1098.11;1030.31;988.13
9-19-2022;1087.30;1017.94;977.74
9-20-2022;1095.40;1012.03;971.55
9-21-2022;1083.89;991.93;953.00
9-22-2022;1078.38;958.83;917.88
9-23-2022;1057.79;966.91;924.32
9-26-2022;1020.72;945.91;903.27
9-27-2022;1026.41;945.22;903.18
9-28-2022;1005.84;951.99;911.08
9-29-2022;1005.51;953.45;912.64
9-30-2022;1015.96;974.37;932.46
10-3-2022;1017.05;978.78;933.93
10-4-2022;1039.60;985.81;943.25
10-5-2022;1041.35;974.30;935.18
10-6-2022;1050.26;965.33;928.50
10-7-2022;1039.45;942.84;906.67
10-10-2022;1031.80;944.54;908.81
10-11-2022;1007.54;931.52;896.27
10-12-2022;1008.82;943.04;908.37
10-13-2022;995.14;944.81;911.57
10-14-2022;1005.27;958.70;925.30
10-17-2022;1007.95;949.78;917.54
10-18-2022;1021.18;947.02;915.07
10-19-2022;1012.33;942.60;910.85
10-20-2022;1010.40;936.54;907.80
10-21-2022;1005.52;933.98;905.57
10-24-2022;1003.24;938.39;909.80
10-25-2022;999.91;952.94;921.79
10-26-2022;1002.67;942.20;911.92
10-27-2022;1017.58;944.56;915.99
10-28-2022;1007.70;959.39;927.42
10-31-2022;1014.70;965.29;931.72
11-1-2022;1026.98;961.75;928.80
11-2-2022;1031.00;977.15;940.89
11-3-2022;1029.10;988.94;951.01
11-4-2022;1041.54;991.42;954.83
11-7-2022;1052.77;995.91;960.53
11-8-2022;1054.81;985.13;950.47
11-9-2022;1059.92;1019.44;980.58
11-10-2022;1047.39;1028.32;987.80
11-11-2022;1077.96;1041.43;999.26
11-14-2022;1084.84;1031.31;991.39
11-15-2022;1095.84;1021.70;982.34
11-16-2022;1088.35;1019.24;980.55
11-17-2022;1077.95;1012.37;973.91
11-18-2022;1077.02;1008.62;972.12
11-21-2022;1070.83;1013.94;977.82
11-22-2022;1069.02;1030.68;994.36
11-23-2022;1074.66;1028.84;993.52
11-24-2022;1091.48;1024.44;988.20
11-25-2022;1088.95;1037.35;998.84
11-28-2022;1085.43;1052.77;1010.91
11-29-2022;1094.90;1062.52;1023.83
11-30-2022;1108.78;1064.26;1024.95
12-1-2022;1121.42;1069.23;1028.58
12-2-2022;1123.56;1053.72;1012.94
12-5-2022;1125.99;1045.35;1007.08
12-6-2022;1108.52;1054.34;1011.21
12-7-2022;1101.26;1061.08;1018.22
12-8-2022;1106.95;1051.50;1012.30
12-9-2022;1112.97;1053.26;1014.56
12-12-2022;1103.55;1064.20;1023.10
12-13-2022;1105.53;1054.98;1014.42
12-14-2022;1116.42;1049.58;1007.60
12-15-2022;1106.37;1048.14;1007.13
12-16-2022;1097.14;1041.36;1002.38
12-19-2022;1097.73;1043.88;1003.53
12-20-2022;1091.14;1050.74;1007.84
12-21-2022;1091.82;1037.99;995.34
12-22-2022;1097.69;1043.30;1001.52
12-23-2022;1085.52;1048.54;1006.36
12-26-2022;1091.97;1044.23;1001.60
12-27-2022;1096.68;1042.76;1000.58
12-28-2022;1092.68;1045.91;1003.79
12-29-2022;1091.66;1043.58;1002.18
12-30-2022;1094.41;1046.84;1002.35
1-2-2023;1093.43;1053.18;1006.38
1-3-2023;1094.49;1056.55;1005.88
1-4-2023;1098.20;1062.27;1011.81
1-5-2023;1098.86;1083.70;1030.32
1-6-2023;1105.24;1085.53;1030.61
1-9-2023;1127.12;1087.19;1032.43
1-10-2023;1129.66;1087.33;1035.80
1-11-2023;1132.35;1095.58;1042.05
1-12-2023;1134.83;1098.83;1047.15
1-13-2023;1140.31;1094.67;1043.05
1-16-2023;1143.96;1096.34;1046.14
1-17-2023;1139.88;1096.58;1045.98
1-18-2023;1143.45;1101.68;1049.52
1-19-2023;1141.64;1102.58;1049.58
1-20-2023;1144.49;1101.87;1048.49
1-23-2023;1146.01;1103.20;1051.60
1-24-2023;1144.81;1109.66;1057.16
1-25-2023;1145.85;1106.91;1054.39
1-26-2023;1151.72;1102.00;1052.63
1-27-2023;1148.75;1107.36;1059.09
1-30-2023;1147.83;1114.71;1063.21
1-31-2023;1158.59;1124.90;1074.50
2-1-2023;1164.88;1117.40;1068.90
2-2-2023;1178.12;1098.08;1052.36
2-3-2023;1171.60;1098.00;1050.09
2-6-2023;1152.96;1102.07;1053.43
2-7-2023;1152.89;1102.35;1051.89
2-8-2023;1157.17;1092.63;1043.29
2-9-2023;1154.84;1089.50;1040.61
2-10-2023;1146.32;1090.06;1041.83
2-13-2023;1143.18;1083.28;1036.94
2-14-2023;1143.20;1092.85;1043.69
2-15-2023;1136.33;1084.23;1036.51
2-16-2023;1146.26;1093.19;1046.12
2-17-2023;1138.16;1088.41;1043.87
2-20-2023;1146.13;1076.12;1031.22
2-21-2023;1142.63;1083.22;1037.96
2-22-2023;1129.32;1073.95;1029.29
2-23-2023;1137.54;1066.66;1022.10
2-24-2023;1128.55;1067.88;1025.47
2-27-2023;1120.83;1079.31;1032.51
2-28-2023;1124.68;1078.66;1031.96
3-1-2023;1132.99;1088.48;1040.70
3-2-2023;1131.65;1096.62;1049.78
3-3-2023;1140.38;1092.77;1047.11
3-6-2023;1148.88;1085.09;1040.46
3-7-2023;1145.38;1079.64;1037.20
3-8-2023;1139.98;1062.89;1022.00
3-9-2023;1136.09;1061.25;1019.39
3-10-2023;1119.20;1041.27;1000.64
3-13-2023;1115.94;1045.04;1004.40
3-14-2023;1097.12;1037.35;996.50
3-15-2023;1100.53;1048.54;1007.00
3-16-2023;1091.68;1040.75;1000.57
3-17-2023;1102.17;1049.27;1007.01
3-20-2023;1094.74;1054.75;1011.71
3-21-2023;1101.99;1063.42;1020.04
3-22-2023;1108.19;1059.10;1016.30
3-23-2023;1116.68;1055.13;1013.76
3-24-2023;1113.09;1058.78;1017.09
3-27-2023;1110.05;1066.64;1023.62
3-28-2023;1112.81;1071.84;1028.87
3-29-2023;1121.71;1075.80;1030.66
3-30-2023;1128.22;1076.77;1032.07
3-31-2023;1133.19;1077.85;1034.00
4-3-2023;1133.73;1078.50;1036.27
4-4-2023;1135.35;1077.35;1034.00
4-5-2023;1135.51;1080.16;1037.72
4-6-2023;1134.51;1081.61;1037.11
4-7-2023;1139.20;1093.94;1048.32
4-10-2023;1142.80;1097.45;1051.63
4-11-2023;1155.19;1103.67;1058.44
4-12-2023;1156.60;1107.72;1063.70
4-13-2023;1162.10;1106.89;1062.59
4-14-2023;1166.35;1102.76;1058.10
4-17-2023;1164.94;1095.29;1052.47
4-18-2023;1160.97;1089.53;1045.32
4-19-2023;1152.84;1079.15;1035.33
4-20-2023;1147.51;1076.58;1031.89
4-21-2023;1136.28;1061.72;1019.13
4-24-2023;1135.40;1064.60;1019.88
4-25-2023;1121.15;1069.35;1024.33
4-26-2023;1123.78;1076.31;1028.50
4-27-2023;1131.42;1076.23;1028.44
4-28-2023;1138.50;1076.22;1028.17
5-1-2023;1138.95;1073.10;1026.36
5-2-2023;1139.93;1082.18;1033.45
5-3-2023;1136.83;1085.13;1035.63
5-4-2023;1144.19;1090.55;1041.38
5-5-2023;1146.80;1082.02;1033.63
5-8-2023;1151.92;1082.99;1035.78
5-9-2023;1142.93;1079.98;1034.10
5-10-2023;1144.28;1074.03;1028.55
5-11-2023;1140.22;1074.88;1027.16
5-12-2023;1136.02;1075.95;1027.26
5-15-2023;1135.22;1075.50;1029.44
5-16-2023;1136.45;1077.16;1030.89
5-17-2023;1138.15;1080.55;1034.03
5-18-2023;1140.13;1086.96;1040.40
5-19-2023;1143.27;1086.62;1041.31
5-22-2023;1150.48;1082.92;1037.47
5-23-2023;1150.91;1077.89;1031.65
5-24-2023;1147.32;1080.70;1033.93
5-25-2023;1142.39;1084.72;1037.78
5-26-2023;1146.53;1083.59;1037.41
5-29-2023;1152.16;1080.54;1034.81
5-30-2023;1150.51;1089.20;1043.94
5-31-2023;1148.13;1104.83;1057.16
6-1-2023;1157.21;1108.05;1061.05
6-2-2023;1170.87;1109.76;1062.50
6-5-2023;1175.50;1116.74;1067.96
6-6-2023;1177.12;1113.54;1066.12
6-7-2023;1187.32;1122.54;1076.39
6-8-2023;1182.97;1122.48;1077.11
6-9-2023;1192.35;1133.87;1085.74
6-12-2023;1193.59;1137.15;1086.05
6-13-2023;1205.40;1143.91;1089.80
6-14-2023;1207.19;1152.15;1097.94
6-15-2023;1212.93;1147.64;1095.19
6-16-2023;1221.60;1139.92;1090.71
6-19-2023;1219.08;1133.74;1085.66
6-20-2023;1213.35;1129.59;1081.03
6-21-2023;1208.17;1116.29;1070.86
6-22-2023;1202.94;1117.95;1070.23
6-23-2023;1190.83;1120.26;1070.70
6-26-2023;1190.57;1118.23;1067.78
6-27-2023;1190.50;1116.76;1067.47
6-28-2023;1187.41;1123.86;1073.85
6-29-2023;1188.09;1137.76;1087.51
6-30-2023;1196.02;1142.02;1091.82
7-3-2023;1212.60;1137.90;1090.06
7-4-2023;1216.31;1125.84;1079.53
7-5-2023;1214.64;1122.15;1077.60
7-6-2023;1203.97;1121.98;1076.23
7-7-2023;1200.59;1136.31;1089.98
7-10-2023;1199.12;1144.41;1095.78
7-11-2023;1213.61;1155.48;1105.84
7-12-2023;1220.22;1163.98;1115.27
7-13-2023;1229.85;1166.96;1120.03
7-14-2023;1241.55;1164.12;1118.10
7-17-2023;1245.06;1162.29;1116.53
7-18-2023;1245.70;1164.78;1119.92
7-19-2023;1244.74;1162.92;1117.33
7-20-2023;1247.67;1163.24;1116.76
7-21-2023;1245.73;1174.17;1122.75
7-24-2023;1246.95;1168.39;1113.27
7-25-2023;1258.22;1174.91;1118.54
7-26-2023;1249.28;1185.28;1126.64
7-27-2023;1251.35;1193.24;1135.95
7-28-2023;1260.38;1187.44;1130.90
7-31-2023;1269.40;1163.20;1109.08
8-1-2023;1263.20;1162.43;1107.80
8-2-2023;1237.67;1167.29;1111.80
8-3-2023;1236.88;1165.51;1110.18
8-4-2023;1241.53;1157.17;1102.58
8-7-2023;1239.04;1161.77;1107.41
8-8-2023;1231.90;1156.91;1104.38
8-9-2023;1236.87;1152.24;1102.39
8-10-2023;1232.37;1139.09;1090.70
8-11-2023;1227.97;1138.81;1089.95
8-14-2023;1213.95;1132.85;1084.66
8-15-2023;1214.65;1133.30;1083.89
8-16-2023;1209.98;1125.55;1078.20
8-17-2023;1211.84;1125.06;1078.48
8-18-2023;1205.60;1134.08;1085.86
8-21-2023;1208.96;1137.74;1089.22
8-22-2023;1220.33;1148.17;1097.69
8-23-2023;1224.28;1141.75;1091.91
8-24-2023;1234.61;1147.86;1097.73
8-25-2023;1227.44;1160.02;1106.90
8-28-2023;1233.20;1163.86;1112.43
8-29-2023;1242.58;1163.02;1113.16
8-30-2023;1249.93;1165.27;1115.54
8-31-2023;1249.69;1172.93;1120.46
9-1-2023;1252.10;1168.98;1117.14
9-4-2023;1258.02;1166.05;1114.01
9-5-2023;1254.90;1160.16;1109.17
9-6-2023;1251.49;1163.89;1112.20
9-7-2023;1246.13;1167.28;1114.96
9-8-2023;1249.87;1156.80;1104.94
9-11-2023;1252.69;1155.99;1103.41
9-12-2023;1241.33;1166.33;1113.56
9-13-2023;1241.49;1166.88;1114.35
9-14-2023;1252.69;1160.79;1108.71
9-15-2023;1253.62;1158.36;1105.74
9-18-2023;1245.90;1153.91;1101.91
9-19-2023;1243.07;1136.42;1086.61
9-20-2023;1238.61;1141.79;1091.55
9-21-2023;1220.81;1138.80;1086.89
9-22-2023;1226.12;1128.46;1077.15
9-25-2023;1222.36;1132.36;1080.33
9-26-2023;1212.61;1131.72;1080.20
9-27-2023;1216.25;1138.06;1085.67
9-28-2023;1215.44;1136.64;1083.65
9-29-2023;1222.45;1127.25;1077.10
10-2-2023;1221.19;1111.87;1062.16
10-3-2023;1212.25;1115.41;1064.95
10-4-2023;1197.47;1122.37;1070.83
10-5-2023;1199.94;1116.99;1064.30
10-6-2023;1205.20;1125.69;1070.23
10-9-2023;1197.49;1136.17;1078.81
10-10-2023;1206.43;1141.92;1086.14
10-11-2023;1216.82;1131.50;1075.56
10-12-2023;1223.36;1126.90;1070.07
10-13-2023;1212.76;1131.36;1075.43
10-16-2023;1207.77;1119.00;1063.00
10-17-2023;1211.89;1107.98;1050.93
10-18-2023;1198.14;1099.80;1041.66
10-19-2023;1188.51;1087.57;1031.22
10-20-2023;1179.55;1096.74;1042.38
10-23-2023;1166.93;1094.25;1038.06
10-24-2023;1176.51;1080.67;1027.63
10-25-2023;1171.66;1088.43;1034.39
10-26-2023;1157.30;1092.69;1037.84
10-27-2023;1166.30;1084.38;1030.13
10-30-2023;1170.93;1085.63;1031.15
10-31-2023;1162.79;1105.14;1048.62
11-1-2023;1163.93;1122.65;1065.15
11-2-2023;1184.66;1147.62;1088.53
11-3-2023;1202.29;1142.59;1083.39
11-6-2023;1228.68;1144.39;1083.66
11-7-2023;1224.36;1140.44;1078.43
11-8-2023;1225.30;1133.79;1071.82
11-9-2023;1221.38;1133.79;1069.72
11-10-2023;1214.47;1142.47;1079.07
11-13-2023;1214.43;1162.89;1098.11
11-14-2023;1224.14;1165.63;1101.13
11-15-2023;1243.09;1167.53;1103.14
11-16-2023;1246.22;1177.41;1113.68
11-17-2023;1250.06;1180.62;1117.71
11-20-2023;1259.53;1175.23;1112.37
11-21-2023;1262.78;1180.21;1116.39
11-22-2023;1256.33;1177.56;1113.22
11-23-2023;1261.08;1175.13;1112.43
11-24-2023;1259.15;1184.67;1120.63
11-27-2023;1257.11;1185.61;1120.75
11-28-2023;1267.59;1188.66;1122.29
11-29-2023;1270.76;1187.83;1122.90
11-30-2023;1273.46;1189.09;1124.75
12-1-2023;1274.98;1183.13;1118.64
12-4-2023;1277.54;1187.18;1121.70
12-5-2023;1271.49;1183.35;1117.70
12-6-2023;1274.92;1187.57;1122.17
12-7-2023;1270.94;1186.21;1119.20
12-8-2023;1275.18;1185.79;1119.65
12-11-2023;1271.28;1187.33;1118.92
12-12-2023;1271.31;1209.95;1139.18
12-13-2023;1272.69;1212.74;1140.37
12-14-2023;1296.76;1210.32;1136.95
12-15-2023;1300.19;1208.33;1136.35
12-18-2023;1296.26;1202.20;1130.40
12-19-2023;1294.28;1207.32;1133.39
12-20-2023;1288.27;1211.04;1135.91
12-21-2023;1292.66;1210.39;1133.90
12-22-2023;1297.03;1217.09;1138.28
12-25-2023;1295.87;1224.77;1145.10
12-26-2023;1302.98;1236.22;1155.33
12-27-2023;1311.34;1241.94;1159.95
12-28-2023;1321.24;1235.00;1157.07
12-29-2023;1327.42;1226.76;1150.28
1-1-2024;1330.53;1225.93;1148.17
1-2-2024;1320.37;1228.92;1149.85
1-3-2024;1311.79;1223.99;1147.75
1-4-2024;1310.71;1222.98;1147.59
1-5-2024;1314.56;1220.59;1144.19
1-8-2024;1311.17;1225.77;1150.02
1-9-2024;1310.55;1224.89;1147.95
1-10-2024;1309.07;1224.10;1146.98
1-11-2024;1315.31;1209.34;1134.31
1-12-2024;1314.14;1186.45;1114.39
1-15-2024;1313.47;1187.14;1115.51
1-16-2024;1299.88;1193.33;1120.82
1-17-2024;1277.39;1193.74;1118.61
1-18-2024;1277.16;1190.15;1116.56
1-19-2024;1284.56;1199.91;1125.79
1-22-2024;1287.04;1203.53;1130.41
1-23-2024;1281.90;1203.34;1131.39
1-24-2024;1292.42;1208.07;1132.58
1-25-2024;1294.79;1205.34;1129.98
1-26-2024;1294.40;1208.13;1129.16
1-29-2024;1299.63;1212.75;1131.80
1-30-2024;1298.82;1218.02;1134.18
1-31-2024;1304.00;1209.68;1122.87
2-1-2024;1307.14;1222.73;1135.29
2-2-2024;1313.48;1225.82;1138.65
2-5-2024;1304.56;1224.64;1140.14
2-6-2024;1318.45;1219.24;1136.25
2-7-2024;1322.31;1212.26;1130.84
2-8-2024;1319.15;1214.23;1134.10
2-9-2024;1313.14;1216.46;1136.64
2-12-2024;1305.30;1225.04;1143.23
2-13-2024;1307.47;1237.60;1151.46
2-14-2024;1308.82;1241.77;1157.47
2-15-2024;1318.94;1242.52;1159.07
2-16-2024;1330.11;1241.99;1159.20
2-19-2024;1334.88;1252.02;1168.35
2-20-2024;1334.82;1249.94;1166.07
2-21-2024;1334.50;1249.94;1166.69
2-22-2024;1344.71;1249.66;1166.06
2-23-2024;1343.39;1239.94;1155.42
2-26-2024;1344.45;1245.37;1161.06
2-27-2024;1342.75;1250.06;1165.53
2-28-2024;1333.71;1253.59;1168.72
2-29-2024;1338.82;1250.21;1165.29
3-1-2024;1344.33;1246.14;1157.74
3-4-2024;1348.34;1247.84;1158.81
3-5-2024;1345.10;1250.04;1162.44
3-6-2024;1342.29;1249.01;1162.41
3-7-2024;1344.77;1252.68;1164.00
3-8-2024;1346.31;1239.01;1153.48
3-11-2024;1344.60;1245.65;1158.50
3-12-2024;1346.79;1238.26;1152.56
3-13-2024;1331.81;1242.84;1156.37
3-14-2024;1335.97;1235.21;1150.70
3-15-2024;1329.20;1237.49;1154.00
3-18-2024;1333.76;1257.30;1169.32
3-19-2024;1326.49;1251.00;1162.63
3-20-2024;1327.19;1250.62;1159.77
3-21-2024;1346.13;1247.40;1155.57
3-22-2024;1339.14;1251.35;1153.79
3-25-2024;1338.66;1252.35;1155.49
3-26-2024;1333.32;1252.00;1156.51
3-27-2024;1337.11;1260.45;1166.72
3-28-2024;1337.58;1264.07;1164.72
3-29-2024;1337.76;1264.88;1164.16
4-1-2024;1347.40;1271.72;1170.22
4-2-2024;1348.96;1270.42;1169.30
4-3-2024;1350.52;1274.64;1169.12
4-4-2024;1357.07;1279.96;1173.79
4-5-2024;1355.73;1280.39;1172.26
4-8-2024;1359.55;1274.58;1167.48
4-9-2024;1365.63;1265.11;1160.10
4-10-2024;1367.05;1249.11;1147.07
4-11-2024;1360.97;1226.81;1122.79
4-12-2024;1352.06;1232.70;1133.34
4-15-2024;1335.90;1240.93;1141.49
4-16-2024;1311.72;1227.77;1129.95
4-17-2024;1319.27;1232.59;1135.43
4-18-2024;1329.77;1240.52;1141.29
4-19-2024;1313.62;1253.44;1152.16
4-22-2024;1316.31;1250.97;1150.56
4-23-2024;1326.32;1262.28;1160.15
4-24-2024;1341.05;1276.49;1173.68
4-25-2024;1337.96;1273.56;1171.00
4-26-2024;1350.28;1273.51;1171.00
4-29-2024;1364.07;1280.42;1176.57
4-30-2024;1361.73;1285.40;1181.82
5-1-2024;1362.02;1285.74;1183.81
5-2-2024;1368.94;1281.98;1181.60
5-3-2024;1373.89;1281.84;1179.40
5-6-2024;1372.02;1271.03;1170.57
5-7-2024;1368.54;1277.08;1173.06
5-8-2024;1369.10;1277.76;1170.39
5-9-2024;1357.43;1282.52;1175.51
5-10-2024;1362.09;1290.63;1180.98
5-13-2024;1360.86;1307.41;1195.03
5-14-2024;1366.67;1313.52;1200.22
5-15-2024;1374.59;1317.70;1203.73
5-16-2024;1391.76;1312.57;1198.05
5-17-2024;1397.97;1313.60;1198.25
5-20-2024;1403.88;1306.15;1189.47
5-21-2024;1394.62;1302.71;1184.93
5-22-2024;1396.21;1309.59;1189.90
5-23-2024;1388.10;1307.85;1188.56
5-24-2024;1386.28;1298.10;1179.81
5-27-2024;1392.75;1283.59;1167.67
5-28-2024;1391.24;1284.16;1169.56
5-29-2024;1382.69;1298.96;1178.31
5-30-2024;1366.45;1271.89;1156.91
5-31-2024;1367.78;1281.06;1162.66
6-3-2024;1381.97;1292.28;1168.05
6-4-2024;1351.78;1302.19;1177.61
6-5-2024;1361.29;1302.55;1178.78
6-6-2024;1371.90;1300.27;1178.91
6-7-2024;1382.26;1304.56;1183.06
6-10-2024;1383.59;1311.30;1187.28
6-11-2024;1382.62;1315.04;1187.60
6-12-2024;1387.73;1314.45;1186.17
6-13-2024;1395.42;1322.81;1193.46
6-14-2024;1399.32;1322.85;1192.08
6-17-2024;1398.30;1326.21;1192.47
6-18-2024;1406.26;1324.70;1192.33
