Date,GMSR_Developed,GMSR_Developed_Upper,GMSR_Developed_Lower,GMSR_Emerging,GMSR_Emerging_Upper,GMSR_Emerging_Lower,Rank
2012-06-18,330000000.0,379500000.0,165000000.0,165000000.0,189750000.0,82500000.0,4689
2012-09-24,360092536.0769,414106416.488435,180046268.03845,180046268.03845,207053208.2442175,90023134.019225,5001
2012-12-24,356111280.17952,409527972.20644796,178055640.08976,178055640.08976,204763986.10322398,89027820.04488,5001
2013-03-18,395868400.26804,455248660.30824596,197934200.13402,197934200.13402,227624330.15412298,98967100.06701,5001
2013-06-24,388021136.5505956,446224307.0331849,194010568.2752978,194010568.2752978,223112153.51659244,97005284.1376489,5001
2013-09-23,411400138.80874884,473110159.63006115,205700069.40437442,205700069.40437442,236555079.81503057,102850034.70218721,5001
2013-12-23,424538773.2583939,488219589.2471529,212269386.62919694,212269386.62919694,244109794.62357646,106134693.31459847,5001
2014-03-24,467951123.188209,538143791.6664402,233975561.5941045,233975561.5941045,269071895.8332201,116987780.79705225,5001
2014-06-23,453968915.47541004,522064252.7967215,226984457.73770502,226984457.73770502,261032126.39836076,113492228.86885251,5001
2014-09-22,541242364.06457,622428718.6742554,270621182.032285,270621182.032285,311214359.3371277,135310591.0161425,5001
2014-12-22,468796606.4619,539116097.431185,234398303.23095,234398303.23095,269558048.7155925,117199151.615475,5001
2015-03-23,509689279.21093184,586142671.0925716,254844639.60546592,254844639.60546592,293071335.5462858,127422319.80273296,5001
2015-06-22,512943568.32181716,589885103.5700897,256471784.16090858,256471784.16090858,294942551.78504485,128235892.08045429,5001
2015-09-21,507869481.8877121,584049904.1708689,253934740.94385606,253934740.94385606,292024952.08543444,126967370.47192803,5001
2015-12-21,493269911.5061781,567260398.2321048,246634955.75308904,246634955.75308904,283630199.1160524,123317477.87654452,5001
2016-03-21,453153079.9198,521126041.9077699,226576539.9599,226576539.9599,260563020.95388496,113288269.97995,5001
2016-06-20,482433038.07522506,554797993.7865088,241216519.03761253,241216519.03761253,277398996.8932544,120608259.51880626,5001
2016-09-19,536647948.0921041,617145140.3059196,268323974.04605204,268323974.04605204,308572570.1529598,134161987.02302602,5001
2016-12-19,529464497.52662396,608884172.1556175,264732248.76331198,264732248.76331198,304442086.07780874,132366124.38165599,5001
2017-03-20,587964991.93677,676159740.7272854,293982495.968385,293982495.968385,338079870.3636427,146991247.9841925,5001
2017-06-19,576548876.56328,663031208.0477719,288274438.28164,288274438.28164,331515604.02388597,144137219.14082,5001
2017-09-18,641647748.5266595,737894910.8056583,320823874.26332974,320823874.26332974,368947455.4028292,160411937.13166487,5040
2017-12-18,651595888.503872,749335271.7794528,325797944.251936,325797944.251936,374667635.8897264,162898972.125968,5040
2018-03-19,675948892.26915,777341226.1095225,337974446.134575,337974446.134575,388670613.05476123,168987223.0672875,5040
2018-06-18,653753180.1982359,751816157.2279712,326876590.09911793,326876590.09911793,375908078.6139856,163438295.04955897,5040
2018-09-24,703680615.8242087,809232708.19784,351840307.91210437,351840307.91210437,404616354.09892,175920153.95605218,5040
2018-12-24,597570989.2115356,687206637.5932659,298785494.6057678,298785494.6057678,343603318.79663295,149392747.3028839,5040
2019-03-18,604652219.7007521,695350052.655865,302326109.85037607,302326109.85037607,347675026.3279325,151163054.92518803,5040
2019-06-24,551575323.42,634311621.9329998,275787661.71,275787661.71,317155810.9664999,137893830.855,5040
2019-09-23,572867202.7116549,658797283.1184031,286433601.35582745,286433601.35582745,329398641.55920154,143216800.67791373,5040
2019-12-23,599521039.4875537,689449195.4106867,299760519.74377686,299760519.74377686,344724597.70534337,149880259.87188843,5040
2020-03-23,529388792.4,608797111.2599999,264694396.2,264694396.2,304398555.62999994,132347198.1,5040
2020-06-22,481379748.00163996,553586710.2018859,240689874.00081998,240689874.00081998,276793355.10094297,120344937.00040999,5040
2020-09-21,572308101.8631,658154317.142565,286154050.93155,286154050.93155,329077158.5712825,143077025.465775,5040
2020-12-21,603222289.875808,693705633.3571792,301611144.937904,301611144.937904,346852816.6785896,150805572.468952,5040
2021-03-22,781062405.865269,898221766.7450593,390531202.9326345,390531202.9326345,449110883.3725296,195265601.46631724,5040
2021-06-21,776382688.6266257,892840091.9206195,388191344.3133128,388191344.3133128,446420045.96030974,194095672.1566564,5040
2021-09-20,846758423.04,973772186.4959999,423379211.52,423379211.52,486886093.24799997,211689605.76,5075
2021-12-20,723548588.0,832080876.1999999,361774294.0,361774294.0,416040438.09999996,180887147.0,5075
2022-03-21,724712774.4,833419690.56,362356387.2,362356387.2,416709845.28,181178193.6,5075
2022-06-20,612360325.8642935,704214374.7439374,306180162.9321467,306180162.9321467,352107187.3719687,153090081.46607336,5075
2022-09-19,579081931.3714726,665944221.0771934,289540965.6857363,289540965.6857363,332972110.5385967,144770482.84286815,5075
2022-12-19,534289922.52431136,614433410.902958,267144961.26215568,267144961.26215568,307216705.451479,133572480.63107784,5075
2023-03-20,555554694.045628,638887898.1524721,277777347.022814,277777347.022814,319443949.07623607,138888673.511407,5075
2023-06-19,492866464.0,566796433.5999999,246433232.0,246433232.0,283398216.79999995,123216616.0,5075
2023-09-18,517509790.32158285,595136258.8698202,258754895.16079143,258754895.16079143,297568129.4349101,129377447.58039571,5075
2023-12-18,478193621.5030001,549922664.7284501,239096810.75150004,239096810.75150004,274961332.36422503,119548405.37575002,5075
2024-03-18,557729806.0414897,641389276.9477131,278864903.02074486,278864903.02074486,320694638.47385657,139432451.51037243,5075
2024-06-24,541766021.7255,623030924.9843249,270883010.86275,270883010.86275,311515462.49216247,135441505.431375,5075
2024-09-23,601736328.5920403,691996777.8808463,300868164.29602015,300868164.29602015,345998388.94042313,150434082.14801008,4377
