Date,GMSR_Developed,GMSR_Developed_Upper,GMSR_Developed_Lower,GMSR_Emerging,GMSR_Emerging_Upper,GMSR_Emerging_Lower,Rank
2012-06-18,330000000.0,379500000.0,165000000.0,165000000.0,189750000.0,82500000.0,4686
2012-09-24,360092536.0769,414106416.488435,180046268.03845,180046268.03845,207053208.2442175,90023134.019225,4953
2012-12-24,363634140.28319,418179261.32566845,181817070.141595,181817070.141595,209089630.66283423,90908535.0707975,4953
2013-03-18,396127017.23302,455546069.81797296,198063508.61651,198063508.61651,227773034.90898648,99031754.308255,4971
2013-06-24,398495452.86825,458269770.7984875,199247726.434125,199247726.434125,229134885.39924374,99623863.2170625,4971
2013-09-23,408200857.6173465,469430986.2599485,204100428.80867326,204100428.80867326,234715493.12997425,102050214.40433663,4971
2013-12-23,431969195.663422,496764575.0129352,215984597.831711,215984597.831711,248382287.5064676,107992298.9158555,4971
2014-03-24,450203575.16003996,517734111.4340459,225101787.58001998,225101787.58001998,258867055.71702296,112550893.79000999,4971
2014-06-23,459856540.708608,528835021.81489915,229928270.354304,229928270.354304,264417510.90744957,114964135.177152,4971
2014-09-22,524622978.7085999,603316425.5148898,262311489.35429996,262311489.35429996,301658212.7574449,131155744.67714998,4971
2014-12-22,475042925.11075205,546299363.8773648,237521462.55537602,237521462.55537602,273149681.9386824,118760731.27768801,4971
2015-03-23,495121776.45755994,569390042.9261938,247560888.22877997,247560888.22877997,284695021.4630969,123780444.11438999,4971
2015-06-22,516929181.0008801,594468558.1510121,258464590.50044006,258464590.50044006,297234279.07550603,129232295.25022003,4971
2015-09-21,499311144.60469204,574207816.2953959,249655572.30234602,249655572.30234602,287103908.1476979,124827786.15117301,4971
2015-12-21,498051206.8911069,572758887.9247729,249025603.44555345,249025603.44555345,286379443.9623864,124512801.72277673,4971
2016-03-21,442017619.264084,508320262.15369654,221008809.632042,221008809.632042,254160131.07684827,110504404.816021,4971
2016-06-20,488994187.9660889,562343316.1610022,244497093.98304445,244497093.98304445,281171658.0805011,122248546.99152222,4971
2016-09-19,536647948.0921041,617145140.3059196,268323974.04605204,268323974.04605204,308572570.1529598,134161987.02302602,4971
2016-12-19,542034108.0,623339224.1999999,271017054.0,271017054.0,311669612.09999996,135508527.0,4972
2017-03-20,585684468.72444,673537139.033106,292842234.36222,292842234.36222,336768569.516553,146421117.18111,4972
2017-06-19,583113302.764265,670580298.1789047,291556651.3821325,291556651.3821325,335290149.0894523,145778325.69106624,4972
2017-09-18,642814456.1034217,739236624.5189348,321407228.05171084,321407228.05171084,369618312.2594674,160703614.02585542,5000
2017-12-18,665904247.5178312,765789884.6455058,332952123.7589156,332952123.7589156,382894942.3227529,166476061.8794578,5000
2018-03-19,677893874.1347001,779577955.254905,338946937.06735003,338946937.06735003,389788977.6274525,169473468.53367501,5000
2018-06-18,672204268.9070015,773034909.2430516,336102134.45350075,336102134.45350075,386517454.6215258,168051067.22675037,5000
2018-09-24,699501784.8,804427052.5199999,349750892.4,349750892.4,402213526.25999993,174875446.2,5000
2018-12-24,610598826.8746675,702188650.9058676,305299413.43733376,305299413.43733376,351094325.4529338,152649706.71866688,5000
2019-03-18,599683855.4670266,689636433.7870805,299841927.7335133,299841927.7335133,344818216.89354026,149920963.86675665,5000
2019-06-24,558612398.784545,642404258.6022266,279306199.3922725,279306199.3922725,321202129.3011133,139653099.69613624,5000
2019-09-23,567921515.0,653109742.25,283960757.5,283960757.5,326554871.125,141980378.75,5000
2019-12-23,605466818.4,696286841.16,302733409.2,302733409.2,348143420.58,151366704.6,5000
2020-03-23,523861130.0860575,602440299.598966,261930565.04302874,261930565.04302874,301220149.799483,130965282.52151437,5000
2020-06-22,489364225.05933785,562768858.8182385,244682112.52966893,244682112.52966893,281384429.40911925,122341056.26483446,5000
2020-09-21,570519079.62,656096941.563,285259539.81,285259539.81,328048470.7815,142629769.905,5000
2020-12-21,611930874.94509,703720506.1868535,305965437.472545,305965437.472545,351860253.09342676,152982718.7362725,5000
2021-03-22,827977908.6203463,952174594.9133981,413988954.31017315,413988954.31017315,476087297.4566991,206994477.15508658,4731
2021-06-21,864455783.23,994124150.7145,432227891.615,432227891.615,497062075.35725,216113945.8075,4743
2021-09-20,800322357.4080001,920370711.0192001,400161178.70400006,400161178.70400006,460185355.50960004,200080589.35200003,4743
2021-12-20,755936269.5,869326709.925,377968134.75,377968134.75,434663354.9625,188984067.375,4743
2022-03-21,737848627.9392908,848525922.1301843,368924313.9696454,368924313.9696454,424262961.06509215,184462156.9848227,4743
2022-06-20,677083173.12,778645649.0879999,338541586.56,338541586.56,389322824.54399997,169270793.28,4820
2022-09-19,648956696.5557477,746300201.0391098,324478348.2778739,324478348.2778739,373150100.5195549,162239174.13893694,4839
2022-12-19,620227149.795684,713261222.2650365,310113574.897842,310113574.897842,356630611.13251823,155056787.448921,4839
2023-03-20,629708009.3129002,724164210.7098352,314854004.6564501,314854004.6564501,362082105.3549176,157427002.32822505,4839
2023-06-19,574685460.3966728,660888279.4561738,287342730.1983364,287342730.1983364,330444139.7280869,143671365.0991682,4839
2023-09-18,576345524.03986,662797352.645839,288172762.01993,288172762.01993,331398676.3229195,144086381.009965,4839
2023-12-18,551543091.9530399,634274555.7459958,275771545.97651994,275771545.97651994,317137277.8729979,137885772.98825997,4839
2024-03-18,589606026.7800001,678046930.797,294803013.39000005,294803013.39000005,339023465.3985,147401506.69500002,4839
2024-06-24,584583851.643098,672271429.3895626,292291925.821549,292291925.821549,336135714.6947813,146145962.9107745,4839
2024-09-23,692631122.8000001,796525791.22,346315561.40000004,346315561.40000004,398262895.61,173157780.70000002,4151
